acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.21,-0.09,0.99,-4.03,0.0,-1.19
0.21,-0.09,0.98,-6.87,5.76,-0.99
0.17,-0.11,0.98,-6.93,1.42,-1.51
0.15,-0.11,0.99,-8.5,0.29,-1.18
0.15,-0.1,0.98,-9.66,0.7,-0.66
0.15,-0.12,1.05,-8.09,-4.66,-0.03
0.16,-0.11,1.05,-7.95,-4.99,0.58
0.2,-0.11,1.08,-8.32,-2.12,0.27
0.19,-0.12,1.09,-5.95,-0.99,-0.85
0.2,-0.13,1.1,-2.85,0.78,-1.85
0.17,-0.11,1.08,-1.65,2.55,-2.61
0.14,-0.12,1.03,-0.14,3.85,-1.95
0.12,-0.1,0.98,-2.06,3.98,-0.78
0.12,-0.1,0.97,-5.04,0.03,0.52
0.15,-0.09,0.99,-6.81,-5.65,0.76
0.18,-0.1,1.04,-6.73,-6.46,0.53
0.2,-0.11,1.04,-6.47,-4.15,-0.26
0.2,-0.11,1.04,-5.22,-1.54,-1.4
0.19,-0.11,1.03,-4.26,2.32,-2.11
0.16,-0.11,1.01,-4.5,2.72,-2.03
0.14,-0.11,1.02,-6.37,-0.44,-0.35
0.15,-0.1,1.01,-8.11,-4.4,0.14
0.17,-0.11,1.04,-7.21,-3.47,0.56
0.18,-0.11,1.05,-6.46,-1.47,0.72
0.21,-0.1,1.06,-5.92,1.07,0.24
0.21,-0.1,1.04,-5.51,2.81,-0.92
0.2,-0.1,1.05,-5.42,0.21,-2.63
0.19,-0.11,1.05,-4.85,0.06,-3.76
0.17,-0.11,1.04,-5.05,1.62,-4.17
0.14,-0.12,1.04,-5.63,3.16,-3.33
0.11,-0.12,1.02,-6.84,3.51,-1.76
0.09,-0.12,1.04,-6.72,2.0,0.05
0.09,-0.12,1.02,-6.99,-0.87,2.0
0.15,-0.12,1.04,-8.38,-3.27,2.64
0.19,-0.12,1.06,-6.93,-4.26,1.34
0.23,-0.12,1.07,-3.85,-3.04,-0.41
0.18,-0.11,1.02,-2.17,4.7,-2.96
0.15,-0.11,0.96,-3.5,5.95,-3.27
0.11,-0.1,0.93,-5.25,5.76,-2.64
0.07,-0.1,0.9,-8.09,1.24,-0.81
0.07,-0.1,0.9,-12.63,-4.79,1.69
0.12,-0.11,0.94,-15.92,-10.5,2.89
0.17,-0.1,1.0,-18.11,-13.83,2.76
0.19,-0.12,1.08,-16.98,-12.0,2.87
0.26,-0.12,1.16,-12.99,-5.74,1.69
0.26,-0.12,1.2,-7.94,-0.29,-1.65
0.25,-0.11,1.16,-2.53,9.94,-3.89
0.19,-0.12,1.11,-1.31,15.21,-3.94
0.14,-0.11,1.04,-3.01,15.18,-3.53
0.11,-0.12,1.01,-5.21,10.17,-1.83
0.1,-0.12,0.98,-12.73,-3.1,1.77
0.11,-0.13,1.03,-14.46,-10.14,2.89
0.18,-0.14,1.0,-14.06,-8.14,3.33
0.2,-0.15,1.14,-12.79,-10.27,3.04
0.25,-0.14,1.15,-6.73,-5.8,0.89
0.23,-0.14,1.13,-3.6,-3.24,-1.15
0.22,-0.12,1.1,-2.99,1.31,-2.56
0.18,-0.13,1.09,-3.33,0.85,-2.2
0.15,-0.13,1.08,-5.88,-1.6,-1.69
0.12,-0.13,1.11,-5.5,-5.73,-0.35
0.11,-0.14,1.12,-4.81,-9.22,2.46
0.16,-0.14,1.16,-4.37,-11.47,3.5
0.2,-0.15,1.19,-1.57,-13.36,2.7
0.23,-0.15,1.21,1.11,-10.92,1.79
0.22,-0.12,1.21,3.13,-8.96,3.11
0.24,-0.12,1.25,2.5,-7.01,4.58
0.27,-0.11,1.29,2.53,-6.38,5.24
0.32,-0.12,1.36,2.61,-4.82,3.1
0.31,-0.14,1.43,4.75,-1.59,1.47
0.28,-0.16,1.5,7.36,-0.12,1.76
0.28,-0.18,1.56,11.27,-1.76,0.99
0.29,-0.2,1.62,19.63,-1.62,-0.32
0.29,-0.21,1.63,28.56,2.05,-0.58
0.29,-0.19,1.6,34.12,4.27,-1.76
0.26,-0.19,1.58,41.07,6.63,-1.44
0.26,-0.19,1.54,43.91,8.49,-1.94
0.28,-0.18,1.51,48.72,7.45,-1.62
0.29,-0.17,1.46,49.37,9.62,-2.72
0.3,-0.15,1.49,45.28,-1.82,-3.82
0.35,-0.14,1.5,50.17,12.81,-5.24
0.26,-0.14,1.54,56.26,-6.66,-11.95
0.27,-0.15,1.51,68.98,3.71,-9.68
0.28,-0.15,1.46,69.74,2.92,-11.18
0.36,-0.16,1.37,77.01,19.85,-12.92
0.28,-0.13,1.32,74.09,11.05,-15.02
0.25,-0.12,1.27,74.24,15.04,-16.84
0.23,-0.12,1.18,73.68,16.43,-17.04
0.19,-0.09,1.15,73.76,9.71,-18.5
0.18,-0.08,1.19,71.65,8.37,-19.39
0.13,-0.07,1.1,74.92,-2.67,-20.41
0.13,-0.03,1.09,75.34,-0.66,-20.66
0.11,-0.01,1.06,73.92,-2.89,-17.85
0.1,-0.01,1.01,70.52,1.04,-18.63
0.09,0.03,1.03,55.13,2.11,-15.37
0.1,0.04,1.02,51.89,1.4,-14.43
0.13,0.04,1.01,53.28,6.85,-13.68
0.1,0.05,1.02,53.89,0.53,-13.13
0.15,0.05,0.98,53.48,3.4,-11.95
0.16,0.07,0.96,49.25,5.94,-13.34
0.18,0.09,0.94,38.72,9.24,-14.76
0.16,0.1,0.95,27.01,11.69,-16.73
0.15,0.1,0.93,22.38,19.42,-15.04
0.12,0.1,0.89,22.32,19.79,-13.24
0.13,0.12,0.9,25.31,19.44,-11.88
0.11,0.13,0.9,29.56,15.21,-11.71
0.13,0.13,0.9,34.15,10.24,-11.15
0.09,0.16,0.91,38.05,1.92,-11.48
0.17,0.16,0.91,38.23,3.08,-12.76
0.11,0.19,0.92,33.28,5.1,-15.86
0.15,0.18,0.91,33.53,10.02,-16.46
0.1,0.18,0.95,37.95,9.33,-15.79
0.1,0.17,0.98,41.44,1.76,-18.55
0.12,0.17,0.95,47.15,9.56,-17.59
0.07,0.2,0.96,49.8,0.96,-16.7
0.09,0.23,0.94,48.35,4.2,-15.07
0.06,0.23,0.89,44.35,-2.24,-14.76
0.11,0.25,0.87,39.59,-2.61,-12.44
0.12,0.25,0.86,32.43,-8.0,-13.33
0.12,0.25,0.88,23.34,-8.32,-13.6
0.13,0.23,0.98,18.09,-12.56,-14.49
0.16,0.23,1.0,13.76,-16.37,-18.26
0.16,0.24,0.98,15.85,-5.97,-17.88
0.15,0.28,0.91,33.53,4.63,-18.26
0.1,0.3,0.9,34.6,2.84,-19.71
0.14,0.3,0.83,31.76,10.58,-20.58
0.11,0.29,0.83,28.0,5.71,-21.21
0.08,0.32,0.85,15.34,1.74,-21.01
0.07,0.31,0.95,4.67,-11.13,-23.4
0.06,0.35,1.06,-9.98,-20.0,-28.84
0.12,0.28,1.01,-15.68,-19.48,-35.11
0.12,0.31,0.92,5.56,-14.81,-33.79
0.07,0.26,0.91,28.5,-13.6,-29.18
0.09,0.29,0.88,45.18,-6.96,-25.08
0.0,0.3,0.9,50.55,-7.71,-20.96
0.07,0.33,0.85,48.14,-3.36,-17.25
0.06,0.36,0.82,39.85,-2.41,-14.72
0.06,0.39,0.83,17.68,-12.44,-17.8
0.06,0.38,0.81,14.09,-15.88,-18.7
0.06,0.39,0.8,14.81,-14.32,-17.13
0.08,0.4,0.78,19.8,-10.08,-14.81
0.07,0.4,0.86,22.31,-11.02,-16.87
0.12,0.4,0.87,23.85,-8.63,-19.02
0.1,0.41,0.79,27.86,-0.41,-16.44
0.07,0.42,0.76,35.37,1.1,-13.39
0.09,0.45,0.75,35.04,0.43,-12.81
0.06,0.45,0.73,27.31,-3.07,-14.53
0.08,0.45,0.81,21.95,-6.4,-18.2
0.11,0.46,0.8,14.18,-4.37,-23.25
0.03,0.45,0.74,19.79,-5.77,-24.58
0.09,0.46,0.82,9.28,-4.52,-35.62
0.03,0.52,0.69,10.15,-12.89,-45.83
-0.01,0.56,0.53,18.35,-21.16,-50.78
-0.1,0.65,0.56,11.56,-33.57,-54.67
0.01,0.77,0.33,24.6,-19.02,-42.82
-0.06,0.65,0.43,17.71,-11.68,-32.98
0.02,0.64,0.5,7.19,-5.39,-24.96
0.09,0.66,0.61,-16.93,1.65,-19.63
0.1,0.61,0.74,-33.19,4.29,-19.48
0.06,0.62,0.74,-47.19,0.72,-22.79
0.12,0.62,0.76,-54.05,6.34,-18.78
0.12,0.61,0.79,-54.14,2.87,-21.6
0.13,0.62,0.7,-36.73,4.92,-19.33
0.01,0.68,0.66,-17.95,14.14,-9.44
-0.07,0.7,0.64,-17.56,10.23,-7.11
-0.16,0.69,0.66,-24.14,-5.13,-9.88
-0.12,0.7,0.67,-34.64,-16.87,-11.07
-0.05,0.7,0.73,-48.02,-27.21,-13.56
0.04,0.64,0.76,-48.67,-28.47,-18.64
0.08,0.63,0.79,-48.5,-21.73,-17.53
0.09,0.58,0.84,-48.14,-15.62,-16.67
0.1,0.54,0.85,-38.61,-10.84,-14.0
0.12,0.53,0.87,-29.36,-1.71,-9.62
0.1,0.52,0.85,-21.25,11.3,-3.83
-0.05,0.52,0.81,-23.15,11.07,0.84
-0.13,0.44,0.81,-32.47,5.27,1.18
-0.08,0.49,0.82,-34.78,3.25,3.08
-0.1,0.47,0.9,-31.74,-12.21,-3.1
-0.01,0.46,0.93,-22.7,-15.21,-3.63
0.06,0.47,0.93,-13.94,-12.23,-2.7
0.1,0.48,0.91,-8.78,-12.4,-4.61
0.15,0.5,0.91,-8.99,-4.81,-2.17
0.12,0.53,0.81,-9.97,0.89,0.38
0.06,0.53,0.82,-14.37,5.6,1.73
0.03,0.54,0.8,-19.89,8.53,3.94
-0.03,0.54,0.78,-21.62,5.6,4.14
-0.02,0.55,0.76,-21.8,-1.44,1.91
-0.01,0.53,0.82,-22.52,-4.85,0.17
0.02,0.47,0.85,-18.08,-4.95,2.34
0.04,0.44,0.9,-16.73,-6.58,1.18
0.07,0.41,0.91,-15.91,-3.97,1.68
0.06,0.43,0.88,-13.82,-1.82,2.95
0.04,0.46,0.85,-13.04,-2.26,2.87
0.02,0.48,0.85,-15.08,-5.42,1.47
0.01,0.48,0.84,-17.07,-8.98,0.24
0.01,0.48,0.84,-18.96,-11.1,1.07
0.0,0.48,0.85,-21.3,-11.24,2.05
-0.0,0.49,0.85,-22.85,-11.65,5.42
0.05,0.48,0.86,-25.63,-11.5,8.2
0.08,0.46,0.9,-27.82,-7.91,10.27
0.11,0.43,0.92,-28.0,-5.42,10.85
0.12,0.41,0.95,-27.36,-2.98,8.81
0.1,0.4,0.94,-24.67,0.5,8.49
0.04,0.4,0.9,-24.32,0.24,6.84
-0.03,0.4,0.92,-27.92,-0.93,7.05
-0.08,0.39,0.89,-27.51,-0.55,11.02
-0.07,0.35,0.87,-24.64,-0.53,16.37
-0.02,0.37,0.85,-25.4,-0.2,20.17
0.01,0.38,0.83,-28.49,-1.08,20.82
0.03,0.39,0.8,-31.37,-3.27,20.32
0.04,0.39,0.82,-35.59,-9.94,16.72
0.08,0.39,0.88,-41.68,-17.33,10.49
0.09,0.35,0.91,-42.61,-19.63,6.6
0.05,0.35,0.9,-37.82,-14.23,10.17
0.01,0.37,0.88,-34.82,-9.97,15.63
0.01,0.39,0.85,-37.48,-10.44,18.53
0.08,0.35,0.86,-45.77,-10.79,19.56
0.08,0.3,0.86,-42.18,-4.92,22.73
0.09,0.28,0.8,-38.0,1.39,26.05
0.05,0.31,0.76,-37.6,1.05,25.66
0.0,0.32,0.74,-40.09,-7.42,22.23
0.01,0.33,0.73,-42.81,-17.21,19.91
