acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.2,-0.16,1.05,-11.95,-2.46,1.95
0.23,-0.16,1.06,-11.88,-2.55,2.18
0.24,-0.18,1.08,-11.05,-1.85,1.59
0.24,-0.18,1.08,-9.88,-0.85,0.7
0.2,-0.19,1.07,-8.67,-0.58,-0.02
0.18,-0.18,1.01,-11.34,-0.02,1.31
0.12,-0.19,1.03,-8.63,-4.93,2.27
0.14,-0.18,1.01,-6.6,-4.29,4.7
0.15,-0.17,0.94,-6.66,-2.82,7.1
0.22,-0.16,0.92,-10.44,-1.4,6.6
0.22,-0.17,0.91,-15.27,-3.56,5.21
0.24,-0.18,0.96,-14.32,0.85,4.49
0.21,-0.2,0.97,-8.29,-0.95,2.64
0.22,-0.19,0.95,-9.53,-5.63,2.44
0.24,-0.18,0.98,-11.71,-8.82,2.56
0.28,-0.18,1.04,-11.53,-8.81,1.11
0.27,-0.18,1.04,-11.39,-4.06,0.75
0.24,-0.19,1.05,-9.48,-0.23,1.47
0.23,-0.19,1.06,-7.77,-0.43,2.5
0.26,-0.19,1.07,-5.73,0.58,1.94
0.26,-0.18,1.05,-3.83,1.86,1.63
0.25,-0.18,1.01,-4.11,2.44,2.11
0.27,-0.17,0.99,-5.97,2.5,2.03
0.29,-0.17,0.98,-8.7,1.95,0.56
0.29,-0.17,1.0,-11.11,1.91,-1.57
0.26,-0.19,1.01,-12.44,0.63,-2.47
0.25,-0.2,1.04,-13.54,0.9,-2.72
0.24,-0.21,1.06,-11.59,0.82,-2.93
0.24,-0.22,1.08,-8.81,0.37,-3.5
0.22,-0.22,1.08,-6.96,3.28,-2.87
0.21,-0.22,1.09,-5.16,2.2,-2.14
0.2,-0.22,1.09,-3.54,1.44,-1.4
0.19,-0.22,1.09,-0.81,1.42,-0.4
0.19,-0.21,1.06,0.17,-1.53,0.66
0.21,-0.2,1.04,-0.02,-4.05,1.04
0.22,-0.2,1.04,-0.46,-5.69,1.22
0.23,-0.2,1.03,-0.44,-5.95,1.07
0.23,-0.19,1.02,-0.93,-6.24,0.95
0.22,-0.18,1.02,-0.93,-7.44,1.28
0.23,-0.17,1.02,-1.37,-8.89,1.77
0.26,-0.16,1.08,-0.05,-13.54,1.89
0.28,-0.15,1.13,2.02,-12.53,1.71
0.29,-0.16,1.18,3.66,-13.79,1.85
0.32,-0.15,1.21,7.42,-14.31,1.45
0.35,-0.15,1.27,11.24,-9.51,0.0
0.32,-0.17,1.31,14.11,-10.95,1.85
0.38,-0.19,1.4,17.79,-14.53,3.01
0.43,-0.21,1.49,29.3,-18.47,0.15
0.49,-0.22,1.54,45.79,-19.3,-4.08
0.41,-0.22,1.45,56.61,-28.5,-7.01
0.24,-0.28,1.46,62.47,-29.11,-7.33
0.33,-0.19,1.36,47.44,-20.85,-9.56
0.33,-0.17,1.3,34.2,-1.27,-12.61
0.28,-0.16,1.25,19.94,16.93,-12.21
0.25,-0.17,1.25,8.35,30.14,-11.04
0.26,-0.18,1.27,-0.96,44.26,-9.92
0.27,-0.18,1.29,-4.11,52.95,-10.78
0.25,-0.19,1.35,-9.39,48.85,-11.74
0.25,-0.21,1.33,-0.09,30.23,-11.42
0.26,-0.2,1.29,21.82,26.29,-10.34
0.22,-0.19,1.23,37.44,12.82,-8.24
0.23,-0.17,1.17,43.42,6.69,-7.05
0.23,-0.17,1.14,46.34,-0.44,-7.07
0.2,-0.15,1.15,44.95,-2.26,-5.8
0.21,-0.15,1.21,48.69,-0.29,-3.48
0.26,-0.11,1.27,59.89,10.03,-1.62
0.29,-0.13,1.29,58.2,4.81,-2.18
0.31,-0.11,1.29,57.11,4.38,-2.6
0.35,-0.11,1.19,55.83,14.63,-4.38
0.32,-0.08,1.15,56.64,23.31,-5.28
0.28,-0.08,1.08,56.27,26.92,-5.5
0.24,-0.07,1.05,54.12,30.34,-4.66
0.19,-0.07,1.06,56.34,27.4,-3.5
0.22,-0.08,1.15,66.2,23.69,-3.98
0.21,-0.07,1.13,77.82,19.37,-5.82
0.17,-0.04,1.05,79.53,11.04,-6.03
0.17,-0.02,1.04,76.75,3.08,-6.56
0.17,-0.0,1.05,75.76,-0.84,-6.96
0.17,0.02,1.01,76.35,1.48,-6.49
0.15,0.04,0.99,74.93,-1.36,-5.44
0.16,0.05,0.93,70.26,1.1,-4.87
0.14,0.06,0.95,69.34,-1.97,-4.38
0.15,0.07,0.93,68.56,-0.43,-4.38
0.14,0.09,0.89,65.53,-2.27,-4.63
0.13,0.12,0.94,62.52,-5.8,-4.53
0.16,0.12,0.96,60.41,-6.79,-5.02
0.17,0.14,0.95,57.25,-4.66,-6.03
0.14,0.16,0.93,53.04,-3.98,-5.19
0.17,0.2,0.91,46.96,-8.85,-5.39
0.19,0.22,0.91,41.54,-9.98,-6.84
0.16,0.23,0.86,28.82,-3.98,-6.27
0.17,0.22,0.92,24.15,-8.2,-6.15
0.23,0.22,0.93,22.2,-0.69,-7.77
0.2,0.22,0.9,18.98,-0.27,-9.39
0.2,0.22,0.9,14.14,1.62,-10.24
0.19,0.23,0.88,11.01,4.73,-11.1
0.15,0.25,0.92,8.26,0.38,-11.92
0.15,0.25,0.85,7.51,2.11,-10.9
0.13,0.28,0.82,1.95,0.67,-9.07
0.11,0.27,0.87,3.65,-6.52,-7.63
0.18,0.27,0.91,7.53,-7.5,-7.51
0.2,0.25,0.95,14.73,-6.21,-9.25
