acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.18,-0.15,1.02,-6.49,-2.73,3.08
0.19,-0.13,1.03,-6.17,-4.56,3.33
0.2,-0.14,1.03,-7.27,-3.11,2.76
0.21,-0.14,1.03,-5.33,-2.52,1.34
0.2,-0.15,1.04,-7.28,-1.5,0.64
0.19,-0.15,1.05,-6.46,-1.34,0.32
0.19,-0.15,1.03,-6.29,-2.53,-0.5
0.19,-0.16,1.05,-6.02,-3.47,-0.46
0.17,-0.16,1.05,-5.19,0.99,-0.14
0.17,-0.16,1.03,-4.92,0.64,-0.09
0.18,-0.16,1.03,-5.25,1.68,0.23
0.17,-0.16,1.01,-4.34,1.77,-0.09
0.16,-0.16,1.0,-3.83,0.7,-0.5
0.16,-0.15,1.0,-4.53,-0.64,-0.23
0.18,-0.16,1.03,-5.45,-2.24,0.4
0.19,-0.16,1.05,-7.19,-4.66,0.6
0.19,-0.16,1.06,-7.02,-4.7,-0.11
0.21,-0.17,1.06,-6.38,-3.27,0.0
0.21,-0.16,1.05,-5.68,-1.54,-0.09
0.2,-0.14,1.04,-3.56,-0.15,-0.53
0.2,-0.14,1.03,-2.73,0.41,-0.87
0.2,-0.15,1.02,-3.95,0.55,-1.4
0.19,-0.15,1.01,-4.66,0.52,-1.91
0.18,-0.15,1.01,-5.1,0.9,-2.18
0.19,-0.14,1.01,-6.43,0.05,-2.26
0.17,-0.14,0.99,-7.27,-0.34,-2.29
0.18,-0.14,1.01,-8.81,-0.79,-0.78
0.18,-0.14,1.01,-10.14,-2.5,-0.84
0.19,-0.14,1.03,-9.69,-1.68,-0.23
0.21,-0.15,1.04,-10.44,-2.75,-1.15
0.22,-0.16,1.05,-10.47,-1.47,-1.89
0.22,-0.14,1.0,-9.16,1.37,-2.34
0.19,-0.16,1.02,-9.33,5.18,-1.71
0.17,-0.15,1.0,-7.74,3.48,-2.56
0.18,-0.14,0.97,-5.98,4.66,-2.05
0.18,-0.13,0.96,-7.47,2.18,-2.61
0.15,-0.14,1.0,-10.11,-0.47,-3.18
0.18,-0.14,0.98,-14.47,-2.81,-4.34
0.13,-0.17,1.05,-17.51,-3.89,-4.66
0.18,-0.18,1.02,-20.31,-9.56,-5.02
0.16,-0.17,1.09,-14.7,0.92,-1.47
