acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.14,-0.14,1.0,-15.33,-0.79,2.87
0.17,-0.15,1.02,-15.3,2.7,3.08
0.16,-0.15,1.04,-12.9,2.21,3.08
0.16,-0.16,1.04,-10.92,2.43,2.81
0.16,-0.15,1.03,-12.41,3.39,3.24
0.16,-0.15,1.02,-13.5,3.51,4.14
0.17,-0.17,1.04,-13.5,3.6,3.95
0.16,-0.14,1.08,-16.08,-0.99,2.99
0.14,-0.15,1.04,-11.34,4.92,3.22
0.24,-0.19,0.95,-11.86,9.31,3.45
0.14,-0.17,1.08,-15.22,0.96,2.31
0.12,-0.19,1.03,-12.93,-4.02,1.02
0.12,-0.19,1.05,-11.97,-3.16,1.79
0.12,-0.18,1.04,-8.0,-5.82,2.12
0.13,-0.17,1.03,-4.6,-6.87,3.05
0.15,-0.16,1.01,-6.46,-3.08,4.44
0.16,-0.15,1.0,-9.57,-1.56,5.19
0.16,-0.18,1.01,-10.14,-7.08,4.49
0.2,-0.17,1.03,-7.11,-3.13,3.56
0.2,-0.17,1.03,-7.65,-3.56,2.58
0.2,-0.18,1.04,-8.05,-1.27,1.71
0.19,-0.18,1.03,-7.65,1.4,0.99
0.18,-0.17,1.01,-7.89,2.75,0.6
0.17,-0.17,0.97,-9.88,4.64,1.05
0.15,-0.18,1.02,-13.15,1.33,1.21
0.14,-0.18,1.03,-12.4,0.38,2.0
0.15,-0.19,1.06,-11.47,-0.35,3.18
0.17,-0.17,1.06,-12.43,-1.82,2.52
0.18,-0.2,1.05,-10.85,4.7,2.78
0.16,-0.14,1.06,-16.41,2.15,6.37
0.16,-0.18,1.06,-10.92,1.48,3.37
0.16,-0.17,1.07,-9.63,0.35,3.89
0.16,-0.2,1.1,-7.63,-4.11,3.18
0.18,-0.21,1.07,-4.17,-3.44,2.58
0.18,-0.2,1.04,-3.18,-0.78,2.43
0.19,-0.2,1.01,-4.53,1.85,2.4
0.19,-0.2,0.98,-6.69,3.36,1.71
0.16,-0.21,0.98,-6.26,3.66,1.91
0.15,-0.21,1.02,-6.73,-1.05,1.8
0.17,-0.2,1.02,-5.3,-2.15,1.63
0.16,-0.2,0.99,-6.67,0.14,2.02
0.17,-0.19,1.0,-7.21,1.74,1.85
0.18,-0.19,1.02,-8.05,1.77,1.45
0.19,-0.2,1.05,-7.98,1.15,0.06
0.18,-0.21,1.06,-6.92,1.02,-1.37
0.15,-0.21,1.07,-6.43,-0.44,-1.92
0.09,-0.21,1.09,-4.56,-4.6,0.26
0.08,-0.22,1.16,-0.95,-9.5,2.35
0.08,-0.21,1.2,4.05,-13.13,5.53
0.13,-0.18,1.21,5.85,-15.04,7.92
0.19,-0.18,1.21,4.55,-16.23,8.46
0.26,-0.18,1.23,1.74,-14.76,7.34
0.28,-0.2,1.29,-0.47,-13.47,5.04
0.25,-0.23,1.41,0.96,-12.75,4.47
0.27,-0.26,1.52,7.22,-10.0,4.53
0.3,-0.28,1.59,14.96,-4.44,3.65
0.32,-0.29,1.64,20.99,-1.11,1.54
0.34,-0.29,1.66,26.76,9.5,-0.79
0.32,-0.29,1.66,31.24,15.69,-3.24
0.27,-0.28,1.64,36.63,15.37,-4.14
0.24,-0.28,1.62,40.34,13.71,-3.16
0.23,-0.27,1.56,44.27,8.27,-3.44
0.25,-0.27,1.51,45.19,4.08,-4.46
0.26,-0.26,1.5,45.48,4.49,-6.38
0.22,-0.28,1.5,51.37,3.8,-6.87
0.22,-0.27,1.47,55.71,7.34,-5.51
0.22,-0.27,1.47,57.33,5.85,-4.93
0.24,-0.27,1.44,62.41,5.11,-6.64
0.22,-0.26,1.43,67.68,0.87,-8.75
0.23,-0.26,1.39,73.62,-1.04,-7.3
0.2,-0.21,1.4,74.72,-1.18,-8.6
0.22,-0.23,1.33,86.75,-6.81,-9.4
0.26,-0.18,1.28,88.49,-5.1,-9.44
0.26,-0.18,1.29,88.76,-17.48,-13.68
0.29,-0.14,1.18,87.92,-10.95,-14.29
0.26,-0.15,1.17,89.74,-21.22,-17.3
0.23,-0.09,1.11,81.66,-23.56,-18.23
0.21,-0.11,1.1,82.85,-27.36,-18.35
0.25,-0.09,1.16,81.36,-24.44,-18.7
0.29,-0.08,1.16,80.67,-12.98,-21.62
0.27,-0.06,1.1,82.18,-1.3,-23.04
0.23,-0.03,1.05,78.61,-0.87,-23.53
0.23,-0.02,1.04,70.73,-1.19,-24.69
0.22,-0.01,1.04,62.69,-3.33,-25.47
0.21,-0.03,1.06,58.99,3.62,-24.56
0.19,-0.03,1.08,55.53,6.49,-23.66
0.19,-0.04,1.11,44.81,13.71,-25.42
0.16,-0.04,1.02,50.73,21.34,-22.92
0.12,-0.02,0.99,53.92,25.02,-20.92
0.08,0.01,0.96,54.08,29.56,-17.39
0.05,0.04,0.94,48.81,28.99,-14.32
0.03,0.04,0.91,45.4,25.31,-12.11
0.04,0.09,0.86,42.06,16.93,-9.4
0.03,0.1,0.86,40.87,12.08,-8.7
0.04,0.1,0.86,38.99,7.13,-8.87
0.04,0.12,0.83,38.21,2.5,-9.85
0.01,0.15,0.79,37.97,-4.09,-10.11
0.01,0.17,0.81,38.84,-15.05,-10.66
0.06,0.19,0.8,36.0,-20.66,-13.13
0.07,0.21,0.78,32.64,-22.61,-14.7
0.09,0.23,0.72,32.98,-24.37,-14.35
0.04,0.27,0.69,32.03,-26.92,-13.19
0.07,0.29,0.73,26.69,-30.17,-11.73
0.09,0.29,0.78,19.13,-29.47,-11.4
0.1,0.29,0.78,11.08,-31.88,-11.19
0.14,0.29,0.75,10.78,-34.18,-11.82
0.19,0.3,0.81,3.68,-29.42,-12.67
0.2,0.28,0.84,3.65,-25.34,-13.56
0.19,0.29,0.86,0.46,-23.08,-16.53
0.17,0.27,0.89,1.85,-20.95,-17.66
0.13,0.27,0.8,8.02,-18.06,-17.28
0.09,0.31,0.77,14.18,-22.44,-13.01
0.13,0.33,0.77,11.13,-21.6,-10.81
0.16,0.34,0.8,3.5,-21.34,-10.35
0.17,0.35,0.78,-3.44,-21.92,-9.5
0.19,0.37,0.76,-3.39,-25.27,-8.05
0.22,0.37,0.78,-6.78,-27.39,-8.37
0.27,0.34,0.81,-7.04,-20.99,-9.71
0.24,0.3,0.92,-5.63,-21.22,-11.24
0.24,0.29,0.97,-3.6,-18.99,-13.08
0.23,0.31,0.92,-1.16,-17.02,-13.42
0.25,0.32,0.83,14.4,-10.12,-6.93
0.27,0.35,0.82,23.63,-4.09,-2.0
0.28,0.36,0.81,24.06,2.41,0.99
0.28,0.36,0.83,17.91,5.02,1.69
0.29,0.38,0.84,10.79,7.13,1.19
0.28,0.4,0.84,4.09,7.28,-0.47
0.3,0.39,0.88,0.67,2.9,-4.96
0.32,0.38,0.87,0.17,4.32,-9.16
0.29,0.38,0.86,4.79,5.04,-10.78
0.28,0.38,0.82,13.24,7.42,-8.85
0.28,0.4,0.86,15.97,9.91,-7.39
0.29,0.4,0.87,13.27,11.39,-7.36
0.3,0.36,0.92,10.17,7.91,-11.15
0.31,0.36,0.89,12.89,9.53,-10.55
0.32,0.4,0.84,18.31,16.21,-8.53
0.31,0.42,0.82,21.22,26.52,-5.51
0.3,0.44,0.81,21.07,38.66,-2.35
0.22,0.45,0.8,18.56,44.73,-0.46
0.17,0.45,0.77,15.37,47.04,1.59
0.12,0.47,0.78,9.88,46.53,2.44
0.06,0.47,0.77,5.37,37.37,1.08
0.06,0.46,0.82,1.86,30.41,-0.11
0.06,0.44,0.83,1.21,22.27,-2.78
0.07,0.48,0.8,1.71,15.6,-4.85
0.1,0.53,0.77,2.02,11.04,-8.35
0.11,0.54,0.77,0.41,8.2,-12.44
0.11,0.57,0.77,-3.02,6.11,-13.25
0.06,0.51,0.77,-4.6,0.6,-16.63
0.1,0.54,0.78,-8.44,4.03,-15.16
0.09,0.52,0.82,-9.83,4.6,-13.28
0.08,0.49,0.85,-8.95,3.08,-12.03
0.11,0.46,0.84,-6.66,0.66,-11.71
0.14,0.43,0.86,-3.89,3.19,-10.09
0.13,0.43,0.9,-1.27,4.06,-9.01
0.14,0.43,0.88,0.95,8.5,-5.54
0.11,0.46,0.83,2.4,14.37,-1.34
0.07,0.5,0.77,3.16,14.85,2.64
0.08,0.55,0.75,-2.73,16.0,4.46
0.11,0.58,0.78,-12.02,19.71,4.15
0.08,0.65,0.75,-20.95,20.92,1.69
-0.03,0.68,0.72,-26.87,17.6,-5.28
-0.06,0.66,0.72,-25.47,12.35,-7.37
-0.06,0.64,0.74,-23.77,3.62,-8.85
