acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.22,-0.22,1.02,-1.95,4.9,3.56
0.22,-0.2,1.0,-3.63,4.82,3.11
0.23,-0.2,1.0,-3.39,3.25,1.8
0.23,-0.22,0.95,-3.57,2.17,0.96
0.23,-0.2,0.95,-4.92,1.16,0.69
0.23,-0.19,0.95,-7.44,0.5,-0.05
0.22,-0.19,0.95,-10.5,2.09,0.15
0.23,-0.2,0.98,-10.85,-1.3,-0.99
0.23,-0.22,1.02,-9.13,-2.81,-1.69
0.24,-0.22,1.05,-6.56,0.4,-2.34
0.23,-0.21,1.03,-5.59,4.56,-1.8
0.22,-0.22,1.03,-7.1,4.12,-1.92
0.2,-0.23,1.06,-5.59,0.55,-2.47
0.2,-0.23,1.06,-2.34,-0.37,-2.9
0.19,-0.23,1.03,-1.77,-0.23,-2.46
0.2,-0.21,1.0,-2.87,2.67,-1.22
0.2,-0.21,0.99,-4.72,3.89,-0.73
0.18,-0.21,0.98,-5.83,2.79,-0.84
0.18,-0.21,1.0,-6.82,-2.11,-1.47
0.19,-0.22,1.0,-6.64,-5.98,-1.74
0.21,-0.22,1.01,-5.76,-6.4,-2.26
0.22,-0.22,1.02,-4.78,-7.28,-2.72
0.25,-0.21,1.04,-5.24,-1.63,-2.38
0.24,-0.21,1.04,-4.9,-0.46,-3.4
0.19,-0.21,1.03,-3.44,0.32,-4.29
0.17,-0.21,1.01,-4.38,-0.46,-3.34
0.16,-0.21,1.01,-5.15,-0.93,-2.61
0.16,-0.22,1.0,-6.37,-0.55,-1.47
0.16,-0.22,1.04,-6.58,-2.84,-1.04
0.18,-0.22,1.03,-4.64,-2.4,-0.08
0.21,-0.22,1.06,-5.16,-3.66,-1.27
0.2,-0.22,1.06,-4.78,-3.62,-1.18
0.21,-0.22,1.08,-4.85,-2.73,-1.6
0.21,-0.23,1.09,-3.69,-1.97,-2.21
0.21,-0.22,1.1,-1.66,-0.55,-2.14
0.18,-0.23,1.09,-1.4,-1.8,-2.18
0.17,-0.23,1.09,-1.16,-4.03,-0.98
0.18,-0.24,1.11,-0.29,-5.62,-0.09
0.2,-0.24,1.12,2.79,-3.74,0.37
0.2,-0.23,1.12,3.22,-4.23,0.32
0.2,-0.23,1.12,4.32,-3.89,1.42
0.21,-0.23,1.13,4.5,-5.48,1.1
0.2,-0.23,1.12,6.34,-5.08,1.71
0.21,-0.21,1.13,6.47,-5.15,2.15
0.23,-0.21,1.14,6.5,-2.26,4.5
0.26,-0.2,1.19,6.2,0.34,6.21
0.3,-0.21,1.23,8.02,0.31,4.11
0.29,-0.22,1.27,11.31,-1.71,2.06
0.31,-0.24,1.3,14.44,1.47,0.76
0.3,-0.23,1.29,17.21,4.02,-0.69
0.27,-0.23,1.29,19.85,7.82,-0.23
0.26,-0.22,1.29,20.17,7.51,0.03
0.26,-0.21,1.31,21.24,4.6,-0.99
0.25,-0.21,1.31,21.11,2.98,-1.04
0.24,-0.23,1.35,25.98,-0.24,-0.92
0.25,-0.24,1.4,25.27,-2.5,-1.37
0.3,-0.27,1.44,34.69,-1.02,-1.44
0.3,-0.29,1.48,41.05,-0.35,-2.75
0.3,-0.29,1.49,49.65,4.75,-3.42
0.28,-0.28,1.46,59.05,8.98,-3.86
0.27,-0.27,1.41,67.02,16.34,-2.75
0.28,-0.26,1.39,70.66,20.35,-2.29
0.21,-0.23,1.3,71.42,16.4,-1.94
0.28,-0.21,1.24,77.85,25.4,-0.37
0.19,-0.2,1.29,80.69,14.02,-1.34
0.23,-0.18,1.25,79.98,12.35,-1.02
0.22,-0.15,1.24,80.5,9.11,-1.07
0.2,-0.12,1.21,82.24,3.56,-1.11
0.26,-0.15,1.19,102.55,1.69,-1.88
0.25,-0.11,1.22,98.27,9.01,-4.78
0.21,-0.06,1.13,92.55,10.72,-5.4
0.2,-0.03,1.13,80.02,10.41,-4.92
0.25,-0.02,1.16,66.89,10.11,-7.54
0.25,-0.02,1.13,66.31,11.18,-9.16
0.25,-0.01,1.15,69.01,14.14,-11.19
0.2,0.0,1.15,67.04,19.11,-10.41
0.2,0.01,1.13,62.89,23.07,-9.8
0.16,0.01,1.14,58.55,15.85,-9.25
0.19,0.0,1.15,58.78,11.77,-10.41
0.18,0.01,1.15,63.34,16.58,-10.06
0.15,0.02,1.11,68.2,17.22,-8.75
0.13,0.05,1.08,67.34,16.47,-8.43
0.1,0.07,1.05,64.64,12.12,-5.71
0.16,0.08,1.05,62.56,6.72,-6.09
0.16,0.08,1.06,61.39,2.9,-9.51
0.15,0.09,1.05,62.49,1.07,-9.94
0.16,0.09,1.06,60.21,-2.96,-12.73
0.13,0.1,1.05,59.04,-6.46,-14.9
0.12,0.1,1.03,59.36,-3.79,-13.86
0.11,0.1,1.03,60.66,-1.3,-12.84
0.1,0.1,1.02,61.45,-1.71,-12.58
0.1,0.12,0.99,62.17,0.61,-12.18
0.07,0.14,0.96,63.22,0.93,-9.31
0.09,0.16,0.97,61.76,-2.98,-8.81
0.11,0.18,0.98,58.7,-5.95,-9.91
0.12,0.2,0.94,58.61,-5.68,-9.88
0.11,0.22,0.94,59.45,-5.15,-7.28
0.16,0.22,0.91,60.46,-6.35,-7.71
0.21,0.25,0.89,53.33,-11.91,-9.69
0.2,0.28,0.86,42.82,-11.77,-14.81
0.18,0.29,0.82,42.0,-7.47,-15.34
0.13,0.29,0.79,39.88,-8.73,-14.92
0.15,0.3,0.82,34.55,-12.78,-14.5
0.18,0.3,0.86,29.63,-18.2,-15.95
0.19,0.31,0.89,24.69,-15.16,-17.44
0.18,0.31,0.87,23.94,-11.36,-17.34
0.2,0.3,0.87,29.98,-7.6,-16.15
0.2,0.3,0.93,33.02,-1.34,-15.74
0.18,0.29,0.92,39.39,0.06,-14.84
0.17,0.3,0.89,45.36,2.38,-14.15
0.16,0.33,0.86,44.6,-2.23,-13.24
0.17,0.35,0.78,42.6,-0.85,-11.86
0.18,0.4,0.76,29.53,-5.4,-15.21
0.17,0.4,0.74,22.93,-7.8,-16.76
0.18,0.41,0.75,20.7,-5.77,-17.04
0.18,0.42,0.73,19.11,-2.52,-16.35
0.15,0.42,0.75,15.82,-1.65,-16.89
0.16,0.45,0.76,13.08,-0.56,-17.88
0.15,0.44,0.76,10.2,2.27,-17.77
0.14,0.45,0.72,10.6,4.72,-16.35
0.17,0.44,0.78,11.98,3.59,-19.34
0.19,0.45,0.84,10.44,5.56,-25.24
0.14,0.46,0.8,11.5,13.3,-27.5
0.11,0.49,0.72,15.39,21.53,-24.17
0.06,0.51,0.67,18.34,22.29,-18.87
0.04,0.53,0.64,14.35,21.66,-16.05
-0.03,0.57,0.61,-2.23,14.9,-13.08
-0.04,0.58,0.56,-16.98,1.47,-15.85
-0.01,0.58,0.56,-31.25,-11.36,-17.63
0.01,0.59,0.67,-47.51,-23.3,-26.17
0.07,0.59,0.65,-59.94,-27.05,-31.27
