acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.14,-0.15,1.03,-4.89,-0.21,-1.07
0.13,-0.15,1.0,-6.44,0.93,-1.01
0.12,-0.15,1.01,-7.62,0.24,-0.82
0.11,-0.16,1.03,-8.32,-0.34,-0.03
0.11,-0.16,1.06,-8.11,-0.93,0.43
0.13,-0.17,1.08,-5.33,-3.92,-0.38
0.14,-0.16,1.08,-3.44,-4.34,-0.84
0.13,-0.16,1.06,-3.97,-4.23,-0.78
0.13,-0.16,1.04,-4.15,-3.31,-0.41
0.13,-0.16,1.02,-4.9,-2.89,-0.31
0.13,-0.15,1.02,-5.39,-2.85,-0.87
0.13,-0.16,1.03,-6.44,-4.11,-1.5
0.12,-0.15,1.02,-6.58,-1.82,-1.24
0.1,-0.17,1.02,-6.96,-4.05,-0.32
0.13,-0.17,1.0,-7.68,1.45,-0.02
0.11,-0.17,1.03,-6.49,-1.37,0.31
0.13,-0.16,1.01,-5.83,-0.18,0.23
0.11,-0.16,1.03,-5.86,2.0,1.44
0.15,-0.16,1.02,-6.27,0.87,1.1
0.16,-0.16,1.04,-5.86,1.76,0.06
0.16,-0.16,1.04,-4.82,1.88,-1.11
0.15,-0.16,1.02,-5.53,3.33,-1.19
0.15,-0.16,1.02,-6.52,5.07,-1.53
0.13,-0.16,1.0,-7.01,6.11,-1.88
0.13,-0.15,1.0,-7.8,9.13,-1.8
0.12,-0.15,1.0,-8.58,11.76,-1.77
0.1,-0.16,1.03,-9.07,11.91,-1.39
0.09,-0.17,1.04,-8.4,12.21,-0.41
0.08,-0.17,1.07,-6.44,13.3,0.56
0.08,-0.17,1.04,-6.0,8.69,0.81
0.08,-0.16,1.05,-6.38,6.41,1.86
0.15,-0.21,1.1,-0.93,1.33,1.92
0.12,-0.18,1.05,-2.15,2.95,1.42
0.11,-0.17,1.05,-2.61,0.15,1.54
0.14,-0.16,1.03,-4.09,2.12,1.66
0.14,-0.16,1.03,-4.31,2.7,0.92
0.14,-0.15,1.02,-4.23,1.71,0.35
0.13,-0.15,1.0,-5.71,2.32,0.58
0.13,-0.15,1.0,-8.11,2.82,0.37
0.13,-0.16,1.03,-9.92,2.24,0.05
0.11,-0.17,1.07,-9.45,-0.03,0.34
0.11,-0.17,1.1,-8.41,-0.78,1.18
0.1,-0.17,1.11,-7.47,-3.4,1.47
0.12,-0.18,1.13,-6.18,-7.33,1.37
0.12,-0.18,1.15,-4.11,-12.79,0.82
0.11,-0.17,1.15,0.4,-23.65,1.33
0.13,-0.16,1.16,0.15,-27.33,1.57
0.13,-0.16,1.18,-2.17,-33.04,1.4
0.12,-0.15,1.22,-4.35,-42.78,1.66
0.16,-0.17,1.34,-4.89,-39.08,5.73
0.2,-0.22,1.46,-3.45,-24.24,9.25
0.28,-0.23,1.52,9.44,-16.96,6.95
0.36,-0.23,1.57,15.82,-7.33,2.21
0.36,-0.24,1.58,18.78,0.72,-2.49
0.26,-0.25,1.55,22.95,-0.98,-4.79
0.2,-0.24,1.43,29.36,-2.85,-5.71
0.2,-0.24,1.34,27.44,0.61,-5.15
0.15,-0.22,1.33,24.7,0.21,-3.37
