acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.15,-0.15,0.99,-7.45,12.34,2.35
0.13,-0.15,1.0,-8.96,11.05,4.23
0.14,-0.17,1.02,-5.85,25.89,5.69
0.11,-0.17,1.07,-0.34,35.4,8.53
0.05,-0.18,1.07,0.95,25.13,9.94
0.04,-0.18,1.06,0.26,20.14,13.56
0.04,-0.18,1.1,-1.33,22.03,16.79
0.05,-0.19,1.09,0.24,0.79,16.23
0.15,-0.19,1.04,-4.14,12.02,15.28
0.12,-0.18,1.07,-5.5,8.03,11.53
0.12,-0.18,1.04,-5.53,4.32,7.94
0.09,-0.17,1.04,-4.73,3.18,5.31
0.06,-0.17,1.01,-3.16,-1.1,3.76
0.05,-0.16,1.02,-2.56,-7.47,3.69
0.05,-0.17,1.01,-0.06,-6.75,4.84
0.07,-0.16,1.01,-0.06,-5.22,6.53
0.09,-0.15,1.03,-1.97,-6.12,7.82
0.18,-0.17,1.05,1.21,-0.98,6.47
0.15,-0.16,1.06,0.43,-7.89,4.49
0.18,-0.14,1.07,-4.21,-12.14,2.52
0.18,-0.14,1.06,-6.87,-11.57,0.75
0.18,-0.14,1.02,-7.16,-9.85,-0.89
0.17,-0.14,1.02,-7.3,-8.2,-1.59
0.18,-0.13,1.0,-6.43,-1.83,-2.14
0.17,-0.14,1.01,-7.53,2.12,-3.51
0.14,-0.15,1.04,-7.01,1.85,-4.26
0.13,-0.16,1.05,-7.79,1.3,-4.09
0.12,-0.16,1.05,-9.21,0.72,-3.63
0.12,-0.16,1.05,-8.76,-0.23,-3.39
0.12,-0.17,1.04,-8.76,-3.08,-3.04
0.13,-0.16,1.05,-8.87,-5.62,-2.64
0.14,-0.16,1.04,-10.06,-5.94,-2.76
0.16,-0.17,1.04,-10.17,-4.4,-3.15
0.14,-0.17,1.03,-10.0,-2.46,-3.54
0.13,-0.17,1.02,-8.76,0.34,-3.44
0.11,-0.16,1.01,-7.33,1.79,-3.59
0.1,-0.18,1.04,-5.21,1.8,-3.42
0.09,-0.17,1.03,-4.47,3.79,-1.89
0.1,-0.17,1.05,-4.12,1.5,-1.01
0.13,-0.16,1.06,-5.95,-2.72,-1.31
0.13,-0.16,1.05,-6.5,-3.62,-1.6
0.13,-0.16,1.03,-6.37,-3.04,-1.74
0.13,-0.16,1.02,-5.88,-1.08,-1.66
0.14,-0.16,1.03,-5.47,2.37,-2.08
0.11,-0.17,1.03,-5.24,4.14,-2.29
0.1,-0.17,1.04,-4.26,4.21,-1.54
0.09,-0.17,1.05,-4.17,2.29,-1.16
0.1,-0.16,1.04,-3.6,1.51,-0.53
0.1,-0.15,1.02,-3.98,1.59,-0.37
0.1,-0.15,1.04,-3.95,0.41,-0.29
0.1,-0.14,1.03,-4.58,-1.02,0.29
0.13,-0.15,1.04,-6.72,-1.31,0.35
0.14,-0.16,1.04,-7.44,-0.14,-0.15
0.13,-0.16,1.06,-8.11,-0.11,-0.9
0.12,-0.16,1.06,-8.89,-3.28,-1.3
0.09,-0.17,1.07,-10.93,-4.84,-0.98
0.06,-0.17,1.07,-11.18,-10.5,-0.14
0.07,-0.16,1.06,-14.34,-15.22,1.4
0.07,-0.17,1.09,-15.5,-19.45,2.73
0.08,-0.17,1.11,-16.12,-20.29,4.4
0.05,-0.17,1.13,-16.05,-28.44,6.58
0.02,-0.14,1.25,-8.09,-40.43,8.61
0.1,-0.16,1.35,-1.21,-49.48,12.82
0.23,-0.14,1.45,5.51,-33.4,13.1
0.37,-0.2,1.58,7.08,-42.29,5.05
0.33,-0.23,1.73,15.48,-24.79,3.34
