acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.18,-0.1,1.04,-8.08,4.69,-8.47
0.15,-0.1,1.03,-7.19,7.63,-9.45
0.11,-0.1,1.01,-8.43,7.62,-8.53
0.1,-0.1,1.02,-11.5,4.14,-7.77
0.1,-0.1,1.05,-13.02,2.24,-7.11
0.1,-0.12,1.08,-9.91,3.42,-6.47
0.1,-0.12,1.09,-6.53,1.74,-4.79
0.12,-0.12,1.08,-6.0,-0.15,-4.26
0.13,-0.12,1.08,-5.51,0.08,-4.27
0.15,-0.13,1.09,-4.18,0.69,-4.9
0.14,-0.11,1.09,-2.02,0.34,-5.77
0.13,-0.13,1.07,0.14,0.69,-5.6
0.12,-0.1,1.06,0.24,1.77,-4.58
0.13,-0.08,1.03,-0.87,1.53,-4.0
0.13,-0.08,1.03,-2.14,1.39,-3.44
0.15,-0.08,1.01,-4.46,-1.97,-4.38
0.17,-0.09,1.01,-5.07,-1.62,-5.71
0.16,-0.09,1.01,-5.33,-1.68,-7.34
0.12,-0.1,1.02,-5.39,-2.5,-7.19
0.11,-0.11,1.01,-5.83,-0.79,-6.29
0.11,-0.11,1.03,-6.27,-1.66,-6.03
0.12,-0.11,1.01,-5.98,-0.81,-6.34
0.09,-0.11,1.02,-6.66,-0.53,-5.57
0.08,-0.11,1.03,-7.18,-3.39,-4.05
0.11,-0.11,1.04,-8.6,-5.16,-3.07
0.11,-0.11,1.07,-7.83,-4.98,-2.02
0.11,-0.11,1.08,-6.06,-5.4,-1.85
0.12,-0.11,1.1,-3.47,-4.99,-1.73
0.14,-0.1,1.09,-2.05,-4.53,-1.76
0.16,-0.09,1.07,-1.4,-2.84,-3.74
0.13,-0.11,1.05,-1.25,-0.89,-4.02
0.1,-0.11,1.04,-1.47,-0.73,-2.53
0.09,-0.11,1.03,-3.18,-2.05,-0.6
0.12,-0.11,1.04,-4.66,-4.21,0.47
0.16,-0.1,1.07,-5.1,-4.6,1.05
0.18,-0.08,1.08,-3.24,-2.92,0.35
0.19,-0.08,1.07,-2.27,-2.76,-0.56
0.21,-0.08,1.07,-3.02,-4.08,-2.0
0.22,-0.08,1.09,-1.54,-1.65,-4.14
0.21,-0.09,1.06,-0.06,3.08,-5.45
0.2,-0.09,1.03,-1.8,7.11,-6.09
0.18,-0.1,1.02,-3.01,9.74,-6.9
0.16,-0.1,0.97,-5.25,10.82,-7.73
0.08,-0.11,0.96,-8.87,5.1,-4.69
0.1,-0.1,0.99,-11.92,2.93,-3.24
0.09,-0.1,1.01,-12.41,-0.58,-2.9
0.09,-0.11,1.03,-11.51,-1.05,-2.05
0.09,-0.11,1.06,-10.82,-3.02,-1.5
0.1,-0.11,1.1,-9.1,-6.08,-1.27
0.12,-0.11,1.11,-5.98,-1.4,-1.56
0.12,-0.11,1.08,-3.01,-1.21,-2.44
0.11,-0.1,1.06,-7.34,1.05,-2.12
0.09,-0.1,1.07,-7.16,-1.11,-2.32
0.06,-0.11,1.07,-7.37,2.52,-1.5
0.02,-0.12,1.07,-7.53,3.05,0.47
-0.0,-0.13,1.08,-7.88,0.32,2.75
0.01,-0.12,1.11,-6.9,-3.31,4.81
0.06,-0.12,1.13,-0.98,-2.15,5.89
0.06,-0.14,1.12,1.53,-0.5,6.18
0.07,-0.13,1.07,2.84,3.04,6.2
0.04,-0.13,1.01,0.99,3.59,5.16
-0.03,-0.14,0.98,-1.97,-1.13,6.63
-0.09,-0.14,1.01,-4.84,-11.53,11.01
-0.07,-0.16,1.04,-5.45,-15.89,14.93
-0.04,-0.16,1.08,-4.69,-18.53,17.42
-0.02,-0.16,1.12,-1.73,-15.85,21.01
0.02,-0.16,1.14,0.79,-12.63,22.32
0.03,-0.16,1.15,2.41,-12.95,22.81
0.03,-0.18,1.16,5.51,-12.32,23.63
0.04,-0.18,1.14,8.67,-8.56,23.5
0.01,-0.17,1.09,10.31,-9.56,23.91
-0.06,-0.15,1.04,7.91,-2.92,28.87
-0.08,-0.15,1.01,6.6,-3.3,33.89
