acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.17,-0.13,1.03,-4.87,1.76,2.96
0.21,-0.12,1.04,-5.21,1.54,3.15
0.23,-0.12,1.06,-3.47,1.85,2.52
0.26,-0.11,1.06,-2.03,2.35,1.98
0.29,-0.1,1.04,-1.57,1.98,-0.47
0.3,-0.09,1.02,-2.23,0.7,-3.73
0.28,-0.09,0.99,-4.7,1.88,-6.31
0.25,-0.11,0.97,-6.81,3.54,-7.92
0.21,-0.1,0.93,-7.59,6.49,-7.48
0.16,-0.11,0.93,-11.4,3.85,-5.4
0.15,-0.11,0.95,-14.95,-0.23,-3.18
0.18,-0.12,1.01,-15.92,-3.18,-0.52
0.21,-0.12,1.05,-14.06,-4.76,-1.21
0.22,-0.12,1.05,-8.53,-3.65,-1.85
0.24,-0.11,1.05,-4.0,-2.41,-3.5
0.23,-0.11,1.04,-4.66,-6.38,-4.4
0.24,-0.12,1.05,-7.36,-3.97,-5.08
0.22,-0.12,1.04,-6.27,4.12,-5.1
0.18,-0.12,1.0,-2.95,12.55,-3.63
0.17,-0.12,1.0,-4.89,9.18,-2.21
0.16,-0.12,1.0,-10.55,1.28,-1.33
0.15,-0.15,1.03,-12.0,-2.47,0.2
0.16,-0.16,1.04,-9.53,-0.7,1.44
0.14,-0.15,1.07,-8.2,-2.87,2.95
0.15,-0.17,1.08,-6.98,-8.14,4.09
0.23,-0.16,1.1,-3.88,-7.51,2.47
0.22,-0.15,1.07,-1.47,-1.22,1.39
0.21,-0.15,1.04,1.37,1.79,0.7
0.18,-0.13,1.02,-0.27,-0.72,0.58
0.16,-0.14,1.01,-3.79,-1.57,2.06
0.16,-0.14,1.01,-5.19,-0.76,2.9
0.15,-0.14,1.05,-6.34,-4.03,3.73
0.15,-0.15,1.08,-5.98,-5.73,5.57
0.19,-0.16,1.1,-3.3,-4.69,6.41
0.2,-0.17,1.12,-0.87,-5.08,6.52
0.21,-0.17,1.12,0.61,-4.81,6.0
0.19,-0.16,1.1,3.34,-2.99,5.5
0.2,-0.15,1.08,6.11,1.15,4.93
0.2,-0.14,1.05,6.47,2.67,4.27
0.18,-0.13,1.02,5.16,2.72,3.98
0.16,-0.13,1.0,4.03,-0.41,4.76
0.19,-0.13,0.98,2.84,-1.6,5.3
0.2,-0.13,0.98,-0.12,-5.31,4.63
0.17,-0.13,1.01,-1.76,-8.0,4.6
0.17,-0.13,1.04,-0.26,-7.45,5.11
0.18,-0.13,1.05,0.87,-7.01,5.85
0.17,-0.14,1.07,0.49,-6.12,7.4
0.17,-0.13,1.09,0.75,-4.43,8.89
0.16,-0.12,1.08,2.49,-0.78,11.13
0.19,-0.13,1.07,3.21,0.66,13.07
0.22,-0.12,1.06,2.17,-0.44,12.84
0.23,-0.12,1.05,2.79,-1.22,12.92
0.25,-0.12,1.03,3.47,-1.53,11.83
0.24,-0.12,1.02,2.81,-2.56,10.56
0.24,-0.11,1.0,3.07,-2.31,9.42
0.23,-0.11,0.99,2.63,0.24,8.24
0.21,-0.12,0.99,2.4,-0.35,8.5
0.23,-0.12,0.99,0.43,-1.53,8.43
0.22,-0.12,0.99,-1.37,-1.54,7.57
0.21,-0.12,0.97,-1.34,3.16,6.84
0.16,-0.13,0.95,-1.57,5.54,7.69
0.15,-0.11,0.99,-8.96,-5.22,8.4
0.14,-0.11,1.01,-8.6,-7.28,9.04
0.12,-0.11,1.04,-7.8,-9.25,10.89
0.1,-0.12,1.08,-7.92,-12.44,13.66
0.13,-0.13,1.1,-8.18,-13.69,16.38
0.16,-0.14,1.12,-6.26,-13.66,18.23
0.22,-0.14,1.16,-3.08,-12.55,18.03
0.25,-0.15,1.15,2.89,-8.78,16.31
0.25,-0.15,1.11,6.55,-6.6,14.18
0.23,-0.15,1.05,6.46,-6.4,12.37
0.16,-0.14,0.99,4.12,-6.38,12.61
0.13,-0.12,0.97,0.17,-6.53,14.0
0.07,-0.12,0.96,-2.27,-7.73,16.66
0.04,-0.13,0.98,-4.73,-11.62,22.0
0.12,-0.15,1.05,-6.44,-10.7,28.66
0.17,-0.17,1.07,-4.58,-9.65,30.93
0.24,-0.18,1.1,-2.64,-5.65,29.56
0.26,-0.18,1.1,0.17,1.18,24.72
0.21,-0.17,1.1,3.3,7.74,21.34
0.11,-0.17,1.04,5.57,7.33,21.21
0.02,-0.15,1.0,3.56,-1.1,23.45
-0.01,-0.16,0.99,0.15,-15.05,26.73
-0.01,-0.16,0.97,1.15,-24.15,28.08
0.01,-0.18,0.99,0.84,-27.02,30.17
0.01,-0.2,1.01,0.69,-24.15,32.98
-0.02,-0.21,1.04,0.18,-20.09,38.31
-0.02,-0.2,1.09,-0.15,-14.41,44.67
-0.03,-0.2,1.12,3.89,-12.03,52.32
0.12,-0.17,1.1,11.13,-5.37,62.6
0.22,-0.16,1.07,9.05,-2.38,63.39
0.27,-0.16,1.05,7.76,0.14,61.48
0.29,-0.15,1.03,4.53,5.01,58.26
0.21,-0.16,1.02,1.73,-1.74,57.19
0.22,-0.16,1.03,0.76,-11.45,56.63
0.25,-0.16,1.05,2.9,-10.38,54.38
0.26,-0.16,1.0,6.93,-3.24,51.63
0.24,-0.16,0.97,6.02,3.83,49.25
-0.06,-0.09,0.85,-13.68,-4.85,52.69
0.27,-0.12,0.95,-5.34,14.85,54.72
0.13,-0.18,1.01,-10.52,8.61,55.74
0.1,-0.18,0.99,-10.63,10.76,59.71
0.08,-0.19,1.0,-8.63,0.44,62.37
0.15,-0.18,1.05,-7.98,-10.38,63.39
0.25,-0.16,1.05,-9.05,-17.15,62.49
0.36,-0.2,1.12,-0.32,-9.56,61.71
0.24,-0.25,1.06,4.69,-39.37,57.3
0.35,-0.19,1.06,-6.9,-31.97,53.54
0.36,-0.21,1.06,-3.42,-30.78,50.23
0.34,-0.2,1.09,5.22,-1.51,50.11
0.25,-0.2,1.07,10.63,2.55,49.47
0.21,-0.21,0.98,15.3,4.02,51.66
0.21,-0.19,0.92,12.92,0.06,53.85
0.24,-0.19,0.91,6.58,-14.35,52.85
0.28,-0.19,0.92,-3.21,-18.96,49.65
0.25,-0.18,0.97,-7.02,-30.37,46.32
0.25,-0.19,1.02,-6.0,-36.47,45.69
0.41,-0.16,1.08,2.87,-34.55,44.32
0.35,-0.18,1.08,7.65,-22.73,41.65
0.35,-0.18,1.02,12.49,-12.41,40.32
0.3,-0.15,0.96,13.48,-0.09,39.95
0.25,-0.14,0.93,12.27,17.86,43.02
0.22,-0.15,0.88,7.51,25.51,44.84
0.18,-0.15,0.88,3.21,22.24,46.46
0.18,-0.17,0.95,-2.72,20.82,48.41
0.19,-0.18,0.98,-10.05,14.84,49.73
0.23,-0.2,1.02,-10.6,6.15,48.7
0.28,-0.2,1.08,-8.7,5.13,45.24
0.26,-0.21,1.11,-7.74,9.21,42.84
0.2,-0.2,1.11,-2.72,12.6,42.31
0.17,-0.21,1.06,5.82,20.73,45.36
0.17,-0.21,1.0,11.54,20.02,47.4
0.17,-0.21,0.98,5.8,16.98,46.61
0.12,-0.24,0.96,2.47,17.82,46.5
0.08,-0.24,0.96,-0.82,13.54,47.02
0.02,-0.26,0.97,-2.27,7.13,49.68
-0.01,-0.29,0.93,-7.34,0.09,53.39
0.14,-0.29,1.01,0.21,-15.4,52.06
0.16,-0.3,1.08,-0.43,-9.01,50.96
0.2,-0.29,1.06,1.91,0.98,51.22
0.16,-0.29,1.1,6.46,7.44,53.39
0.17,-0.28,1.1,10.95,8.61,53.11
0.14,-0.26,1.07,12.15,2.49,51.19
0.05,-0.28,1.03,17.74,-6.49,51.89
0.04,-0.26,0.97,18.46,-17.22,53.31
0.03,-0.26,0.97,13.97,-26.06,54.87
0.03,-0.21,1.0,6.0,-39.44,60.21
0.14,-0.29,1.01,10.44,-32.2,61.69
0.07,-0.3,1.09,9.51,-32.02,64.66
0.06,-0.29,0.98,2.5,-33.34,69.07
0.18,-0.26,1.0,6.08,-31.73,69.19
0.22,-0.26,1.03,13.18,-29.04,66.63
0.16,-0.25,1.04,12.17,-22.82,66.38
0.15,-0.26,0.99,9.44,-15.16,67.3
0.11,-0.27,0.97,7.02,-10.44,70.05
0.14,-0.26,0.98,6.96,-12.64,73.25
0.18,-0.27,1.0,5.95,-7.65,74.37
0.18,-0.26,1.06,5.97,-4.05,74.0
0.16,-0.31,1.03,12.17,-6.53,72.69
0.14,-0.3,1.07,8.23,11.54,75.95
0.13,-0.31,1.05,11.33,8.49,77.3
0.11,-0.31,1.06,15.07,-0.08,77.73
0.08,-0.33,1.05,15.95,-9.8,79.07
0.09,-0.33,1.07,16.12,-24.56,80.82
0.13,-0.33,1.09,20.78,-39.13,82.2
0.19,-0.32,1.06,26.49,-54.67,82.4
0.27,-0.3,1.03,28.73,-61.11,81.88
0.37,-0.27,1.02,28.24,-58.56,79.51
0.42,-0.27,1.01,27.47,-60.0,76.38
0.48,-0.24,1.02,25.65,-49.4,73.47
0.5,-0.21,0.99,24.09,-37.33,70.76
0.48,-0.21,0.97,20.41,-24.49,68.66
0.44,-0.24,0.97,12.02,0.84,65.04
0.39,-0.24,0.99,9.95,4.64,64.12
0.36,-0.23,0.99,9.08,9.1,61.53
0.31,-0.25,0.97,10.53,16.56,59.3
0.24,-0.26,0.95,9.74,13.77,58.63
0.21,-0.25,0.94,10.21,9.11,59.15
0.18,-0.23,0.95,11.56,2.08,61.34
0.19,-0.22,0.97,13.79,-9.54,63.83
0.27,-0.2,0.94,16.89,-12.66,67.27
0.38,-0.2,0.96,17.59,-19.21,67.33
0.51,-0.22,0.96,16.78,-24.06,62.26
0.54,-0.29,1.02,20.7,-25.83,51.42
0.59,-0.24,1.06,15.3,-17.88,52.96
0.61,-0.25,1.04,14.96,-0.29,50.56
0.51,-0.23,0.95,10.93,23.66,47.47
0.4,-0.21,0.88,10.73,22.46,47.24
0.3,-0.21,0.78,10.58,14.72,51.71
0.25,-0.17,0.7,5.01,-1.6,57.4
0.35,-0.13,0.7,0.67,-19.86,58.43
0.49,-0.09,0.72,-1.4,-29.34,54.44
0.58,-0.09,0.73,-1.79,-27.85,49.47
0.67,-0.09,0.77,-6.17,-19.51,41.94
0.68,-0.09,0.8,-8.92,-6.81,34.03
0.64,-0.1,0.85,-9.91,2.23,27.05
0.57,-0.11,0.85,-8.76,8.32,22.82
0.52,-0.1,0.82,-10.2,8.53,20.18
0.48,-0.1,0.8,-14.79,3.02,18.64
0.44,-0.1,0.78,-19.74,-3.66,18.05
0.5,-0.1,0.81,-32.03,-13.73,18.23
0.58,-0.1,0.87,-38.52,-14.02,16.41
0.67,-0.1,0.96,-42.38,-9.36,11.18
0.74,-0.12,1.04,-40.06,1.18,2.52
0.7,-0.13,1.08,-39.63,9.25,-5.48
