acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.16,-0.11,0.91,-8.18,-0.98,-7.42
0.11,-0.12,0.95,-11.16,-6.49,-5.37
0.2,-0.12,1.02,-12.11,-7.65,-4.32
0.21,-0.13,1.06,-11.1,-8.37,-6.34
0.21,-0.14,1.09,-9.22,-5.13,-6.99
0.21,-0.16,1.09,-7.21,5.39,-7.51
0.17,-0.15,1.07,-4.69,9.37,-7.71
0.14,-0.15,1.05,-5.62,11.69,-6.18
0.15,-0.14,1.02,-6.67,10.44,-6.18
0.14,-0.13,1.01,-8.49,4.81,-6.76
0.1,-0.1,1.0,-10.35,0.0,-6.17
0.1,-0.1,1.02,-12.0,-4.6,-5.07
0.12,-0.08,1.04,-14.11,-10.09,-3.95
0.12,-0.09,1.08,-14.35,-14.41,-2.9
0.19,-0.1,1.12,-13.15,-12.06,-4.58
0.18,-0.15,1.15,-6.72,1.01,-9.1
0.11,-0.16,1.12,-4.11,9.3,-8.98
0.04,-0.16,1.12,-5.19,8.84,-6.93
0.03,-0.15,1.09,-5.05,5.07,-4.35
-0.01,-0.16,1.09,-3.1,5.62,-0.93
-0.0,-0.14,1.09,-2.53,2.27,3.47
0.06,-0.15,1.09,-2.23,-0.66,6.12
0.13,-0.14,1.1,0.23,-1.68,6.21
0.18,-0.13,1.08,2.85,1.01,5.15
0.2,-0.13,1.05,5.44,4.15,3.51
0.22,-0.11,1.0,6.31,7.57,0.98
0.19,-0.1,0.96,4.35,6.72,-1.08
0.14,-0.08,0.92,2.49,5.36,-1.6
0.11,-0.08,0.88,-1.28,2.6,-0.4
0.13,-0.08,0.88,-6.75,-3.62,0.32
0.14,-0.09,0.91,-11.33,-5.74,-0.35
0.13,-0.1,0.96,-14.53,-10.58,-1.47
0.06,-0.11,1.05,-14.72,-8.11,-0.26
0.06,-0.12,1.09,-14.9,-6.55,1.76
0.09,-0.12,1.14,-13.24,-2.89,1.22
0.05,-0.12,1.16,-10.34,1.11,0.93
-0.0,-0.14,1.15,-6.38,6.56,3.04
-0.01,-0.15,1.12,-6.29,5.63,5.51
0.02,-0.15,1.09,-7.66,4.87,6.4
-0.03,-0.16,1.07,-8.2,4.2,6.56
-0.08,-0.16,1.1,-10.85,-3.79,9.5
-0.09,-0.18,1.13,-10.44,-10.49,12.47
-0.1,-0.18,1.16,-8.73,-10.95,15.73
-0.11,-0.17,1.16,-6.5,-14.41,19.71
-0.1,-0.18,1.17,-1.25,-15.57,24.84
0.04,-0.17,1.11,2.73,-13.16,28.09
0.06,-0.17,1.1,1.39,-14.93,27.79
0.05,-0.18,1.1,2.76,-13.34,28.26
0.05,-0.18,1.09,3.65,-11.82,29.24
0.06,-0.2,1.04,3.92,-5.89,29.08
0.02,-0.2,1.02,3.89,-8.06,30.55
0.01,-0.2,0.95,4.21,-2.05,32.31
-0.05,-0.17,0.94,2.79,-2.15,36.34
-0.07,-0.17,0.9,1.15,-10.76,43.19
0.02,-0.15,0.96,-1.82,-22.53,46.95
0.14,-0.15,0.99,-2.03,-28.72,46.85
0.2,-0.14,1.03,-0.37,-26.12,43.51
0.17,-0.15,1.05,0.31,-22.52,42.4
0.21,-0.15,1.08,4.75,-12.41,42.02
0.21,-0.15,1.1,5.25,-9.79,40.0
0.18,-0.16,1.1,5.94,-10.21,39.47
0.19,-0.17,1.08,7.48,-5.62,39.18
0.15,-0.14,1.08,8.23,-5.88,39.65
0.09,-0.14,1.05,8.98,-6.29,43.25
0.13,-0.15,1.04,7.27,-9.4,47.13
0.2,-0.15,1.06,4.82,-13.66,47.16
0.23,-0.14,1.09,6.61,-13.53,45.82
0.22,-0.15,1.08,9.95,-8.03,45.76
0.24,-0.15,1.08,10.05,-8.02,46.18
0.27,-0.15,1.08,8.53,-7.24,44.43
0.56,-0.3,0.95,24.53,-40.46,39.94
0.4,-0.13,1.09,5.19,16.84,41.63
0.25,-0.17,1.05,1.07,3.54,41.6
0.23,-0.17,1.06,1.68,-14.43,40.78
0.25,-0.14,1.05,-0.41,-15.59,39.59
0.24,-0.14,0.98,-3.65,-2.7,38.95
0.19,-0.14,0.99,-7.31,4.96,39.15
0.18,-0.15,0.97,-7.01,8.63,39.51
0.15,-0.16,0.96,-4.09,3.16,39.24
0.14,-0.16,0.96,-4.95,-11.66,38.47
0.1,-0.14,0.94,-5.82,-17.18,39.86
0.12,-0.14,0.99,-4.03,-25.18,42.38
0.2,-0.14,0.95,0.11,-20.15,42.76
0.2,-0.14,1.01,3.19,-20.37,42.05
0.22,-0.14,1.02,3.95,-20.12,41.63
0.24,-0.14,1.01,7.5,-14.17,41.62
0.2,-0.15,0.94,5.28,-1.68,41.86
0.23,-0.13,0.98,-1.6,1.21,41.63
0.19,-0.12,0.92,-2.7,0.12,41.86
0.21,-0.12,0.96,-6.55,2.66,41.62
0.22,-0.13,0.93,-6.21,2.41,40.9
0.2,-0.1,0.94,-8.96,7.76,41.1
0.2,-0.1,0.92,-15.5,9.05,39.59
0.22,-0.12,0.92,-18.67,10.67,39.01
0.13,-0.1,0.93,-20.89,13.34,39.19
0.19,-0.13,0.96,-19.45,33.39,38.23
0.13,-0.14,0.94,-31.42,9.76,38.34
0.16,-0.15,0.95,-32.61,-2.24,36.34
0.15,-0.16,1.06,-33.02,-3.54,35.91
0.17,-0.19,1.1,-27.97,-5.63,34.72
0.17,-0.19,1.15,-19.5,-14.6,30.38
0.14,-0.2,1.13,-16.11,-18.72,28.64
0.11,-0.2,1.12,-12.05,-17.63,28.18
0.09,-0.2,1.1,-9.82,-3.74,30.03
0.04,-0.2,1.0,-9.39,9.4,33.82
-0.01,-0.21,0.99,-8.46,7.82,36.96
-0.05,-0.2,0.96,-10.73,8.11,41.11
-0.06,-0.22,0.98,-13.04,-2.75,44.31
0.04,-0.25,0.93,-13.27,-10.5,46.6
0.01,-0.25,0.96,-9.69,-32.64,43.98
-0.09,-0.18,0.94,-15.79,-37.21,47.51
-0.05,-0.23,1.02,-13.18,-57.57,49.36
0.06,-0.26,1.03,-6.41,-57.59,55.63
0.15,-0.26,1.06,-3.53,-49.33,56.63
0.18,-0.29,1.08,2.73,-33.94,53.68
0.18,-0.24,1.07,-1.73,-12.15,57.95
0.15,-0.25,1.05,-1.07,-6.29,59.51
0.17,-0.27,1.01,-3.77,-0.38,60.46
0.17,-0.27,1.02,-7.69,10.38,60.14
0.09,-0.28,0.99,-11.13,4.75,61.63
0.12,-0.3,1.0,-8.08,-2.09,63.91
0.13,-0.31,1.0,-3.11,-2.55,64.49
0.16,-0.31,1.03,1.51,-6.2,65.36
0.18,-0.31,1.03,5.59,-9.51,64.32
0.19,-0.31,1.04,8.49,-14.5,62.78
0.21,-0.39,1.0,29.71,-36.9,59.44
0.21,-0.34,1.06,19.45,-17.01,60.06
0.14,-0.35,1.03,7.62,-16.53,62.76
0.06,-0.31,1.05,4.96,-6.84,65.01
0.06,-0.33,0.94,4.47,-15.89,68.53
0.08,-0.32,1.01,-0.72,0.43,72.35
0.11,-0.35,1.03,-4.93,2.44,74.4
0.09,-0.34,1.06,0.84,11.07,76.15
0.15,-0.35,1.07,5.15,20.23,76.6
0.22,-0.35,1.07,11.45,18.61,76.9
0.2,-0.33,1.01,11.05,15.36,76.44
0.18,-0.35,0.99,10.26,1.01,75.6
0.17,-0.35,1.03,9.04,-12.73,75.37
0.19,-0.36,1.06,14.81,-22.85,74.5
0.17,-0.3,1.06,19.97,-26.67,73.92
0.14,-0.35,1.07,18.58,-27.28,76.02
0.15,-0.33,1.06,19.89,-22.34,79.18
0.19,-0.33,1.05,19.28,-25.01,80.18
0.22,-0.31,1.05,17.57,-27.39,79.21
0.26,-0.32,1.06,16.24,-27.36,77.39
0.24,-0.31,1.06,18.31,-25.66,75.6
0.23,-0.32,1.03,19.66,-20.96,74.64
0.18,-0.31,1.0,19.36,-19.37,74.52
0.17,-0.32,0.98,19.44,-18.95,74.41
0.17,-0.3,0.97,17.79,-16.73,74.81
0.18,-0.31,0.98,19.8,-17.56,72.2
0.16,-0.28,1.0,18.14,-5.83,73.8
0.12,-0.27,1.01,17.21,-6.47,77.08
0.15,-0.27,1.0,17.28,-9.95,78.23
0.16,-0.26,1.01,17.73,-13.54,78.49
0.2,-0.26,1.0,17.82,-8.78,76.6
0.15,-0.27,0.95,16.44,-5.22,75.59
0.12,-0.27,0.91,13.86,-5.13,76.24
0.07,-0.28,0.95,12.75,-14.05,78.14
0.08,-0.27,0.97,12.0,-14.14,80.75
0.13,-0.26,0.96,10.43,-21.36,81.33
0.18,-0.26,0.96,7.91,-32.24,79.76
0.21,-0.28,0.99,7.02,-43.53,76.44
0.22,-0.27,1.04,8.23,-47.77,75.11
0.23,-0.25,1.03,7.59,-32.9,73.98
0.18,-0.26,0.98,7.6,-30.14,75.92
0.2,-0.27,0.96,5.1,-35.85,76.75
0.25,-0.28,0.97,3.91,-39.37,75.15
0.25,-0.29,1.0,3.48,-40.15,73.21
0.23,-0.3,1.03,3.62,-41.57,72.99
0.25,-0.31,1.0,2.05,-31.86,74.02
0.22,-0.31,1.0,0.7,-36.12,75.5
0.24,-0.31,0.98,-1.86,-34.96,77.25
0.28,-0.3,0.99,-2.31,-36.47,77.08
0.3,-0.3,1.01,0.41,-32.12,75.39
0.29,-0.3,0.97,0.53,-33.04,74.75
0.3,-0.3,0.97,-1.24,-34.96,74.6
0.46,-0.29,0.99,1.53,-27.13,67.85
0.46,-0.28,1.01,-1.01,-24.26,63.6
0.46,-0.28,1.02,-1.25,-23.54,60.0
0.41,-0.27,1.03,1.22,-18.75,58.17
0.38,-0.25,0.97,3.54,-15.1,57.94
0.38,-0.26,0.91,2.32,-12.05,57.18
0.37,-0.26,0.89,-0.34,-8.26,55.85
0.36,-0.27,0.9,-3.94,-7.62,54.4
0.34,-0.28,0.91,-5.73,-5.91,53.76
0.32,-0.3,0.93,-6.23,-3.8,54.78
0.31,-0.3,0.91,-7.18,-0.31,57.3
0.3,-0.29,0.95,-6.47,-4.72,58.53
0.36,-0.27,0.94,-2.31,-5.79,58.76
0.46,-0.25,0.92,-2.63,-13.1,52.29
0.48,-0.25,0.94,-5.01,-12.47,48.0
0.5,-0.27,0.97,-6.63,-7.18,44.34
0.48,-0.28,1.01,-5.95,-3.91,40.37
0.46,-0.29,1.04,-3.62,-0.2,39.08
0.45,-0.3,1.03,-2.23,-0.76,36.35
0.41,-0.29,1.04,-2.21,6.17,35.02
0.37,-0.29,1.01,1.53,8.73,33.33
0.32,-0.29,0.95,4.61,10.02,32.93
0.28,-0.3,0.94,3.07,4.67,33.47
0.3,-0.29,0.92,1.08,2.75,34.02
0.33,-0.28,0.91,-1.5,5.34,32.76
0.33,-0.24,0.91,-4.09,5.85,32.32
0.35,-0.23,0.91,-3.37,6.96,31.1
0.36,-0.21,0.88,-4.21,3.39,28.89
0.43,-0.22,0.94,-11.18,-7.31,22.61
0.45,-0.24,0.99,-13.25,-8.27,17.48
0.43,-0.27,1.04,-13.02,-9.05,13.33
0.39,-0.28,1.05,-11.92,-8.85,10.95
0.32,-0.28,1.01,-9.98,-3.07,11.85
0.29,-0.29,0.97,-9.76,8.47,14.09
0.24,-0.29,0.9,-9.8,7.07,15.36
0.21,-0.29,0.91,-14.08,1.05,16.56
0.26,-0.28,0.95,-14.82,-2.82,17.82
0.32,-0.27,0.97,-11.85,-3.54,17.56
0.34,-0.26,0.98,-10.67,-6.55,15.45
0.39,-0.26,0.99,-7.95,-12.37,12.0
0.45,-0.25,1.0,-6.35,-16.08,5.66
0.43,-0.28,0.95,2.63,-17.54,-6.26
0.4,-0.31,0.92,3.33,-18.79,-10.21
0.36,-0.33,0.91,3.89,-25.54,-12.7
0.34,-0.32,0.9,3.57,-27.1,-13.4
0.33,-0.31,0.85,4.72,-20.52,-12.5
0.35,-0.31,0.82,1.33,-8.12,-10.63
0.39,-0.28,0.81,-5.68,-1.11,-8.95
0.45,-0.28,0.87,-10.79,3.33,-9.31
0.51,-0.29,0.95,-11.16,7.4,-12.64
0.55,-0.29,1.01,-7.31,8.53,-18.73
0.54,-0.29,1.01,-4.81,6.23,-23.8
0.54,-0.29,0.97,-4.08,6.05,-27.95
0.5,-0.28,0.94,-6.02,-1.91,-30.73
0.53,-0.26,0.88,-9.19,-9.19,-36.15
0.57,-0.25,0.86,-13.69,-10.26,-41.18
0.59,-0.25,0.86,-18.46,2.31,-44.43
0.56,-0.26,0.9,-22.67,21.1,-45.74
0.54,-0.27,0.92,-27.11,37.16,-46.76
0.49,-0.29,0.98,-28.0,39.48,-48.89
0.5,-0.28,1.01,-27.44,45.54,-51.77
0.47,-0.29,1.01,-25.86,44.34,-56.09
0.44,-0.27,1.01,-25.79,38.76,-60.35
0.41,-0.28,1.02,-25.16,33.34,-65.21
0.38,-0.27,1.05,-23.05,29.54,-68.56
0.33,-0.3,1.07,-18.09,18.87,-74.41
0.32,-0.33,1.08,-13.92,16.23,-76.44
0.28,-0.35,1.06,-10.08,15.94,-76.69
0.25,-0.34,1.02,-8.32,12.87,-75.57
0.28,-0.34,0.98,-8.98,19.94,-74.69
0.27,-0.33,0.94,-11.39,27.27,-74.43
0.25,-0.33,0.93,-13.31,32.38,-74.35
0.24,-0.32,0.92,-14.96,32.87,-74.78
0.2,-0.32,0.95,-17.48,28.27,-75.71
0.2,-0.31,1.0,-17.34,22.99,-76.29
0.18,-0.3,1.01,-15.42,18.08,-76.44
0.17,-0.3,1.0,-10.87,9.57,-75.5
0.18,-0.31,1.02,-10.38,1.63,-75.82
0.22,-0.31,1.04,-9.1,-0.47,-76.23
0.21,-0.32,1.01,-9.6,2.11,-76.18
0.19,-0.33,1.0,-11.37,1.53,-74.63
0.21,-0.32,1.0,-13.79,1.85,-72.37
0.24,-0.33,1.02,-13.86,4.79,-71.08
0.26,-0.32,1.03,-12.55,7.07,-71.25
0.27,-0.32,1.03,-10.64,13.66,-72.02
0.23,-0.33,1.02,-10.21,15.69,-71.6
0.21,-0.31,1.04,-10.43,17.31,-70.34
0.21,-0.32,1.04,-9.59,20.63,-69.44
0.19,-0.33,1.02,-10.2,20.23,-67.54
0.19,-0.33,1.02,-9.86,19.05,-66.18
0.19,-0.32,1.03,-8.99,17.51,-65.15
0.19,-0.32,1.05,-6.69,16.63,-65.28
0.17,-0.29,1.05,-4.9,15.5,-64.23
0.18,-0.27,1.03,-3.92,16.2,-62.43
0.18,-0.26,1.02,-2.41,14.2,-62.26
0.2,-0.25,1.0,-1.44,14.9,-63.22
0.23,-0.25,0.99,-1.91,18.66,-64.4
0.22,-0.25,0.96,-3.92,26.12,-65.02
0.16,-0.26,0.94,-6.66,32.21,-64.4
0.12,-0.26,0.93,-10.17,36.29,-61.36
0.06,-0.29,0.99,-10.69,34.34,-54.35
0.06,-0.29,1.02,-10.14,29.44,-50.92
0.09,-0.29,1.05,-9.21,27.24,-48.43
0.13,-0.28,1.07,-7.8,28.63,-47.01
0.16,-0.27,1.09,-5.37,28.02,-45.98
-0.03,-0.3,1.07,38.24,-18.75,-54.49
0.3,-0.16,1.03,-22.14,38.55,-43.56
0.19,-0.12,0.92,-46.82,70.37,-37.22
0.12,-0.28,0.98,-28.99,40.98,-42.79
0.19,-0.26,1.04,-2.95,3.91,-45.77
0.2,-0.27,0.98,-3.48,21.21,-46.58
0.12,-0.26,0.99,-14.75,46.66,-37.47
0.13,-0.3,1.0,-5.94,30.69,-35.68
0.22,-0.25,0.97,0.37,39.27,-36.84
0.19,-0.24,0.96,-6.27,45.51,-37.19
0.24,-0.31,0.92,-6.32,48.84,-39.19
0.18,-0.2,0.96,-7.11,37.25,-40.53
0.2,-0.22,0.94,-10.26,43.31,-43.62
0.16,-0.23,0.92,-12.92,36.5,-46.75
0.11,-0.23,0.94,-8.66,20.03,-48.69
0.12,-0.22,0.95,-11.79,15.86,-49.62
0.13,-0.23,0.98,-16.92,13.94,-50.55
0.13,-0.23,1.07,-16.56,1.68,-51.34
0.15,-0.23,1.12,-13.4,3.22,-51.65
0.17,-0.23,1.12,-11.51,7.79,-51.95
0.1,-0.26,1.15,-4.49,7.27,-52.84
0.19,-0.22,1.1,-9.62,25.51,-49.98
0.1,-0.2,1.02,-16.78,28.84,-48.53
0.11,-0.24,1.0,-17.11,24.24,-48.85
0.14,-0.24,1.04,-10.53,11.51,-50.7
0.15,-0.25,1.11,-16.35,14.09,-52.15
0.11,-0.24,1.12,-19.15,16.7,-52.05
0.07,-0.27,1.11,-11.3,10.43,-51.88
0.1,-0.23,1.06,-5.89,20.73,-50.47
0.08,-0.2,0.99,-6.5,24.53,-50.58
0.04,-0.22,0.92,-8.37,23.95,-50.72
0.12,-0.24,0.97,-12.23,16.7,-50.61
0.11,-0.24,0.98,-15.79,18.02,-50.11
0.12,-0.22,0.96,-18.69,18.7,-50.96
