acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.24,-0.18,1.06,-2.89,-6.03,-1.91
0.14,-0.2,0.95,0.05,1.82,-3.82
0.11,-0.2,0.9,2.23,8.03,-6.11
0.06,-0.2,0.89,0.85,9.01,-6.4
0.04,-0.21,0.92,-2.6,6.38,-6.49
0.08,-0.22,0.98,-6.37,1.91,-4.72
0.15,-0.22,1.06,-10.69,-4.95,-0.96
0.22,-0.22,1.11,-13.13,-10.84,1.88
0.24,-0.23,1.13,-11.13,-11.19,2.79
0.26,-0.22,1.12,-6.85,-4.49,1.79
0.22,-0.2,1.09,-2.31,-1.54,-0.4
0.17,-0.2,1.05,1.25,0.64,-3.31
0.13,-0.18,1.02,3.39,2.98,-5.21
0.12,-0.18,1.01,2.67,4.32,-5.01
0.14,-0.16,1.01,0.03,2.06,-3.28
0.18,-0.15,1.0,-1.4,2.4,-0.63
0.22,-0.15,1.0,-3.4,1.53,1.98
0.25,-0.17,1.01,-4.85,-0.37,2.61
0.23,-0.18,1.02,-4.95,-1.85,1.54
0.18,-0.18,1.0,-4.53,-0.15,-3.5
0.12,-0.19,1.0,-4.02,5.47,-5.22
0.07,-0.19,1.0,-4.58,8.72,-6.18
0.07,-0.19,1.0,-5.25,8.41,-6.03
0.11,-0.19,1.05,-6.66,3.24,-3.91
0.13,-0.2,1.07,-8.53,-1.22,-0.93
0.12,-0.2,1.08,-10.03,-5.27,-0.35
0.12,-0.2,1.11,-9.24,-4.2,-0.4
0.1,-0.19,1.09,-6.72,-1.18,0.35
0.08,-0.18,1.05,-3.68,-1.39,-0.43
0.1,-0.17,0.98,-0.11,-0.46,-0.61
0.07,-0.17,0.96,2.84,2.12,0.23
0.05,-0.18,0.95,4.06,7.19,0.73
0.05,-0.2,0.98,-1.33,0.73,1.36
0.06,-0.22,1.04,-5.37,-1.73,2.98
0.06,-0.22,1.05,-7.62,-2.0,4.85
0.09,-0.22,1.05,-8.0,-6.66,7.85
0.08,-0.22,1.03,-5.22,-8.7,8.23
0.13,-0.22,1.05,-0.34,-1.25,9.04
0.16,-0.23,1.08,1.66,-1.57,11.04
0.14,-0.22,1.08,-0.93,0.85,11.88
0.1,-0.22,1.06,2.26,16.24,12.03
0.05,-0.2,1.02,6.7,27.27,11.51
-0.02,-0.19,1.0,6.63,28.09,10.21
-0.08,-0.2,0.99,5.94,18.99,8.6
-0.08,-0.18,0.97,3.95,6.95,8.95
-0.04,-0.2,0.97,3.36,-3.85,12.44
0.02,-0.21,1.01,1.91,-13.36,18.14
0.07,-0.22,1.08,0.85,-19.36,23.69
0.11,-0.22,1.14,-2.95,-25.36,26.09
0.09,-0.22,1.14,-3.02,-27.19,26.69
0.08,-0.22,1.11,7.05,-5.45,27.63
0.04,-0.23,1.08,10.32,-1.89,26.81
0.02,-0.22,1.03,10.81,-3.19,25.66
-0.03,-0.23,1.03,10.11,-5.89,25.63
-0.11,-0.22,1.05,7.6,-5.85,26.66
-0.16,-0.2,1.07,2.99,-9.69,26.95
-0.08,-0.19,1.1,-0.75,-16.55,30.4
0.04,-0.18,1.13,-0.72,-19.45,38.53
0.12,-0.2,1.17,3.36,-22.15,46.75
0.18,-0.2,1.2,3.76,-29.24,47.18
0.17,-0.22,1.21,5.16,-29.65,45.15
0.09,-0.22,1.15,11.28,-18.84,43.08
0.06,-0.22,1.09,13.97,-9.45,41.34
0.02,-0.19,1.06,16.11,-0.41,42.15
0.05,-0.19,1.02,14.05,2.32,43.8
0.06,-0.19,0.99,9.48,-2.73,47.5
0.06,-0.19,1.03,8.37,-4.15,50.67
0.1,-0.19,1.06,6.41,-9.91,51.47
0.15,-0.21,1.13,0.09,-19.94,51.48
0.17,-0.21,1.13,-0.34,-27.21,52.03
0.17,-0.23,1.12,4.96,-26.78,50.55
