acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.12,-0.13,1.0,-1.95,4.27,-3.98
0.1,-0.12,0.99,-4.55,0.55,-1.68
0.1,-0.12,0.99,-6.11,-3.47,0.56
0.14,-0.11,1.0,-7.19,-6.61,1.92
0.18,-0.12,1.0,-6.56,-5.21,1.68
0.2,-0.12,1.02,-6.21,-4.76,1.54
0.23,-0.12,1.03,-7.01,-5.31,-0.02
0.25,-0.13,1.04,-6.78,-5.54,-2.29
0.23,-0.14,1.05,-5.42,-5.16,-4.14
0.19,-0.14,1.05,-4.17,-1.79,-3.83
0.19,-0.14,1.04,-4.34,1.82,-3.04
0.18,-0.13,1.04,-4.87,3.5,-2.34
0.19,-0.12,1.03,-5.36,1.91,-0.38
0.18,-0.11,1.02,-5.98,-1.39,-0.17
0.19,-0.11,1.01,-5.77,-3.24,-0.06
0.23,-0.1,1.02,-6.64,-1.76,-0.92
0.23,-0.1,1.0,-6.95,-0.49,-1.85
0.23,-0.11,1.01,-7.69,0.79,-2.7
0.24,-0.11,1.02,-8.37,0.15,-3.57
0.22,-0.12,1.02,-9.1,1.44,-4.95
0.22,-0.12,1.03,-10.31,3.18,-5.54
0.18,-0.12,1.03,-11.98,4.37,-5.27
0.15,-0.13,1.02,-12.53,4.61,-4.26
0.13,-0.14,1.05,-14.11,0.49,-2.32
0.13,-0.14,1.08,-15.44,-3.6,-0.26
0.14,-0.16,1.12,-13.24,-3.59,0.99
0.16,-0.16,1.16,-3.94,2.64,2.66
0.21,-0.15,1.14,-0.08,4.49,1.8
0.2,-0.14,1.1,3.65,6.06,-0.44
0.19,-0.13,1.05,5.45,8.64,-1.21
0.17,-0.13,0.98,3.08,8.73,-0.87
0.14,-0.13,0.96,-1.42,3.42,-0.87
0.13,-0.14,0.96,-6.89,1.33,-0.95
0.09,-0.15,0.97,-9.42,0.9,0.2
0.04,-0.15,1.01,-10.29,1.94,2.61
0.05,-0.15,1.03,-9.74,7.73,5.71
0.05,-0.15,1.04,-10.2,9.95,7.51
0.05,-0.17,1.07,-11.28,9.56,8.61
0.0,-0.17,1.13,-9.97,4.32,10.18
0.02,-0.18,1.18,-4.89,-3.6,10.75
0.05,-0.19,1.19,-0.35,-2.98,9.92
0.07,-0.19,1.14,1.57,9.98,7.37
-0.01,-0.19,1.09,-1.37,25.79,7.83
-0.23,-0.19,1.06,-8.73,22.03,20.72
-0.22,-0.18,1.09,-6.69,8.49,28.53
-0.15,-0.18,1.12,-0.21,-3.16,34.7
-0.03,-0.17,1.09,8.53,-3.92,37.51
-0.0,-0.14,1.08,13.33,-8.21,38.79
0.05,-0.15,1.09,11.31,-14.82,39.54
0.12,-0.15,1.08,12.81,-17.77,38.67
0.19,-0.13,1.08,13.94,-17.45,35.07
0.21,-0.12,1.09,14.11,-13.53,31.85
0.23,-0.12,1.05,16.06,-6.27,29.37
0.22,-0.11,1.02,14.64,-1.33,27.76
0.19,-0.11,0.99,11.15,-1.5,27.33
0.2,-0.12,0.95,8.34,-1.27,27.25
0.16,-0.12,0.94,-2.89,-3.05,24.58
0.05,-0.14,0.96,-6.85,-10.98,27.11
