acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.08,-0.1,1.04,-8.55,4.76,-5.4
0.07,-0.08,1.07,-8.37,4.31,-3.5
0.08,-0.09,1.08,-10.61,-0.87,-1.69
0.12,-0.08,1.11,-9.63,-4.09,-1.05
0.14,-0.08,1.12,-6.49,-5.07,-1.73
0.15,-0.09,1.1,-3.19,-1.94,-1.88
0.15,-0.08,1.06,-1.48,1.54,-2.69
0.12,-0.09,1.03,-1.53,6.85,-3.1
0.1,-0.09,0.99,-2.03,8.87,-2.92
0.06,-0.09,0.98,-3.01,14.35,-3.1
0.05,-0.09,0.98,-4.52,17.54,-1.73
0.09,-0.1,1.01,-8.53,13.85,0.61
0.1,-0.11,1.06,-10.24,7.47,0.98
0.08,-0.1,1.09,-6.55,-4.27,-2.29
0.1,-0.08,1.06,-2.52,-14.02,-3.76
0.12,-0.07,1.03,-1.08,-13.68,-2.58
0.14,-0.06,1.02,-2.24,-8.46,-1.53
0.17,-0.07,1.04,-6.31,-5.48,-1.19
0.15,-0.08,1.05,-7.45,-3.88,-2.95
0.12,-0.09,1.06,-4.99,0.92,-4.17
0.09,-0.09,1.03,-4.87,5.94,-4.09
0.07,-0.1,1.03,-6.0,10.52,-2.6
0.07,-0.11,1.05,-7.22,11.27,-1.48
0.08,-0.11,1.05,-6.53,3.01,-1.6
0.06,-0.1,1.04,-5.3,0.92,-1.86
0.08,-0.09,1.01,-5.65,-0.29,-0.95
0.11,-0.09,1.02,-6.12,-1.13,-0.02
0.11,-0.09,1.05,-8.29,-4.85,-0.92
0.13,-0.08,1.04,-9.27,-7.4,-1.19
0.13,-0.08,1.06,-8.34,-5.01,-1.76
0.12,-0.08,1.07,-7.95,-3.11,-1.68
0.14,-0.08,1.06,-7.47,-0.02,-1.24
0.13,-0.08,1.07,-6.82,2.24,-1.59
0.14,-0.08,1.08,-7.76,0.03,-1.97
0.14,-0.09,1.09,-6.76,0.09,-2.11
0.13,-0.09,1.08,-5.59,1.44,-2.99
0.11,-0.09,1.05,-4.11,3.54,-3.16
0.07,-0.1,0.99,-2.89,4.27,-2.95
0.06,-0.09,0.96,-5.18,1.42,-2.66
0.06,-0.09,0.96,-7.31,0.75,-2.05
0.08,-0.09,0.99,-10.72,-1.27,-1.08
0.1,-0.1,1.05,-12.96,-1.97,-0.32
0.1,-0.1,1.09,-13.24,-2.96,-1.34
0.09,-0.11,1.11,-11.5,-1.92,-2.6
0.07,-0.12,1.11,-8.24,1.21,-2.69
0.07,-0.12,1.08,-5.88,5.4,-1.95
0.05,-0.12,1.06,-5.16,6.85,-1.21
0.03,-0.12,1.06,-5.8,5.25,-0.44
0.04,-0.12,1.05,-5.69,2.61,0.89
0.06,-0.11,1.07,-5.54,-1.11,2.43
0.08,-0.11,1.08,-5.59,-4.21,2.92
0.1,-0.1,1.07,-4.0,-6.89,2.84
0.16,-0.1,1.06,-3.11,-6.06,3.33
0.18,-0.11,1.05,-4.44,-3.6,2.44
