acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.11,-0.0,1.01,-0.82,2.46,0.08
0.12,0.01,0.99,-0.89,0.34,1.48
0.14,0.01,0.98,-0.18,4.29,2.56
0.14,0.02,0.97,-2.89,2.64,3.19
0.12,0.01,0.99,-7.4,0.52,4.26
0.17,0.01,1.05,-9.63,0.69,4.89
0.19,0.01,1.07,-11.54,-4.38,5.47
0.18,0.01,1.09,-9.16,-2.37,4.75
0.19,0.01,1.07,-5.47,0.5,4.21
0.19,0.03,1.05,-3.18,5.45,6.24
0.16,0.03,1.05,-3.11,6.53,6.63
0.13,0.03,1.06,-3.04,6.08,7.39
0.18,0.02,1.1,-3.11,3.91,9.08
0.23,0.01,1.11,-3.63,3.51,10.99
0.26,-0.0,1.1,-2.69,7.57,11.47
0.3,-0.02,1.09,0.09,11.25,10.7
0.3,-0.04,1.06,1.66,11.04,8.38
0.26,-0.04,1.01,3.89,6.52,5.6
0.25,-0.03,0.97,5.3,1.89,4.18
0.25,-0.02,0.94,4.32,-4.52,2.64
0.25,-0.01,0.93,0.84,-11.73,2.17
0.3,0.0,0.95,-3.37,-15.34,1.73
0.35,-0.0,1.0,-6.7,-10.81,0.98
0.34,0.01,1.03,-10.03,-3.4,-1.04
0.28,0.01,1.05,-11.5,5.8,-3.54
0.25,0.01,1.07,-11.22,10.34,-4.29
0.23,-0.01,1.04,-10.21,11.01,-4.21
0.25,-0.0,1.05,-8.32,14.69,-2.69
0.27,-0.01,1.08,-9.02,13.28,-1.71
0.28,-0.01,1.08,-11.08,7.33,-2.24
0.27,-0.02,1.07,-8.49,3.68,-3.85
0.27,-0.01,1.04,-4.53,1.71,-5.86
0.27,-0.01,1.0,-3.6,-1.59,-7.62
0.26,0.01,0.98,-3.98,-0.55,-9.07
0.24,-0.01,0.99,-5.39,3.76,-10.03
0.25,-0.01,0.98,-6.72,6.09,-10.75
0.22,-0.01,1.0,-9.34,10.58,-11.56
0.22,-0.02,0.99,-11.39,14.27,-11.48
0.25,-0.01,0.99,-12.69,17.34,-10.44
0.17,-0.01,1.03,-16.06,18.95,-10.75
0.2,-0.02,1.05,-15.91,-0.46,-11.85
0.24,-0.02,1.06,-13.54,-4.7,-11.76
0.23,-0.03,1.08,-14.0,-5.37,-12.12
0.21,-0.02,1.09,-11.98,-6.37,-14.99
0.26,-0.01,1.11,-6.66,-1.25,-14.2
0.3,-0.01,1.09,-5.56,2.2,-13.28
0.34,-0.02,1.05,-6.43,7.25,-14.6
0.36,-0.02,1.01,-4.27,15.01,-16.38
0.37,-0.03,1.02,-4.14,20.34,-18.31
0.35,-0.03,1.03,-7.28,18.82,-20.76
0.3,-0.04,1.03,-11.73,18.85,-22.63
0.25,-0.04,1.03,-15.22,20.26,-22.87
0.27,-0.05,1.01,-17.34,20.95,-23.34
0.27,-0.05,0.99,-15.95,20.44,-23.76
0.22,-0.1,1.04,-17.24,22.78,-24.82
0.24,-0.05,0.99,-17.04,17.34,-29.92
