acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.06,-0.15,1.04,-7.52,0.34,-3.08
0.06,-0.16,1.04,-5.67,0.54,-3.31
0.06,-0.16,1.02,-6.19,2.5,-3.04
0.04,-0.16,1.02,-7.21,0.73,-2.67
0.05,-0.16,1.0,-8.58,-0.31,-2.49
0.03,-0.16,1.02,-9.08,-0.02,-2.05
0.03,-0.16,1.01,-9.95,-0.11,-1.3
0.03,-0.17,1.03,-9.87,-2.7,-0.71
0.05,-0.17,1.04,-9.24,-2.07,-0.37
0.08,-0.17,1.07,-8.03,0.41,-0.58
0.08,-0.17,1.07,-7.95,6.14,-0.33
0.05,-0.15,1.0,-7.82,13.85,-0.53
0.02,-0.16,0.99,-9.84,11.74,-0.74
-0.0,-0.15,0.96,-12.4,8.26,0.12
-0.01,-0.17,0.97,-14.6,3.55,0.63
-0.05,-0.17,1.03,-16.06,-10.94,0.63
-0.01,-0.19,1.1,-15.44,-22.75,1.17
0.03,-0.19,1.13,-15.02,-19.66,3.63
0.08,-0.19,1.19,-14.26,-8.89,4.76
0.08,-0.2,1.24,-12.17,-2.93,4.81
0.08,-0.21,1.23,-8.55,1.05,4.28
0.09,-0.21,1.2,-4.92,3.65,2.89
0.07,-0.2,1.18,-3.66,4.89,2.26
0.06,-0.21,1.15,-3.37,3.81,2.15
0.03,-0.21,1.13,-2.54,2.97,2.94
0.04,-0.21,1.1,-1.79,3.67,3.47
0.03,-0.2,1.07,-2.72,2.69,4.21
0.02,-0.21,1.07,-3.4,-1.37,4.6
0.02,-0.21,1.07,-2.85,-3.43,4.83
0.01,-0.21,1.06,-1.82,-4.15,5.76
0.02,-0.2,1.06,-2.04,-5.76,6.81
0.05,-0.21,1.06,-2.82,-5.24,7.48
0.08,-0.2,1.07,-3.72,-3.76,7.4
0.09,-0.19,1.08,-3.65,-1.18,6.97
0.08,-0.2,1.06,-2.2,4.75,7.21
0.07,-0.18,1.04,-0.99,7.97,7.18
0.04,-0.17,1.02,-1.43,5.39,7.07
0.04,-0.16,1.01,-1.95,-1.53,7.22
0.07,-0.15,1.02,-2.57,-6.51,6.91
0.1,-0.17,1.06,-3.36,-9.57,6.11
0.13,-0.16,1.09,-3.25,-8.85,5.18
0.13,-0.17,1.12,-1.32,-3.62,5.05
0.14,-0.18,1.12,1.61,1.1,4.77
0.15,-0.17,1.11,4.44,1.52,4.22
0.17,-0.17,1.09,6.47,-1.42,3.14
0.22,-0.15,1.06,6.53,-3.97,1.95
0.23,-0.14,1.05,6.11,-4.31,0.12
0.24,-0.14,1.03,4.55,-4.37,-0.59
0.28,-0.14,1.02,3.13,-1.12,-1.0
0.32,-0.13,1.01,1.53,1.53,-2.89
0.35,-0.11,1.01,-0.84,4.71,-6.02
0.36,-0.11,0.97,-2.5,8.21,-9.38
0.35,-0.11,0.97,-4.17,12.95,-11.5
0.34,-0.12,0.97,-7.36,15.34,-14.4
0.3,-0.13,0.99,-7.83,14.41,-18.0
0.3,-0.14,0.99,-9.69,17.84,-20.09
0.24,-0.16,1.0,-10.78,17.64,-21.5
0.17,-0.17,1.09,-9.44,10.89,-22.14
0.18,-0.18,1.09,-6.98,14.46,-21.73
0.2,-0.18,1.09,-6.21,16.08,-22.39
0.21,-0.17,1.09,-6.64,15.52,-24.3
0.19,-0.18,1.11,-5.77,17.76,-25.37
0.18,-0.18,1.12,-3.43,19.57,-25.57
0.17,-0.17,1.1,-1.85,20.42,-27.19
0.15,-0.17,1.08,-1.3,17.09,-28.33
0.14,-0.17,1.06,-1.37,13.12,-28.93
0.15,-0.17,1.06,-1.57,9.76,-29.67
0.17,-0.18,1.07,-1.77,8.6,-29.89
0.2,-0.18,1.08,-1.92,10.59,-31.18
0.21,-0.18,1.09,-2.01,12.66,-32.41
0.22,-0.18,1.08,-2.69,15.55,-34.1
0.26,-0.2,1.02,-3.83,26.05,-36.26
0.08,-0.18,1.07,-8.85,27.76,-34.7
0.15,-0.18,1.04,-6.02,15.42,-34.81
0.21,-0.19,1.03,-6.89,23.85,-36.51
0.19,-0.21,1.09,-14.28,23.34,-36.69
0.18,-0.17,1.09,-15.02,21.42,-36.69
0.21,-0.2,1.16,-4.01,26.98,-40.5
0.19,-0.2,1.05,-1.08,34.44,-42.77
0.15,-0.18,0.98,-2.31,30.25,-44.93
0.13,-0.19,0.97,-6.11,20.36,-46.53
0.14,-0.18,0.97,-8.27,16.18,-48.67
0.14,-0.19,0.99,-7.72,15.91,-50.05
0.16,-0.2,0.97,-9.17,23.89,-50.6
0.14,-0.2,0.97,-11.56,27.5,-51.15
0.13,-0.21,0.98,-13.47,27.88,-52.45
0.08,-0.22,1.0,-14.31,29.0,-53.66
0.06,-0.23,1.02,-13.93,28.97,-53.94
0.06,-0.25,1.04,-13.44,28.78,-54.51
0.02,-0.25,1.04,-13.35,30.02,-55.1
-0.01,-0.27,1.03,-11.46,36.44,-54.4
-0.11,-0.22,1.03,-14.53,22.32,-52.63
-0.07,-0.27,1.01,-13.08,35.44,-51.39
-0.05,-0.25,1.01,-9.05,36.09,-50.43
-0.06,-0.26,0.99,-7.76,37.06,-49.39
-0.07,-0.23,0.98,-8.82,35.85,-48.82
