acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.09,-0.12,1.06,-2.24,9.54,-0.81
0.11,-0.11,1.04,-1.4,9.4,-0.69
0.1,-0.11,1.05,-2.78,1.47,-1.11
0.11,-0.12,1.07,-2.9,-1.33,-0.79
0.13,-0.12,1.07,-4.6,-1.89,-0.2
0.13,-0.11,1.05,-5.48,-2.15,0.35
0.12,-0.1,1.03,-4.35,0.32,0.38
0.13,-0.1,1.05,-3.85,3.13,0.2
0.15,-0.11,1.08,-5.53,2.44,0.41
0.13,-0.12,1.08,-5.63,-3.48,-0.31
0.12,-0.11,1.07,-4.35,-3.6,-1.22
0.11,-0.12,1.06,-3.15,-0.03,-1.5
0.11,-0.13,1.06,-3.33,1.02,-0.95
0.11,-0.12,1.05,-2.93,-1.31,-0.79
0.13,-0.1,1.02,-2.08,-3.25,-0.79
0.13,-0.09,1.01,-1.42,-4.32,0.44
0.2,-0.09,1.07,-3.22,-0.7,1.16
0.19,-0.09,1.07,-5.68,-2.89,1.82
0.17,-0.09,1.05,-3.73,-7.48,-1.94
0.16,-0.09,1.04,-1.71,-0.84,-3.45
0.11,-0.11,1.05,-4.06,1.97,-3.69
0.07,-0.12,1.05,-6.67,1.86,-4.08
0.07,-0.11,1.04,-5.83,2.34,-4.09
0.09,-0.11,1.06,-4.87,1.95,-2.56
0.12,-0.12,1.08,-5.94,-2.6,-0.92
0.14,-0.11,1.09,-7.83,-6.52,0.17
0.14,-0.1,1.08,-7.59,-5.94,0.78
0.15,-0.11,1.07,-5.39,-5.13,0.29
0.16,-0.11,1.08,-4.56,-4.14,-0.41
0.16,-0.12,1.08,-5.39,-6.0,-1.44
0.14,-0.12,1.07,-4.99,-4.58,-1.97
0.06,-0.12,1.04,-3.16,1.8,-2.4
0.04,-0.11,1.03,-2.96,5.07,-2.84
0.04,-0.11,1.03,-3.3,4.37,-0.95
0.1,-0.1,1.06,-4.2,-0.43,1.22
0.13,-0.1,1.07,-4.78,-4.84,3.25
0.17,-0.1,1.06,-4.78,-7.16,3.86
0.18,-0.1,1.05,-3.01,-8.87,3.16
0.18,-0.1,1.03,-0.82,-5.62,2.44
0.16,-0.09,1.01,-0.09,-2.82,1.27
0.16,-0.1,1.0,-1.48,-1.68,-0.11
0.14,-0.1,1.02,-2.38,0.18,-0.67
0.13,-0.11,1.02,-2.84,2.09,-0.44
0.1,-0.11,1.05,-3.79,1.62,-0.55
0.13,-0.12,1.07,-5.53,-1.76,-0.58
0.14,-0.11,1.06,-6.4,-3.54,0.81
0.15,-0.1,1.04,-5.07,-0.43,2.37
0.21,-0.09,1.04,-3.77,1.91,2.81
0.22,-0.09,1.05,-4.46,0.05,2.82
0.24,-0.1,1.04,-4.47,-3.91,0.81
0.22,-0.1,1.02,-4.23,-2.06,-0.61
0.22,-0.1,1.02,-5.07,0.52,-1.37
0.22,-0.1,0.99,-5.65,3.97,-1.94
0.23,-0.09,0.99,-5.91,5.89,-1.91
0.25,-0.1,1.02,-6.76,9.51,-1.47
0.26,-0.11,1.02,-8.0,9.92,-1.98
0.28,-0.1,1.05,-9.07,6.58,-3.51
0.32,-0.11,1.06,-9.22,4.95,-4.44
0.33,-0.1,1.05,-9.39,7.04,-5.11
0.32,-0.1,1.04,-9.18,10.09,-7.24
0.33,-0.1,1.03,-8.92,10.34,-10.15
0.36,-0.09,1.04,-9.02,11.6,-11.37
0.36,-0.1,1.05,-9.34,14.9,-12.08
0.37,-0.12,1.07,-11.83,17.86,-14.24
0.35,-0.12,1.09,-10.63,19.44,-15.68
0.36,-0.12,1.08,-8.2,20.35,-17.13
0.39,-0.11,1.08,-6.26,19.98,-17.98
0.39,-0.1,1.04,-4.52,20.23,-18.24
0.42,-0.09,1.02,-2.84,21.74,-19.48
0.45,-0.09,0.97,-1.95,21.69,-22.32
0.46,-0.09,0.93,-1.48,20.61,-25.51
