acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.2,-0.08,1.0,-5.04,5.57,-1.83
0.19,-0.07,1.01,-6.15,4.5,-2.78
0.17,-0.07,1.03,-6.96,2.18,-2.84
0.18,-0.08,1.04,-7.6,-1.6,-2.43
0.19,-0.08,1.03,-6.78,-2.29,-1.92
0.25,-0.07,1.05,-6.2,-1.65,-1.76
0.25,-0.07,1.04,-6.85,-4.0,-3.19
0.22,-0.07,1.07,-6.76,1.53,-5.04
0.21,-0.07,1.08,-6.58,4.53,-5.28
0.16,-0.09,1.08,-6.08,3.28,-6.02
0.14,-0.1,1.09,-5.08,2.11,-5.47
0.13,-0.1,1.06,-4.92,4.92,-4.14
0.14,-0.1,1.04,-4.14,7.86,-2.64
0.12,-0.1,1.03,-3.31,6.26,-2.53
0.11,-0.09,1.02,-2.84,2.56,-2.15
0.11,-0.08,1.02,-3.37,0.81,-0.67
0.12,-0.08,1.02,-4.41,-0.96,1.28
0.13,-0.08,1.03,-4.9,-4.21,2.38
0.14,-0.07,1.02,-4.69,-5.97,3.01
0.19,-0.06,1.03,-2.9,-7.76,3.57
0.22,-0.07,1.03,-3.37,-10.08,2.99
0.24,-0.07,1.04,-3.4,-11.05,1.44
0.21,-0.07,1.04,-1.98,-2.73,-1.71
0.17,-0.07,1.04,-3.97,-2.61,-2.49
0.15,-0.08,1.05,-5.56,-2.81,-2.18
0.12,-0.09,1.08,-5.89,0.32,-1.13
0.11,-0.09,1.11,-6.38,-2.92,0.67
0.12,-0.09,1.12,-7.02,-3.5,4.17
0.18,-0.09,1.09,-4.76,2.56,8.27
0.23,-0.08,1.08,-3.21,4.12,10.23
0.27,-0.08,1.07,-2.34,-1.37,9.27
0.24,-0.08,1.04,-1.19,1.04,6.72
0.22,-0.08,0.99,-0.03,5.33,5.18
0.17,-0.06,0.95,-0.03,6.21,4.81
0.17,-0.06,0.94,-5.86,0.92,5.27
0.17,-0.05,0.96,-8.46,-1.31,5.73
0.2,-0.05,0.96,-9.25,-1.44,5.82
0.2,-0.04,0.99,-10.89,-2.21,5.47
0.21,-0.05,0.98,-13.13,-4.35,5.22
0.22,-0.06,1.03,-14.99,-5.34,5.73
0.25,-0.08,1.08,-16.9,-10.11,6.09
0.32,-0.09,1.11,-17.13,-13.62,5.68
0.34,-0.11,1.16,-14.93,-9.6,4.02
0.36,-0.13,1.17,-12.75,-6.6,1.92
0.37,-0.13,1.15,-10.31,-3.68,0.73
0.38,-0.12,1.13,-3.48,6.23,-0.98
0.4,-0.12,1.13,-1.07,8.08,-2.21
0.42,-0.12,1.13,0.5,6.5,-4.41
0.43,-0.13,1.11,2.08,5.48,-5.92
0.46,-0.11,1.07,3.77,8.08,-6.44
0.5,-0.1,1.01,4.47,11.57,-7.89
0.49,-0.1,0.98,3.56,16.43,-11.02
0.5,-0.08,0.93,1.4,15.37,-13.74
0.47,-0.07,0.93,-2.05,19.59,-16.75
0.48,-0.06,0.91,-4.58,20.75,-18.58
0.48,-0.06,0.93,-8.63,18.49,-21.68
0.48,-0.07,0.98,-14.79,10.53,-30.03
0.46,-0.11,1.0,-17.33,10.35,-33.57
0.45,-0.11,1.08,-14.56,10.38,-36.34
0.46,-0.13,1.08,-16.93,20.56,-37.08
0.43,-0.14,1.04,-13.53,31.31,-38.43
0.4,-0.14,0.99,-12.24,35.39,-41.13
0.37,-0.14,0.95,-12.08,43.11,-43.85
0.32,-0.14,0.94,-14.29,43.92,-46.17
0.2,-0.15,0.94,-16.5,43.88,-48.35
0.16,-0.17,0.95,-16.17,41.33,-49.16
0.13,-0.19,0.98,-15.36,45.19,-47.76
0.1,-0.2,1.01,-16.11,49.45,-45.68
0.12,-0.2,1.03,-14.98,44.27,-44.69
0.09,-0.2,1.1,-12.81,42.67,-43.18
0.1,-0.19,1.11,-7.39,27.18,-44.63
0.14,-0.17,1.16,-3.97,13.57,-45.02
0.18,-0.14,1.14,2.24,-2.92,-45.54
0.23,-0.11,1.02,6.56,-1.16,-46.84
0.24,-0.11,1.0,9.11,-3.6,-49.11
0.27,-0.11,0.95,6.38,1.25,-50.17
0.23,-0.1,0.95,2.79,10.78,-51.74
0.2,-0.1,0.91,-1.08,19.74,-52.75
0.16,-0.11,0.9,-4.73,27.22,-52.82
0.12,-0.11,0.94,-9.71,29.85,-53.21
0.1,-0.12,0.99,-15.57,23.97,-53.59
0.08,-0.15,1.05,-18.85,15.3,-54.12
0.1,-0.18,1.13,-18.6,7.13,-54.49
0.1,-0.16,1.13,-16.27,2.2,-54.84
0.15,-0.16,1.1,-10.24,2.08,-54.63
0.14,-0.15,1.05,-7.62,6.06,-56.58
0.14,-0.14,1.0,-6.27,9.45,-58.18
0.15,-0.15,0.97,-8.08,5.47,-59.33
0.14,-0.14,0.99,-12.69,0.08,-61.86
0.12,-0.15,1.01,-17.19,-1.37,-63.1
0.12,-0.16,1.03,-19.33,2.78,-63.4
0.09,-0.17,1.05,-20.78,8.78,-63.69
0.06,-0.18,1.09,-22.18,12.63,-63.54
0.11,-0.22,1.14,-23.16,15.33,-61.71
0.12,-0.23,1.11,-18.05,26.82,-60.15
0.09,-0.23,1.09,-15.54,30.5,-61.73
0.05,-0.21,1.06,-14.29,26.95,-63.53
0.02,-0.2,1.03,-13.68,23.04,-64.09
0.02,-0.19,0.96,-13.92,19.22,-63.45
0.0,-0.17,0.98,-16.09,17.65,-62.53
-0.01,-0.17,0.95,-17.21,6.06,-62.58
-0.01,-0.19,0.97,-19.28,10.09,-61.19
0.02,-0.21,1.04,-20.98,12.82,-59.33
0.04,-0.22,1.07,-26.67,11.65,-55.27
0.08,-0.21,1.04,-28.21,18.31,-54.34
0.09,-0.2,1.03,-27.77,26.02,-55.21
0.03,-0.2,0.99,-29.69,32.17,-58.09
-0.01,-0.21,0.95,-31.36,34.43,-59.24
-0.02,-0.21,0.96,-32.99,32.37,-59.05
-0.02,-0.23,0.98,-34.66,25.86,-58.44
-0.07,-0.24,1.01,-40.06,21.07,-56.26
-0.07,-0.26,0.98,-44.49,28.98,-52.93
-0.06,-0.26,0.96,-39.42,38.64,-46.7
-0.03,-0.24,0.93,-31.57,53.97,-40.44
-0.02,-0.22,0.95,-25.79,68.27,-35.13
-0.02,-0.22,0.94,-23.56,75.16,-32.32
-0.0,-0.21,0.94,-25.79,76.96,-30.87
0.04,-0.28,0.91,-27.59,71.33,-31.44
0.05,-0.27,0.99,-25.85,61.48,-36.14
-0.0,-0.29,0.97,-40.99,44.55,-46.17
-0.01,-0.27,0.92,-40.09,40.89,-49.02
-0.08,-0.28,0.85,-39.45,46.55,-49.6
-0.09,-0.27,0.83,-32.58,46.05,-48.08
-0.1,-0.27,0.84,-26.46,44.85,-45.85
-0.09,-0.25,0.87,-27.48,44.82,-43.86
-0.1,-0.26,0.84,-33.65,42.72,-44.24
-0.11,-0.28,0.85,-41.45,43.42,-43.37
-0.09,-0.28,0.85,-45.02,26.99,-44.69
-0.09,-0.3,0.88,-46.9,26.61,-44.56
-0.11,-0.32,0.9,-49.88,29.48,-45.59
-0.15,-0.32,0.89,-49.94,32.87,-45.39
-0.17,-0.33,0.88,-46.46,36.99,-44.38
-0.19,-0.35,0.88,-39.34,39.27,-42.73
-0.19,-0.35,0.9,-33.79,38.24,-42.52
-0.28,-0.39,0.88,-31.82,34.43,-42.89
-0.33,-0.39,0.93,-33.5,25.74,-42.61
-0.32,-0.4,0.96,-34.78,15.82,-41.57
-0.31,-0.41,1.0,-34.89,12.35,-38.11
-0.28,-0.41,1.01,-31.42,12.12,-34.02
-0.26,-0.42,0.99,-26.9,17.02,-29.65
-0.23,-0.41,0.98,-22.0,22.03,-25.6
-0.16,-0.39,0.96,-19.86,22.92,-25.34
-0.13,-0.41,0.97,-20.78,19.68,-27.48
-0.16,-0.41,0.93,-21.01,16.73,-34.56
-0.16,-0.44,0.93,-17.71,19.63,-32.69
-0.2,-0.45,0.9,-14.2,22.7,-31.97
-0.19,-0.46,0.88,-13.13,21.97,-31.31
-0.12,-0.41,0.83,-14.67,23.92,-28.93
-0.12,-0.35,0.82,-18.79,30.53,-26.08
-0.05,-0.34,0.8,-19.31,32.46,-25.05
-0.05,-0.33,0.66,-22.73,32.17,-29.15
-0.06,-0.34,0.74,-29.31,23.65,-42.32
-0.15,-0.37,0.84,-41.94,21.15,-49.69
-0.14,-0.49,0.91,-57.24,9.3,-56.7
-0.21,-0.52,0.98,-54.34,9.5,-56.23
-0.29,-0.49,1.03,-53.47,7.68,-57.86
-0.31,-0.41,1.05,-50.82,14.58,-54.29
-0.3,-0.41,0.99,-50.9,26.93,-48.52
-0.33,-0.5,0.93,-53.6,40.5,-42.84
-0.37,-0.53,1.0,-57.39,60.27,-36.26
-0.38,-0.56,1.05,-61.28,49.39,-36.24
-0.39,-0.57,1.06,-62.11,41.53,-35.68
-0.36,-0.59,1.09,-57.86,31.04,-37.47
-0.36,-0.6,1.1,-51.63,17.42,-41.21
-0.38,-0.56,1.07,-46.64,6.96,-43.44
-0.38,-0.53,1.02,-43.27,8.55,-40.31
-0.34,-0.52,0.87,-38.79,10.09,-37.08
-0.4,-0.54,0.92,-33.73,7.83,-38.18
-0.47,-0.56,0.99,-37.76,-2.0,-37.59
-0.53,-0.59,1.05,-41.82,-18.03,-38.2
-0.56,-0.61,1.09,-42.37,-29.65,-37.11
-0.59,-0.64,1.13,-36.26,-35.51,-32.67
-0.58,-0.66,1.12,-27.83,-35.16,-25.79
-0.55,-0.65,1.07,-19.56,-32.34,-18.0
-0.53,-0.58,0.94,-13.11,-23.85,-10.21
-0.48,-0.57,0.91,-5.71,-16.72,2.06
-0.49,-0.59,0.91,-5.48,-15.94,5.83
-0.5,-0.59,0.91,-6.12,-25.22,6.4
-0.5,-0.59,0.9,-5.68,-35.8,7.86
-0.45,-0.59,0.94,-5.11,-38.26,10.58
-0.38,-0.59,0.96,-3.13,-43.74,11.95
-0.34,-0.6,0.99,-1.48,-48.37,11.77
-0.3,-0.6,0.99,0.52,-45.44,13.05
-0.28,-0.59,0.97,4.23,-36.7,16.03
-0.27,-0.58,0.98,9.65,-26.14,20.72
-0.24,-0.56,0.96,10.43,-24.46,22.47
-0.25,-0.59,0.96,9.86,-22.63,23.53
-0.28,-0.59,0.96,9.77,-21.97,23.92
-0.26,-0.6,0.97,10.46,-23.57,25.63
-0.22,-0.59,0.99,10.73,-25.19,26.76
-0.24,-0.58,0.98,11.16,-22.98,27.15
-0.26,-0.59,0.97,13.16,-18.26,28.61
-0.23,-0.59,0.97,16.11,-16.56,31.1
-0.2,-0.6,0.96,21.22,-18.56,33.28
-0.21,-0.59,0.94,22.08,-20.9,33.71
-0.23,-0.58,0.93,25.63,-18.76,34.7
-0.25,-0.57,0.89,29.42,-17.53,36.46
-0.22,-0.55,0.87,33.42,-18.32,40.21
-0.21,-0.56,0.88,35.39,-21.83,42.79
-0.22,-0.54,0.85,36.96,-26.11,44.02
-0.19,-0.53,0.84,39.73,-26.49,46.55
-0.16,-0.52,0.87,45.05,-29.56,48.76
-0.11,-0.5,0.91,56.2,-30.38,54.24
-0.05,-0.5,0.92,57.18,-31.3,55.77
-0.02,-0.47,0.91,62.73,-27.79,56.37
-0.02,-0.44,0.87,62.56,-19.65,53.76
-0.05,-0.44,0.85,66.63,-14.47,49.39
-0.04,-0.42,0.87,66.75,-16.55,48.37
-0.0,-0.39,0.87,61.66,-22.14,45.45
-0.0,-0.39,0.87,48.78,-29.18,43.83
-0.0,-0.4,0.92,39.98,-33.97,41.31
-0.04,-0.43,0.93,28.95,-35.71,39.5
-0.0,-0.39,0.97,38.12,-33.5,37.1
0.02,-0.39,0.96,33.24,-37.1,39.85
0.03,-0.39,0.95,28.46,-33.11,40.35
0.07,-0.37,0.92,24.78,-28.15,42.05
0.12,-0.36,0.9,22.56,-21.15,42.81
0.13,-0.36,0.89,19.6,-12.37,40.78
