acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.21,-0.15,1.0,2.24,1.94,1.59
0.19,-0.16,0.98,1.11,-2.41,-0.24
0.16,-0.15,0.97,-0.2,-5.08,-0.6
0.14,-0.13,0.98,-1.42,-10.95,0.09
0.17,-0.12,0.99,-2.58,-14.32,0.23
0.25,-0.1,1.04,-4.43,-11.65,-2.73
0.24,-0.13,1.07,-3.83,-4.41,-1.71
0.28,-0.13,1.08,-3.28,6.21,-0.85
0.27,-0.14,1.07,-2.9,10.79,-2.49
0.23,-0.14,1.04,-1.79,13.25,-4.9
0.16,-0.13,1.01,-1.53,11.66,-5.88
0.09,-0.13,1.0,-2.38,6.98,-4.7
0.07,-0.12,0.99,-4.49,1.45,-3.24
0.05,-0.13,1.01,-6.31,-7.31,-1.62
0.04,-0.16,1.05,-5.74,-12.02,0.87
0.08,-0.17,1.06,-2.99,-6.38,3.79
0.13,-0.17,1.06,-2.79,-1.44,5.59
0.15,-0.18,1.06,-1.91,-1.13,5.04
0.15,-0.17,1.05,2.49,-0.38,3.59
0.15,-0.14,1.01,5.88,1.1,2.72
0.14,-0.11,0.95,-0.52,-6.58,3.1
0.18,-0.11,0.97,-3.92,-9.97,2.52
0.18,-0.12,0.98,-4.84,-8.24,1.98
0.17,-0.11,0.99,-5.76,-3.83,1.91
0.14,-0.12,0.99,-7.59,-3.8,2.96
0.15,-0.13,1.01,-8.81,-7.11,3.82
0.19,-0.13,1.05,-7.11,-8.82,2.67
0.23,-0.13,1.08,-3.82,-5.63,1.11
0.24,-0.13,1.09,-2.72,-1.3,0.15
0.24,-0.12,1.07,-3.82,2.6,0.0
0.25,-0.11,1.07,-5.4,5.28,-0.47
0.22,-0.11,1.08,-5.82,6.76,-0.34
0.21,-0.11,1.05,-5.98,9.05,1.56
0.26,-0.11,1.05,-8.02,8.95,2.18
0.28,-0.11,1.06,-9.79,7.07,0.78
0.29,-0.14,1.07,-9.94,7.94,0.02
0.33,-0.15,1.08,-10.21,7.8,-1.39
0.36,-0.17,1.09,-10.73,9.63,-6.66
0.32,-0.18,1.08,-9.69,10.32,-9.13
0.27,-0.18,1.06,-8.89,13.04,-9.68
0.24,-0.18,1.05,-10.32,10.41,-9.34
0.24,-0.17,1.03,-12.87,13.39,-8.34
0.19,-0.19,1.1,-11.73,0.23,-7.37
0.29,-0.17,1.09,-8.52,1.91,-6.76
0.31,-0.19,1.08,-4.7,6.69,-8.12
0.33,-0.18,1.07,-3.89,8.49,-8.58
0.36,-0.19,1.06,-2.56,9.24,-9.92
0.4,-0.18,1.02,-1.73,14.55,-13.86
0.37,-0.15,0.99,-1.19,23.11,-16.95
0.33,-0.14,0.92,-2.64,25.86,-18.89
0.27,-0.14,0.92,-13.83,18.09,-22.81
0.22,-0.14,0.95,-17.95,15.92,-23.01
0.2,-0.17,0.99,-18.43,16.6,-23.31
0.17,-0.18,1.03,-17.28,19.97,-23.15
0.08,-0.2,1.09,-13.44,13.79,-20.84
0.13,-0.21,1.08,-9.11,13.88,-19.3
0.14,-0.2,1.08,-6.17,11.44,-19.39
0.14,-0.19,1.08,-5.11,4.38,-19.8
0.17,-0.18,1.04,-5.59,1.57,-19.25
0.2,-0.17,0.99,-9.69,5.01,-19.8
0.2,-0.15,0.99,-15.8,8.37,-21.47
0.2,-0.16,0.99,-19.94,5.88,-24.66
0.14,-0.17,1.1,-13.82,1.02,-27.59
0.14,-0.16,1.09,-8.15,10.44,-27.27
0.12,-0.19,1.07,-5.5,6.56,-27.85
0.16,-0.13,1.03,-9.27,3.3,-28.56
0.17,-0.17,1.04,-13.3,-0.81,-29.76
0.17,-0.17,1.04,-14.6,8.12,-31.22
0.16,-0.18,1.02,-13.91,20.61,-32.61
0.1,-0.18,1.05,-12.37,17.16,-31.5
0.07,-0.19,1.04,-8.75,13.76,-29.42
0.1,-0.2,1.06,-6.64,7.76,-29.05
0.14,-0.2,1.06,-5.33,2.55,-29.68
0.14,-0.19,1.07,-4.31,1.5,-28.26
0.24,-0.22,1.07,-2.93,1.77,-27.48
0.28,-0.23,1.05,-2.03,4.31,-28.53
0.27,-0.22,1.04,-1.05,9.33,-29.65
0.28,-0.21,1.02,-1.16,10.95,-30.11
0.28,-0.19,0.99,-1.6,9.5,-31.59
0.3,-0.17,0.99,-1.19,10.11,-33.79
0.28,-0.16,0.95,-0.11,15.82,-36.2
0.25,-0.15,0.91,-1.65,14.78,-37.31
0.29,-0.15,0.87,-6.66,9.51,-40.26
0.29,-0.16,0.87,-11.24,8.66,-42.34
0.28,-0.16,0.88,-13.73,15.22,-43.21
0.27,-0.17,0.88,-16.24,21.1,-44.4
0.19,-0.18,0.94,-19.39,23.04,-45.98
0.14,-0.18,0.98,-18.81,26.18,-45.13
0.12,-0.18,0.99,-17.88,27.69,-41.86
0.11,-0.18,0.98,-16.43,25.08,-40.96
0.15,-0.18,0.97,-18.29,30.72,-39.19
0.18,-0.21,1.0,-18.46,27.83,-39.04
0.18,-0.23,1.01,-17.69,31.24,-39.68
0.16,-0.24,1.01,-15.82,31.68,-40.6
0.09,-0.26,1.03,-13.08,25.02,-42.32
0.0,-0.26,1.04,-9.33,13.24,-43.07
-0.08,-0.24,1.03,-5.56,-3.59,-43.33
-0.15,-0.22,0.99,-2.26,-29.45,-35.04
-0.13,-0.21,1.0,-4.32,-28.56,-27.31
-0.05,-0.22,1.03,-8.02,-21.85,-19.83
0.03,-0.22,1.06,-10.23,-14.78,-16.81
0.13,-0.23,1.09,-9.83,-9.79,-17.31
0.17,-0.22,1.1,-9.73,-5.07,-21.13
0.25,-0.23,1.14,-8.61,-3.66,-28.79
0.28,-0.24,1.14,-7.08,0.0,-37.36
0.28,-0.24,1.12,-4.18,14.5,-42.7
0.21,-0.2,1.06,-1.47,32.63,-43.04
0.14,-0.17,0.95,-2.4,45.89,-41.34
0.13,-0.15,0.89,-14.98,46.11,-39.42
0.15,-0.19,0.92,-20.24,44.21,-42.49
0.1,-0.22,1.0,-20.6,33.28,-46.95
0.06,-0.23,1.01,-19.79,28.89,-49.39
0.02,-0.22,1.03,-17.92,24.03,-49.86
0.04,-0.21,1.02,-16.78,22.34,-50.03
0.05,-0.2,0.98,-17.63,22.35,-51.31
0.07,-0.19,0.97,-20.69,24.18,-51.53
0.09,-0.2,0.99,-24.18,28.24,-51.92
0.08,-0.22,1.0,-26.03,34.82,-50.21
0.07,-0.22,1.01,-27.74,38.66,-51.68
0.06,-0.25,1.02,-27.98,47.27,-51.8
0.03,-0.27,1.04,-28.02,50.63,-51.19
0.01,-0.27,1.04,-26.47,56.89,-48.75
