acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.13,-0.07,1.07,-0.38,-0.66,0.76
0.11,-0.06,1.05,-1.4,-2.93,0.95
0.1,-0.05,1.04,-2.37,-8.09,1.8
0.1,-0.04,1.05,-2.93,-10.12,2.11
0.13,-0.04,1.07,1.37,-5.91,1.74
0.17,-0.04,1.1,1.88,-6.58,1.3
0.17,-0.03,1.11,2.03,-4.56,1.15
0.18,-0.04,1.1,2.76,-0.87,0.46
0.18,-0.04,1.1,3.85,2.78,-0.46
0.18,-0.03,1.06,4.09,6.53,-0.38
0.15,-0.02,1.04,2.02,4.96,-0.11
0.13,-0.03,1.01,-1.33,0.9,0.44
0.11,-0.02,1.02,-2.02,1.73,0.82
0.13,-0.03,1.01,-0.98,3.21,1.1
0.12,-0.03,1.02,-1.05,1.37,1.1
0.11,-0.03,1.0,-3.39,-0.67,1.85
0.11,-0.03,0.99,-6.21,-2.08,3.11
0.1,-0.02,0.98,-8.18,-6.66,2.73
0.12,-0.02,1.02,-4.64,-4.31,1.95
0.15,-0.03,1.04,-0.55,-0.89,1.65
0.13,-0.04,1.03,-0.15,-1.28,1.66
0.13,-0.03,1.0,-2.12,-1.98,1.89
0.14,-0.02,1.0,-3.48,-0.31,2.49
0.14,-0.03,1.01,-3.36,-0.23,2.73
0.14,-0.03,1.01,-3.3,0.81,2.73
0.14,-0.03,1.02,-3.76,1.44,2.61
0.15,-0.03,1.0,-3.85,1.08,2.9
0.13,-0.03,1.01,-3.59,-0.31,2.89
0.14,-0.02,1.0,-4.29,-0.96,2.32
0.16,-0.02,1.01,-5.05,-1.97,1.86
0.15,-0.02,0.99,-6.44,-2.63,1.57
0.15,-0.01,1.0,-8.15,-4.69,1.05
0.14,-0.01,1.0,-8.76,-4.14,1.39
0.15,-0.02,1.0,-9.57,-2.5,2.47
0.15,-0.02,0.99,-11.27,-2.32,2.34
0.15,-0.02,0.99,-11.05,-0.15,2.95
0.14,-0.02,0.98,-10.53,-0.09,2.73
0.14,-0.02,0.95,-10.38,-0.93,2.89
0.14,-0.02,0.95,-19.71,4.95,7.95
0.14,-0.0,0.87,-20.63,-5.18,3.76
0.09,-0.03,0.85,-22.92,0.5,3.47
0.1,-0.03,0.79,-25.25,-9.47,3.91
0.05,-0.03,0.81,-29.95,-16.0,7.56
-0.0,-0.06,0.81,-28.37,-23.94,10.41
0.04,0.01,0.82,-28.21,-26.49,13.53
0.08,-0.01,0.9,-28.24,-29.04,14.75
0.15,-0.03,0.91,-27.77,-26.75,13.01
0.24,-0.05,0.94,-27.47,-15.51,9.6
0.29,-0.06,0.95,-24.79,-2.72,6.24
0.3,-0.05,0.94,-22.0,12.56,4.43
0.26,-0.07,0.91,-26.26,19.47,2.85
0.15,-0.1,0.88,-26.79,22.11,3.22
0.11,-0.12,0.85,-27.65,28.64,6.17
0.08,-0.12,0.8,-29.94,31.91,7.98
0.05,-0.12,0.75,-33.36,26.29,8.84
-0.01,-0.13,0.7,-38.99,14.43,9.76
-0.06,-0.15,0.67,-43.91,1.88,12.05
-0.09,-0.17,0.66,-44.56,-18.34,16.08
-0.14,-0.14,0.74,-39.6,-34.64,18.55
-0.02,-0.17,0.71,-41.88,-53.22,17.25
0.1,-0.17,0.81,-42.49,-67.98,13.83
0.18,-0.18,0.89,-36.32,-55.22,12.58
0.26,-0.18,0.92,-34.32,-31.13,10.12
0.33,-0.19,0.88,-37.13,-15.05,9.36
0.32,-0.17,0.89,-38.37,-0.41,10.02
0.27,-0.18,0.83,-43.73,-0.93,10.43
0.23,-0.18,0.84,-48.67,-10.52,8.9
0.22,-0.21,0.9,-47.66,-10.82,8.67
0.22,-0.25,0.95,-45.22,-9.54,7.66
0.25,-0.26,0.99,-41.94,-8.0,6.67
0.23,-0.28,1.02,-37.89,-4.34,5.28
0.26,-0.31,1.04,-35.86,1.28,3.97
0.26,-0.34,1.04,-36.78,10.55,3.5
0.24,-0.34,1.01,-36.63,20.73,5.1
0.2,-0.34,0.96,-38.73,22.9,6.31
0.16,-0.34,0.89,-43.18,19.94,8.31
0.05,-0.31,0.84,-45.05,10.6,13.19
-0.05,-0.28,0.83,-51.15,-12.53,19.47
-0.04,-0.26,0.85,-58.12,-36.6,21.11
0.1,-0.27,1.02,-47.33,-40.89,16.0
0.25,-0.35,1.18,-38.85,-36.79,13.69
0.32,-0.35,1.25,-38.09,-44.14,10.32
0.4,-0.39,1.28,-37.76,-23.1,7.88
0.45,-0.4,1.27,-37.94,-2.06,6.43
0.44,-0.39,1.2,-39.44,11.95,4.76
0.38,-0.39,1.15,-40.46,22.2,2.21
0.35,-0.4,1.12,-39.83,23.98,0.63
0.27,-0.41,1.1,-39.88,29.98,0.92
0.18,-0.39,1.03,-40.96,20.82,2.31
0.09,-0.38,0.96,-45.45,3.04,3.36
0.08,-0.38,0.95,-46.66,-9.62,3.79
0.12,-0.37,0.99,-46.78,-14.34,5.85
0.15,-0.38,0.99,-50.67,-20.0,6.09
0.24,-0.36,0.98,-53.34,-28.46,3.85
0.27,-0.37,1.05,-53.77,-22.55,0.9
0.35,-0.4,1.11,-50.87,-7.51,-2.7
0.37,-0.43,1.17,-47.83,12.43,-4.5
0.36,-0.43,1.15,-45.24,23.27,-6.43
0.3,-0.43,1.08,-44.66,21.56,-7.39
0.2,-0.42,1.05,-45.97,17.25,-6.46
0.17,-0.44,1.01,-47.77,5.65,-7.28
0.19,-0.46,1.04,-46.02,3.48,-7.66
0.2,-0.47,1.05,-43.3,3.54,-7.83
0.19,-0.49,1.06,-42.08,5.76,-7.74
0.2,-0.48,1.06,-38.72,7.76,-8.43
0.2,-0.49,1.05,-37.36,12.18,-8.05
0.18,-0.48,1.01,-37.76,11.16,-7.57
0.17,-0.49,1.01,-36.82,11.63,-7.51
0.17,-0.5,1.02,-36.06,11.92,-6.99
0.15,-0.5,1.01,-34.29,11.77,-6.09
0.13,-0.51,1.01,-33.33,9.24,-5.66
0.12,-0.51,0.98,-31.56,8.46,-5.04
0.09,-0.52,0.96,-29.73,4.23,-3.77
0.06,-0.52,0.93,-27.97,-7.28,-1.21
0.08,-0.53,0.88,-29.51,-8.18,0.27
0.11,-0.53,0.83,-33.24,-8.87,-0.27
0.16,-0.52,0.85,-35.92,-6.76,-1.5
0.19,-0.54,0.87,-35.28,-0.53,-2.31
0.2,-0.55,0.93,-35.59,2.89,-2.47
0.17,-0.55,0.95,-31.63,6.9,-2.98
0.13,-0.56,0.95,-29.3,3.56,-2.76
0.11,-0.57,0.98,-24.27,13.22,-0.52
0.12,-0.56,0.95,-26.24,26.76,0.41
0.16,-0.54,0.88,-27.88,30.92,-0.15
0.12,-0.53,0.83,-28.96,29.11,-0.47
0.09,-0.55,0.79,-33.63,16.46,0.27
0.03,-0.55,0.78,-33.91,-10.09,-1.21
0.05,-0.58,0.88,-35.74,-24.49,0.06
0.06,-0.58,0.92,-34.6,-23.02,2.41
0.12,-0.58,0.98,-30.95,-20.37,3.63
0.15,-0.58,1.02,-29.66,-14.14,3.34
0.22,-0.58,1.04,-29.1,-4.17,1.59
0.26,-0.56,1.05,-29.5,5.37,-0.53
0.25,-0.57,1.03,-27.27,12.06,-2.02
0.18,-0.59,1.03,-25.11,12.81,-0.52
0.11,-0.6,0.99,-24.89,12.27,2.23
0.09,-0.6,0.94,-25.57,10.96,2.15
0.13,-0.6,0.92,-25.28,8.49,2.4
0.09,-0.6,0.9,-26.06,1.97,3.34
0.09,-0.61,0.91,-22.92,-3.27,3.73
0.15,-0.61,0.93,-23.51,-0.17,3.62
0.18,-0.62,0.93,-22.47,6.81,2.23
0.2,-0.62,0.94,-20.63,15.63,1.19
0.18,-0.62,0.93,-20.58,14.41,1.76
0.11,-0.62,0.89,-21.1,8.11,3.37
0.08,-0.62,0.87,-20.49,4.78,4.37
0.1,-0.62,0.88,-19.82,3.24,4.7
0.14,-0.64,0.89,-18.78,3.88,4.84
0.13,-0.65,0.88,-18.66,6.37,5.77
0.15,-0.64,0.85,-18.18,6.82,4.44
0.16,-0.64,0.82,-18.73,5.63,3.45
0.15,-0.64,0.79,-16.73,4.4,2.4
0.13,-0.64,0.78,-18.52,-2.24,3.79
0.1,-0.63,0.72,-20.69,-8.18,5.04
0.14,-0.62,0.73,-21.34,-18.92,0.46
0.2,-0.65,0.81,-19.6,-17.63,-1.56
0.24,-0.67,0.83,-19.01,-11.79,-2.89
0.26,-0.68,0.79,-19.8,2.52,-4.55
0.31,-0.69,0.75,-25.11,32.35,-6.55
0.38,-0.68,0.69,-31.48,64.96,-13.44
0.39,-0.66,0.62,-36.52,66.08,-21.42
0.25,-0.61,0.56,-38.98,63.25,-23.37
0.06,-0.6,0.54,-45.47,38.43,-20.6
-0.07,-0.62,0.56,-46.44,10.93,-16.9
-0.11,-0.66,0.72,-44.21,-2.05,-11.86
-0.05,-0.71,0.83,-33.44,-4.58,-4.38
0.08,-0.73,0.95,-27.44,2.37,-3.21
0.14,-0.73,0.96,-22.55,12.73,-0.67
0.11,-0.72,0.88,-20.93,22.02,1.97
0.12,-0.71,0.8,-18.37,15.39,2.06
0.08,-0.7,0.71,-20.47,-3.1,2.93
0.05,-0.71,0.61,-22.69,-18.69,3.89
0.07,-0.7,0.6,-22.11,-29.62,6.66
0.06,-0.7,0.59,-24.21,-44.46,8.05
0.13,-0.69,0.58,-23.73,-60.14,5.83
0.19,-0.69,0.63,-22.7,-62.87,3.56
0.26,-0.69,0.67,-22.55,-58.4,2.7
0.3,-0.71,0.68,-25.54,-14.47,-1.6
0.43,-0.71,0.68,-26.87,19.1,-5.69
0.46,-0.71,0.63,-34.53,38.38,-10.95
0.41,-0.68,0.52,-42.41,44.96,-16.67
0.34,-0.69,0.5,-46.37,41.5,-21.66
0.21,-0.69,0.52,-51.13,28.87,-20.38
0.09,-0.7,0.53,-58.66,4.27,-15.51
0.02,-0.72,0.57,-59.71,-11.92,-13.3
0.11,-0.76,0.69,-58.08,-9.34,-13.16
0.15,-0.79,0.77,-56.37,-2.89,-12.55
0.19,-0.82,0.8,-50.98,14.79,-12.92
0.25,-0.84,0.84,-46.44,48.92,-16.9
0.24,-0.82,0.76,-41.69,49.36,-19.54
0.1,-0.79,0.69,-44.56,36.38,-18.18
-0.0,-0.77,0.6,-46.52,20.27,-14.69
-0.08,-0.78,0.63,-47.07,6.52,-6.95
-0.12,-0.78,0.67,-49.92,1.19,-3.11
0.01,-0.8,0.71,-46.63,-3.01,-5.54
0.06,-0.83,0.82,-42.96,-2.7,-9.01
0.13,-0.87,0.87,-39.97,7.62,-14.95
0.18,-0.88,0.91,-37.56,25.07,-22.92
0.16,-0.9,0.93,-36.2,50.81,-23.69
0.05,-0.94,0.93,-32.32,106.41,-7.27
-0.06,-0.91,0.76,-29.07,110.67,-0.73
-0.13,-0.79,0.49,-40.11,95.01,6.78
-0.17,-0.72,0.29,-47.76,61.91,10.05
-0.14,-0.71,0.35,-48.31,28.73,11.73
-0.1,-0.76,0.51,-42.52,-4.15,13.66
-0.02,-0.82,0.67,-32.79,-24.11,17.44
0.1,-0.87,0.79,-22.24,-31.04,18.55
0.21,-0.88,0.84,-19.45,-30.0,17.33
0.35,-0.85,0.76,-21.05,-8.73,11.39
0.49,-0.81,0.7,-22.84,18.58,1.53
0.52,-0.75,0.61,-44.02,41.98,-13.92
0.31,-0.74,0.51,-49.69,37.95,-16.87
0.15,-0.76,0.57,-59.86,18.85,-12.41
0.06,-0.77,0.68,-70.66,50.41,-6.84
0.3,-0.81,1.02,-71.02,113.6,-6.24
0.41,-0.89,1.39,-46.41,158.6,-12.32
0.37,-0.99,1.63,-13.02,151.1,-23.07
0.2,-1.06,1.49,9.33,109.69,-29.33
-0.01,-1.06,1.18,22.63,64.52,-30.5
-0.16,-1.0,0.9,25.66,27.11,-26.47
-0.27,-0.95,0.65,8.5,-16.0,-5.83
-0.4,-0.83,0.45,3.36,-27.57,8.02
