acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.17,-0.14,1.1,5.76,-1.82,5.89
0.19,-0.12,1.06,7.3,-2.32,4.49
0.19,-0.08,1.03,4.73,-4.9,3.07
0.18,-0.07,1.01,0.49,-6.95,2.17
0.16,-0.06,1.01,-2.4,-5.31,2.21
0.18,-0.06,1.04,-4.7,-6.61,3.16
0.18,-0.07,1.05,-3.89,-7.94,1.27
0.19,-0.08,1.05,-2.63,-5.02,0.64
0.18,-0.08,1.08,-3.21,-5.25,0.55
0.19,-0.09,1.09,-3.48,-0.11,1.42
0.19,-0.11,1.1,-1.37,6.53,1.3
0.17,-0.1,1.11,1.31,4.12,0.75
0.15,-0.08,1.03,7.44,2.5,2.37
0.15,-0.06,0.99,6.47,0.69,3.1
0.16,-0.06,0.95,4.99,0.6,4.55
0.17,-0.06,0.93,2.76,-0.21,4.93
0.18,-0.04,0.91,-0.12,-2.41,4.79
0.2,-0.03,0.88,-2.66,-2.47,4.95
0.2,-0.02,0.88,-6.2,-6.67,3.56
0.21,-0.03,0.91,-9.42,-12.2,1.71
0.26,-0.05,0.96,-9.63,-15.08,-1.1
0.27,-0.05,0.99,-8.55,-12.53,-3.24
0.24,-0.07,1.03,-6.66,-9.47,-4.2
0.21,-0.08,1.06,-4.98,-7.66,-3.54
0.2,-0.08,1.05,-2.99,-6.49,-4.03
0.16,-0.07,1.06,-1.27,-10.24,-4.46
0.11,-0.06,1.07,-0.37,-16.78,-1.73
0.2,-0.07,1.16,-0.64,-26.72,3.05
0.24,-0.09,1.22,2.84,-28.75,2.11
0.3,-0.1,1.2,7.16,-23.18,0.9
0.32,-0.09,1.19,11.07,-15.74,-1.27
0.3,-0.09,1.14,12.23,-9.02,-2.87
0.22,-0.09,1.08,12.35,-4.78,-2.81
0.18,-0.08,1.05,10.79,-6.79,-2.11
0.17,-0.07,1.02,7.01,-8.52,-0.35
0.18,-0.06,1.01,4.9,-8.85,0.41
0.19,-0.06,1.02,3.73,-6.73,2.18
0.21,-0.06,1.01,3.25,-4.7,3.21
0.22,-0.06,0.97,2.82,-4.7,3.31
0.22,-0.05,0.95,0.0,-4.27,3.53
0.24,-0.03,0.93,-2.41,-3.18,3.13
0.27,-0.03,0.93,-3.28,-0.53,0.79
