acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.17,-0.04,1.01,-6.85,-2.23,-1.18
0.19,-0.05,1.04,-8.12,-3.54,-0.96
0.2,-0.06,1.03,-9.21,-2.5,-0.47
0.18,-0.06,1.07,-9.08,2.29,-0.2
0.2,-0.07,1.04,-9.88,-0.17,-0.46
0.2,-0.06,1.06,-7.71,-1.1,-1.34
0.19,-0.06,1.07,-6.2,0.72,-2.18
0.2,-0.06,1.05,-4.43,-0.61,-2.9
0.18,-0.06,1.05,-4.34,3.73,-2.53
0.17,-0.07,1.06,-5.07,4.24,-2.41
0.14,-0.06,1.06,-5.92,4.24,-2.17
0.14,-0.06,1.04,-4.9,4.47,-1.16
0.14,-0.06,1.02,-4.29,3.22,-0.37
0.15,-0.06,1.03,-5.92,-0.4,-0.37
0.17,-0.07,1.05,-7.97,-5.74,-0.58
0.2,-0.08,1.06,-8.0,-6.66,-0.15
0.17,-0.07,1.06,-5.89,-2.41,-0.14
0.16,-0.07,1.06,-4.23,0.72,-0.7
0.15,-0.05,1.03,-3.15,-0.06,-0.61
0.16,-0.05,1.05,-2.38,0.46,0.15
0.18,-0.05,1.04,-4.78,-2.78,0.69
0.22,-0.06,1.06,-6.6,-6.67,0.38
0.23,-0.06,1.06,-6.17,-4.34,0.47
0.22,-0.06,1.05,-4.38,-0.6,-0.08
0.21,-0.07,1.06,-4.53,0.5,-1.08
0.18,-0.06,1.03,-5.25,0.44,-2.23
0.16,-0.06,1.04,-4.09,2.69,-1.83
0.15,-0.06,1.02,-3.94,4.03,-1.3
0.14,-0.07,1.03,-5.11,1.98,-0.84
0.14,-0.07,1.01,-5.4,1.92,-0.03
0.14,-0.07,0.99,-5.5,3.16,0.72
0.15,-0.07,0.96,-4.73,4.05,1.24
0.07,-0.1,0.92,-5.57,7.66,1.63
0.17,-0.06,0.95,-12.44,-13.65,1.6
0.15,-0.08,0.96,-12.92,-6.05,2.95
0.16,-0.06,0.98,-8.87,-5.08,2.43
0.16,-0.05,0.97,-9.77,-7.34,2.26
0.18,-0.05,0.96,-10.95,-5.21,2.98
0.17,-0.04,0.96,-10.29,-2.98,3.37
0.18,-0.06,0.93,-13.6,-7.11,3.19
0.15,-0.07,0.93,-15.47,2.31,5.07
0.18,-0.06,0.89,-12.49,0.2,4.63
0.13,-0.04,0.88,-13.3,5.62,5.42
0.15,-0.03,0.87,-14.72,1.21,5.92
0.22,-0.04,0.84,-16.52,-8.49,6.2
0.22,-0.04,0.85,-18.61,-6.82,5.48
0.24,-0.05,0.84,-20.32,-8.14,3.48
0.25,-0.05,0.85,-25.42,-4.9,2.24
0.25,-0.07,0.85,-25.74,0.29,1.73
0.22,-0.09,0.87,-27.22,5.51,0.64
0.2,-0.1,0.92,-29.6,5.83,-0.85
0.19,-0.12,0.92,-29.89,4.53,-1.68
0.19,-0.14,0.93,-28.2,7.39,-1.07
0.17,-0.14,0.94,-27.76,9.63,-0.32
0.16,-0.15,0.92,-27.69,8.92,-0.27
0.14,-0.15,0.9,-25.57,11.71,-0.43
0.09,-0.14,0.89,-24.67,13.3,-0.02
0.09,-0.14,0.89,-25.48,9.95,1.21
0.1,-0.15,0.9,-27.48,3.54,2.49
0.13,-0.16,0.91,-30.05,-2.03,3.04
0.15,-0.17,0.9,-29.16,-3.48,3.76
0.14,-0.17,0.89,-28.92,4.85,5.08
0.14,-0.17,0.86,-29.48,9.04,6.31
0.14,-0.17,0.87,-30.46,11.08,7.02
0.13,-0.17,0.86,-32.27,8.46,5.97
0.13,-0.18,0.85,-32.0,8.7,6.11
0.13,-0.23,0.85,-31.83,9.08,7.62
0.16,-0.2,0.9,-36.34,1.94,6.95
0.18,-0.23,0.95,-39.79,-4.56,5.6
0.17,-0.26,0.96,-37.8,-0.18,5.45
0.15,-0.26,0.93,-34.06,7.68,6.26
0.13,-0.25,0.87,-31.71,15.3,6.81
0.11,-0.25,0.85,-30.11,20.95,8.11
0.1,-0.25,0.86,-32.79,21.34,9.3
