acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.19,-0.15,1.07,-1.24,-3.77,0.15
0.17,-0.16,1.08,-0.35,-3.74,-0.75
0.17,-0.16,1.09,0.63,-2.35,-0.14
0.19,-0.16,1.1,1.71,-3.08,0.17
0.21,-0.17,1.09,2.2,-2.08,0.9
0.21,-0.16,1.07,3.91,4.08,1.39
0.18,-0.16,1.04,4.87,9.59,1.04
0.14,-0.15,1.0,4.43,9.97,0.41
0.12,-0.15,0.98,2.81,8.26,1.05
0.11,-0.14,0.98,0.55,3.36,1.22
0.18,-0.15,1.01,-1.94,-2.79,2.0
0.17,-0.15,1.06,-3.95,-7.42,0.92
0.2,-0.16,1.05,-3.91,-10.4,0.95
0.22,-0.15,1.09,-1.8,-4.64,1.04
0.23,-0.14,1.09,1.54,-3.07,-0.35
0.21,-0.13,1.09,1.44,-3.65,-1.16
0.21,-0.12,1.07,3.22,0.03,-1.48
0.19,-0.13,1.07,3.27,2.5,-1.65
0.17,-0.13,1.06,2.14,0.29,-2.0
0.15,-0.12,1.04,3.33,2.85,-1.15
0.15,-0.11,1.02,4.58,4.05,-0.02
0.18,-0.12,1.05,2.55,-1.59,0.05
0.21,-0.14,1.07,0.17,-11.08,-0.72
0.22,-0.13,1.06,2.64,-11.01,-1.66
0.21,-0.12,1.04,4.15,-4.95,-2.29
0.19,-0.12,1.01,2.27,1.82,-1.71
0.16,-0.12,1.02,1.86,6.6,-1.02
0.15,-0.1,0.95,1.65,6.31,-0.41
0.13,-0.1,0.98,-1.19,6.61,0.0
0.15,-0.11,0.97,-4.2,-1.18,0.44
0.15,-0.11,0.97,-4.9,-4.95,0.38
0.14,-0.1,0.96,-4.37,-2.4,0.56
0.12,-0.11,0.96,-5.63,-3.19,0.32
0.1,-0.1,0.93,-6.92,-3.79,1.44
0.12,-0.09,0.9,-7.56,-4.92,2.78
0.14,-0.1,0.9,-9.27,-4.34,3.91
0.13,-0.1,0.89,-12.49,-7.05,3.24
0.13,-0.1,0.87,-13.11,-8.78,1.6
0.12,-0.11,0.88,-14.67,-7.56,0.66
0.13,-0.11,0.89,-17.44,-8.24,1.74
0.16,-0.11,0.84,-18.52,-7.79,3.51
0.16,-0.1,0.83,-19.1,-2.18,4.76
0.17,-0.09,0.78,-21.42,2.08,5.6
0.2,-0.19,0.68,-26.06,6.12,7.3
0.18,-0.09,0.74,-35.59,13.71,8.37
0.19,-0.1,0.73,-33.21,10.26,7.95
0.15,-0.09,0.73,-34.29,17.48,7.33
0.18,-0.1,0.74,-36.98,12.87,6.78
0.22,-0.11,0.75,-38.58,0.49,3.8
0.23,-0.12,0.77,-39.6,-5.91,-0.38
0.24,-0.15,0.78,-39.1,-7.73,-3.59
0.23,-0.18,0.79,-41.88,-7.22,-5.77
0.22,-0.2,0.8,-46.34,-4.43,-7.02
0.15,-0.22,0.83,-47.88,6.2,-6.56
0.09,-0.21,0.86,-49.16,13.05,-4.44
0.1,-0.21,0.85,-48.49,12.79,-2.64
0.12,-0.22,0.86,-39.94,4.11,-0.4
0.16,-0.25,0.87,-41.18,-7.63,-1.28
0.19,-0.26,0.87,-42.02,-12.81,-1.94
0.19,-0.28,0.89,-42.72,-10.98,-2.72
0.18,-0.31,0.92,-45.59,-9.37,-3.25
0.16,-0.32,0.94,-46.23,-10.58,-3.79
0.15,-0.34,0.95,-43.04,-8.67,-3.6
0.16,-0.36,0.95,-40.08,-4.75,-2.23
0.15,-0.38,0.92,-38.67,-4.61,-2.53
0.1,-0.37,0.91,-37.27,-6.08,-3.19
0.07,-0.34,0.87,-36.29,-4.73,-1.4
0.15,-0.33,0.88,-34.89,-5.77,3.08
0.19,-0.35,0.92,-44.84,-30.15,3.21
0.23,-0.37,0.98,-40.78,-35.27,2.47
0.29,-0.38,0.99,-36.32,-33.74,3.86
0.34,-0.4,1.01,-35.83,-29.39,3.83
0.36,-0.41,1.0,-32.5,-17.92,1.92
0.32,-0.41,0.98,-33.42,-6.41,-0.02
0.21,-0.41,0.95,-33.8,7.16,-1.4
0.08,-0.39,0.89,-31.91,17.47,-2.4
0.05,-0.35,0.82,-32.73,16.92,0.92
0.11,-0.36,0.79,-34.75,9.16,6.84
0.2,-0.39,0.89,-39.79,-7.92,8.43
0.27,-0.42,0.96,-44.81,-23.77,7.15
0.29,-0.47,0.97,-41.24,-19.07,6.23
0.24,-0.48,0.92,-35.91,7.3,2.66
0.17,-0.48,0.87,-35.13,18.75,1.4
0.09,-0.51,0.83,-35.44,35.89,2.5
-0.04,-0.49,0.81,-33.42,51.44,4.24
-0.17,-0.47,0.78,-33.71,58.69,8.38
-0.23,-0.47,0.83,-36.73,51.83,15.48
-0.17,-0.51,0.94,-41.45,29.69,22.31
-0.09,-0.59,1.03,-42.03,-9.54,23.6
0.05,-0.53,1.11,-30.81,-40.47,19.68
0.15,-0.54,1.12,-27.48,-58.06,21.36
0.28,-0.5,1.08,-21.45,-58.27,21.59
0.36,-0.42,0.95,-20.66,-47.01,21.65
0.34,-0.42,0.95,-28.75,-16.31,17.91
0.34,-0.42,0.91,-34.12,-8.47,15.66
0.33,-0.45,0.95,-41.07,1.33,13.76
0.26,-0.45,0.95,-46.7,6.78,10.7
0.3,-0.51,0.97,-52.17,9.65,8.49
0.28,-0.54,0.97,-57.3,19.62,7.19
0.22,-0.53,1.1,-56.6,26.31,3.79
0.2,-0.59,1.07,-54.82,19.6,0.21
0.13,-0.59,1.03,-50.23,9.77,-4.11
0.13,-0.58,1.0,-46.7,10.98,-3.76
0.14,-0.58,1.01,-51.86,14.34,-0.46
0.13,-0.57,0.97,-50.75,10.79,-0.63
0.04,-0.59,0.96,-45.76,10.15,-1.65
0.07,-0.63,0.97,-50.08,-5.19,1.08
0.12,-0.62,0.99,-48.46,-10.82,3.15
0.17,-0.64,1.02,-45.69,-18.21,3.04
0.18,-0.64,1.0,-41.15,-18.9,2.15
0.2,-0.64,0.96,-36.21,-17.73,1.47
0.22,-0.64,0.94,-33.34,-14.64,1.36
0.23,-0.63,0.9,-30.79,-8.9,1.02
0.21,-0.6,0.86,-30.35,-1.86,-0.47
0.18,-0.57,0.77,-29.71,2.84,-1.02
0.11,-0.53,0.74,-31.34,1.51,-2.21
0.12,-0.55,0.72,-34.46,-10.0,-2.63
0.22,-0.61,0.93,-39.01,-20.93,-0.99
0.28,-0.67,1.0,-39.15,-45.83,-4.85
0.33,-0.68,1.04,-33.16,-39.94,-4.29
0.35,-0.68,1.04,-33.4,-23.3,-3.83
0.39,-0.67,0.99,-27.74,-10.2,-3.76
0.37,-0.65,0.92,-27.05,11.88,-4.73
0.24,-0.62,0.84,-29.97,32.2,-7.79
0.14,-0.62,0.78,-33.53,38.2,-10.29
0.11,-0.61,0.77,-40.73,34.58,-9.66
0.09,-0.65,0.8,-45.39,22.64,-9.82
0.13,-0.68,0.85,-49.08,5.36,-9.07
0.19,-0.71,0.92,-48.82,-6.99,-8.03
0.24,-0.74,0.96,-44.4,-9.91,-5.53
0.27,-0.76,1.0,-40.89,-5.62,-4.76
0.25,-0.77,0.95,-35.15,7.45,-5.59
0.13,-0.73,0.91,-30.89,22.08,-6.85
0.06,-0.69,0.8,-26.43,27.45,-6.0
0.04,-0.67,0.77,-25.34,26.63,-2.15
0.0,-0.66,0.77,-27.56,15.34,-1.07
0.05,-0.68,0.81,-29.31,-1.98,0.76
0.18,-0.7,0.86,-30.53,-14.78,4.08
0.26,-0.72,0.9,-29.19,-20.76,3.95
0.32,-0.72,0.91,-26.44,-16.7,2.14
0.37,-0.74,0.84,-24.35,-7.13,1.08
0.29,-0.73,0.75,-19.48,31.68,-2.67
0.2,-0.69,0.68,-18.81,47.88,-6.49
0.03,-0.64,0.63,-21.31,51.57,-9.68
-0.09,-0.64,0.54,-21.63,43.21,-8.84
-0.11,-0.68,0.65,-26.52,19.47,-5.19
-0.01,-0.74,0.78,-30.43,-16.5,-2.78
0.15,-0.75,0.82,-26.0,-37.83,0.03
0.22,-0.75,0.83,-21.36,-40.15,0.23
0.39,-0.75,0.88,-17.89,-47.82,-1.73
0.45,-0.73,0.86,-13.48,-44.81,-7.65
0.4,-0.73,0.7,-9.54,-26.92,-15.47
0.33,-0.71,0.6,-14.76,25.5,-21.56
0.2,-0.71,0.58,-22.08,54.02,-21.97
0.03,-0.73,0.59,-30.63,68.87,-24.29
-0.13,-0.71,0.68,-34.44,54.21,-29.82
-0.25,-0.72,0.73,-30.56,21.65,-33.77
-0.22,-0.75,0.8,-23.13,-17.79,-31.19
-0.02,-0.75,0.91,-18.6,-57.82,-26.52
0.19,-0.77,0.95,-11.07,-80.08,-23.89
0.36,-0.78,0.96,-6.14,-85.15,-24.2
0.54,-0.75,0.86,-2.31,-71.37,-23.44
0.51,-0.73,0.71,-5.31,6.55,-13.59
0.42,-0.7,0.61,-11.02,52.6,-10.55
0.3,-0.68,0.51,-26.56,74.41,-9.05
0.2,-0.65,0.44,-31.15,87.68,-7.97
0.07,-0.66,0.4,-37.19,98.93,-6.31
-0.05,-0.68,0.44,-41.57,96.44,-4.96
-0.12,-0.72,0.56,-62.73,96.03,-1.04
-0.1,-0.78,0.66,-42.11,44.99,2.98
-0.01,-0.78,0.72,-32.75,18.47,8.34
0.17,-0.79,0.76,-23.66,-4.92,13.66
0.29,-0.78,0.73,-17.45,-9.6,17.37
0.39,-0.7,0.61,-11.63,1.24,17.42
0.31,-0.68,0.54,-19.25,24.96,12.43
0.25,-0.69,0.49,-23.5,31.8,7.83
0.21,-0.72,0.55,-32.08,23.4,4.11
0.13,-0.74,0.59,-33.11,10.46,-1.69
0.17,-0.75,0.58,-31.97,-2.23,-1.98
0.21,-0.76,0.62,-33.85,-6.82,-0.08
0.25,-0.78,0.69,-36.52,-4.41,0.84
0.28,-0.82,0.72,-35.59,0.47,1.37
0.29,-0.82,0.72,-29.92,12.99,2.21
0.26,-0.82,0.67,-27.07,30.75,4.11
0.26,-0.81,0.63,-25.24,39.6,4.47
0.22,-0.79,0.56,-26.98,41.53,2.05
0.05,-0.78,0.56,-28.29,36.52,-2.99
0.05,-0.8,0.63,-31.71,-13.95,-14.81
0.03,-0.82,0.67,-32.5,-33.25,-14.46
0.14,-0.82,0.72,-31.92,-41.94,-10.32
0.2,-0.83,0.76,-31.36,-36.85,-6.66
0.25,-0.84,0.77,-28.47,-18.27,-2.09
0.31,-0.84,0.76,-25.6,5.88,3.95
0.31,-0.83,0.72,-23.91,30.12,8.06
0.31,-0.84,0.7,-22.9,45.91,6.11
0.31,-0.84,0.61,-20.76,51.77,3.42
0.19,-0.84,0.52,-21.18,62.6,-2.31
-0.09,-0.82,0.48,-20.09,41.4,-13.83
-0.08,-0.82,0.5,-26.2,-13.89,-19.76
-0.04,-0.83,0.57,-30.26,-22.02,-10.84
0.06,-0.85,0.69,-37.97,-26.87,-4.21
0.11,-0.87,0.77,-37.59,-16.61,0.49
0.13,-0.88,0.81,-34.79,3.98,6.31
0.17,-0.89,0.8,-30.47,25.15,12.69
0.16,-0.86,0.82,-27.57,35.21,14.0
0.2,-0.85,0.77,-19.33,31.1,11.39
0.16,-0.85,0.72,-16.0,24.72,6.27
0.11,-0.85,0.64,-10.34,5.37,-0.6
0.11,-0.82,0.51,-7.68,-14.72,-2.6
0.15,-0.82,0.51,-11.83,-24.44,0.09
0.2,-0.82,0.53,-15.39,-16.2,3.79
0.2,-0.83,0.54,-17.8,-2.02,6.35
0.22,-0.84,0.53,-18.81,6.78,7.74
0.21,-0.84,0.57,-21.04,5.3,5.56
0.21,-0.81,0.63,-21.21,0.2,2.73
0.25,-0.92,0.59,-16.99,-2.99,-0.72
0.22,-0.85,0.68,-8.72,3.98,-6.02
0.32,-0.85,0.74,-17.22,-1.5,-5.85
0.31,-0.87,0.93,-32.44,28.89,-1.3
0.25,-0.89,0.98,-37.74,68.14,0.49
0.14,-0.9,0.93,-37.01,99.68,0.27
-0.15,-0.93,0.87,-33.6,111.89,-1.66
-0.21,-0.95,0.85,-8.79,44.47,-8.46
-0.24,-0.93,0.8,4.05,2.5,-8.72
-0.16,-0.91,0.73,11.53,-20.98,-2.69
-0.14,-0.89,0.68,12.23,-26.6,5.24
-0.06,-0.87,0.68,10.67,-35.24,10.75
-0.0,-0.85,0.68,12.5,-41.98,13.48
0.08,-0.85,0.71,13.44,-44.63,15.8
0.17,-0.82,0.69,15.56,-43.08,16.82
0.23,-0.79,0.71,14.98,-35.01,14.46
0.26,-0.79,0.73,14.73,-27.51,10.14
0.27,-0.8,0.78,13.19,-20.05,4.58
0.21,-0.87,0.8,13.02,-11.28,0.6
0.12,-0.89,0.8,11.63,9.77,-3.83
0.05,-0.9,0.76,14.35,8.52,-3.86
0.01,-0.89,0.75,17.65,-1.4,-3.66
-0.01,-0.89,0.73,22.06,-15.31,-3.68
-0.03,-0.88,0.73,25.05,-25.21,-2.06
0.03,-0.88,0.73,26.23,-35.36,0.58
0.09,-0.86,0.74,27.18,-41.54,4.0
0.14,-0.86,0.73,27.15,-34.15,7.18
0.2,-0.84,0.73,28.02,-23.36,10.85
0.26,-0.84,0.75,26.15,-12.6,13.53
0.28,-0.84,0.74,29.07,-5.44,12.32
0.28,-0.85,0.75,30.7,-5.33,6.63
0.12,-0.85,0.74,31.6,-8.61,-0.82
0.09,-0.83,0.71,35.8,-11.08,-5.01
0.11,-0.8,0.68,35.21,-11.65,-1.83
0.12,-0.79,0.68,33.27,-10.76,0.0
0.13,-0.78,0.69,32.61,-9.3,1.11
0.16,-0.79,0.71,31.59,-10.37,1.57
0.16,-0.8,0.74,32.03,-10.43,1.3
0.12,-0.81,0.8,32.23,-4.95,0.9
