acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.2,-0.12,1.04,-5.8,-5.05,-0.85
0.22,-0.12,1.07,-5.44,-6.49,-1.89
0.24,-0.13,1.09,-3.59,-1.76,-3.39
0.22,-0.13,1.06,-2.9,1.05,-3.42
0.2,-0.13,1.07,-3.66,0.41,-2.87
0.19,-0.12,1.07,-3.77,0.06,-2.52
0.19,-0.13,1.07,-4.34,-0.95,-1.74
0.2,-0.14,1.09,-4.27,-0.76,-1.51
0.19,-0.14,1.09,-3.21,2.5,-0.38
0.19,-0.15,1.09,-2.02,1.59,0.12
0.22,-0.14,1.09,-1.91,0.85,-0.29
0.2,-0.14,1.08,-1.31,0.14,-0.55
0.22,-0.14,1.09,-0.37,0.29,-0.38
0.22,-0.14,1.08,-0.38,2.53,-0.29
0.22,-0.14,1.08,-0.63,2.58,-0.93
0.2,-0.14,1.05,-0.63,2.32,-0.66
0.19,-0.13,1.06,-0.52,1.07,-0.12
0.2,-0.13,1.06,-0.34,-1.83,0.17
0.25,-0.12,1.08,-2.34,-4.73,-1.69
0.27,-0.13,1.1,-2.12,-3.11,-1.95
0.27,-0.14,1.12,-1.47,-2.52,-2.41
0.29,-0.14,1.13,-1.59,0.53,-3.04
0.26,-0.13,1.14,-0.67,1.68,-3.97
0.25,-0.13,1.13,1.65,3.3,-4.17
0.25,-0.13,1.14,3.15,2.27,-4.81
0.25,-0.14,1.14,4.64,1.44,-5.88
0.23,-0.15,1.14,6.82,5.77,-5.25
0.22,-0.15,1.12,8.09,9.44,-4.64
0.18,-0.14,1.08,8.89,10.12,-3.69
0.15,-0.13,1.04,9.31,8.37,-2.89
0.13,-0.11,1.02,8.26,3.5,-1.82
0.14,-0.09,0.96,5.66,1.5,-0.76
0.15,-0.09,0.98,3.6,-5.47,0.11
0.18,-0.09,0.99,2.89,-7.82,0.47
0.22,-0.09,0.99,4.03,-6.61,-0.05
0.25,-0.08,0.99,6.4,-5.31,-2.46
0.25,-0.08,0.97,7.24,0.0,-2.73
0.23,-0.06,0.96,7.3,2.32,-2.35
0.21,-0.05,0.93,6.41,1.44,-2.32
0.21,-0.05,0.93,3.85,-0.64,-2.56
0.21,-0.06,0.94,2.81,-1.25,-3.19
0.2,-0.06,0.91,3.51,3.85,-2.55
0.17,-0.05,0.9,3.22,4.27,-1.63
0.19,-0.04,0.83,1.88,5.6,-1.91
0.19,-0.03,0.82,-2.06,7.18,-1.86
0.14,-0.02,0.8,-4.72,2.84,-1.68
0.16,-0.01,0.78,-6.6,1.25,-1.63
0.17,-0.01,0.76,-10.21,-0.56,-1.73
0.18,-0.03,0.79,-14.14,-3.69,-2.63
0.19,-0.05,0.79,-15.91,-0.47,-2.81
0.18,-0.06,0.8,-17.91,2.2,-3.44
0.09,-0.09,0.84,-19.37,-2.12,-1.36
0.09,-0.11,0.85,-19.18,-0.92,1.18
0.08,-0.1,0.86,-17.91,-0.24,3.48
0.07,-0.1,0.84,-16.72,-0.63,5.4
0.05,-0.1,0.84,-17.39,-4.11,8.06
0.07,-0.1,0.83,-17.3,-6.96,10.37
0.11,-0.09,0.82,-17.69,-7.63,11.69
0.12,-0.08,0.8,-19.65,-9.68,12.61
0.14,-0.09,0.78,-21.02,-11.3,13.24
0.16,-0.1,0.76,-24.06,-10.99,13.5
0.15,-0.09,0.76,-26.58,-7.65,14.27
0.15,-0.1,0.74,-28.09,-4.55,14.7
0.14,-0.12,0.78,-36.52,-15.01,14.34
0.18,-0.15,0.81,-36.99,-13.36,15.28
0.19,-0.16,0.86,-38.9,-12.23,16.0
0.18,-0.18,0.89,-38.37,-12.89,16.75
0.2,-0.18,0.89,-37.45,-11.92,17.25
0.21,-0.18,0.89,-38.32,-15.44,15.79
0.21,-0.19,0.9,-37.24,-14.37,15.57
0.2,-0.2,0.88,-36.55,-10.14,16.26
0.2,-0.22,0.88,-36.09,-6.46,17.56
0.19,-0.23,0.87,-36.61,-4.0,18.26
0.19,-0.21,0.83,-37.63,1.77,20.14
0.23,-0.2,0.81,-46.73,-19.54,21.56
0.34,-0.22,0.88,-50.09,-20.09,18.23
0.32,-0.26,0.97,-47.89,-14.44,16.11
0.3,-0.28,1.01,-43.89,-8.78,16.34
0.36,-0.28,1.07,-41.73,-8.17,15.95
0.4,-0.31,1.11,-44.79,-3.65,14.26
0.4,-0.33,1.16,-41.04,14.78,13.24
0.34,-0.33,1.11,-37.05,24.26,13.27
0.33,-0.33,1.05,-41.05,27.42,12.63
0.31,-0.34,1.05,-43.04,20.78,8.93
0.26,-0.35,1.03,-44.24,21.86,7.42
0.24,-0.35,1.01,-46.47,23.08,8.29
0.17,-0.4,1.05,-47.97,16.4,12.09
0.26,-0.42,1.15,-46.69,10.73,11.08
0.28,-0.44,1.19,-40.32,18.37,8.29
0.27,-0.43,1.16,-33.08,25.18,7.33
0.23,-0.39,1.07,-29.76,29.36,7.94
0.24,-0.36,0.97,-32.69,34.73,7.21
0.23,-0.34,0.9,-37.04,35.82,4.27
0.2,-0.35,0.88,-42.67,27.77,0.4
0.15,-0.39,0.9,-45.13,9.77,-3.53
0.12,-0.41,0.96,-44.32,-0.38,-4.53
0.14,-0.43,0.97,-42.43,2.37,-1.69
0.2,-0.43,0.99,-40.55,18.4,0.31
0.19,-0.44,1.06,-37.24,22.21,0.82
0.14,-0.4,1.06,-31.31,26.14,1.91
0.14,-0.4,1.01,-31.37,24.26,3.34
0.14,-0.4,0.97,-33.98,19.08,4.64
0.18,-0.41,0.95,-36.7,17.19,4.24
0.2,-0.4,0.91,-39.79,17.63,2.0
0.18,-0.39,0.87,-41.36,17.39,0.5
0.14,-0.39,0.83,-44.05,13.18,0.75
0.14,-0.4,0.86,-47.62,4.92,0.81
