acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.18,-0.06,1.08,-5.76,-5.83,-3.74
0.15,-0.07,1.09,-5.22,-2.18,-3.62
0.14,-0.08,1.11,-4.53,0.35,-3.04
0.12,-0.09,1.1,-2.87,2.81,-1.76
0.1,-0.08,1.09,0.09,8.29,-0.03
0.09,-0.07,1.06,2.52,9.15,0.85
0.1,-0.06,1.01,3.04,5.63,1.53
0.08,-0.06,1.01,2.03,2.37,1.47
0.12,-0.05,0.97,0.0,-5.25,2.18
0.15,-0.04,0.96,-3.04,-6.29,4.85
0.15,-0.04,0.95,-3.63,-7.36,4.4
0.15,-0.04,0.95,-5.51,-8.02,4.06
0.18,-0.03,0.95,-6.78,-8.4,4.56
0.18,-0.03,0.96,-8.21,-7.62,4.37
0.2,-0.03,0.95,-8.11,-8.0,3.01
0.17,-0.01,0.92,-6.0,-6.43,1.44
0.19,0.01,0.88,-5.3,-5.47,1.27
0.23,0.02,0.89,-8.99,-6.52,1.3
0.23,0.0,0.91,-14.14,-9.68,-0.18
0.24,-0.01,0.92,-16.7,-11.34,-2.37
0.25,-0.02,0.94,-17.83,-9.05,-3.33
0.24,-0.03,0.94,-19.66,-6.78,-4.11
0.2,-0.09,0.99,-22.29,-3.08,-4.99
0.17,-0.12,1.02,-23.6,2.03,-5.37
0.14,-0.14,1.02,-21.31,6.92,-4.4
0.09,-0.13,0.97,-17.56,10.66,-3.63
0.05,-0.1,0.94,-14.81,11.02,-2.32
0.07,-0.09,0.91,-15.1,6.23,0.15
0.1,-0.09,0.91,-17.85,-1.69,2.29
0.11,-0.1,0.91,-21.39,-7.66,3.36
0.13,-0.11,0.92,-21.83,-12.38,4.14
0.13,-0.09,0.93,-19.89,-11.69,5.18
0.16,-0.07,0.94,-18.61,-10.64,7.44
0.2,-0.09,0.96,-20.52,-13.3,8.64
0.25,-0.09,1.0,-22.79,-15.16,8.64
0.23,-0.1,1.02,-21.71,-10.41,8.2
0.21,-0.11,1.01,-19.88,0.27,5.45
0.2,-0.12,1.02,-20.84,-0.73,4.55
0.22,-0.13,1.02,-19.94,-2.47,4.31
0.22,-0.13,1.02,-20.09,-5.01,2.73
0.2,-0.13,1.02,-20.09,-5.48,1.11
0.21,-0.13,0.99,-20.23,-4.11,1.21
0.17,-0.13,0.98,-20.67,-1.05,1.31
0.18,-0.13,0.96,-22.43,-0.95,1.8
0.18,-0.14,0.95,-24.78,1.18,3.15
0.17,-0.14,0.95,-27.94,6.58,4.96
0.17,-0.14,0.92,-28.38,7.91,4.7
0.15,-0.14,0.9,-29.48,8.35,3.85
0.1,-0.13,0.9,-31.73,4.84,1.92
0.07,-0.14,0.85,-31.11,2.03,1.94
0.14,-0.17,0.86,-31.25,-3.13,4.37
0.19,-0.18,0.91,-40.99,-23.08,6.64
0.2,-0.19,0.94,-42.37,-22.9,7.91
0.23,-0.2,0.96,-41.48,-22.95,7.66
0.25,-0.2,0.96,-39.34,-22.38,7.4
0.27,-0.21,0.96,-36.03,-15.95,7.31
0.28,-0.2,0.94,-34.02,-10.38,5.04
0.26,-0.18,0.89,-33.28,-0.7,2.26
0.17,-0.18,0.81,-32.7,14.0,0.09
0.1,-0.19,0.76,-34.38,17.89,-1.15
0.07,-0.21,0.74,-39.24,11.59,-0.12
0.08,-0.23,0.73,-42.92,3.05,1.65
0.13,-0.25,0.79,-46.96,-6.81,3.86
0.21,-0.31,0.93,-52.41,-17.39,5.44
0.23,-0.33,1.0,-50.7,-17.76,6.99
0.26,-0.33,1.01,-47.62,-19.71,5.98
0.28,-0.32,1.0,-44.06,-14.85,4.43
0.25,-0.29,0.98,-42.17,-8.18,2.44
0.2,-0.29,0.94,-42.21,1.24,0.96
0.16,-0.3,0.92,-43.62,9.85,2.73
0.16,-0.33,0.94,-47.42,11.08,4.98
0.16,-0.36,0.97,-49.51,6.47,5.77
0.19,-0.38,0.99,-49.53,4.58,7.53
0.2,-0.4,1.03,-48.29,2.82,7.76
0.19,-0.42,1.08,-46.11,0.87,6.44
0.19,-0.42,1.1,-40.17,-0.67,4.81
0.16,-0.41,1.08,-36.55,5.74,5.82
0.15,-0.38,0.96,-32.41,8.61,7.4
0.15,-0.39,0.95,-33.37,4.46,9.98
0.15,-0.39,0.94,-35.62,0.49,10.27
0.15,-0.42,0.92,-37.04,2.84,11.5
0.17,-0.43,0.94,-38.58,6.18,13.31
0.17,-0.44,0.96,-40.0,10.38,14.12
0.13,-0.44,0.93,-38.05,14.9,13.33
0.13,-0.41,0.88,-35.95,14.9,14.32
