acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.1,0.02,1.07,-6.84,-3.83,-0.37
0.09,0.02,1.08,-5.16,-2.46,0.27
0.09,0.02,1.06,-6.03,0.27,1.22
0.09,0.02,1.04,-7.71,0.32,2.03
0.13,0.01,1.09,-4.98,-2.55,0.27
0.14,0.02,1.11,-2.52,-3.66,-2.03
0.14,0.02,1.12,-0.31,-1.27,-3.04
0.13,0.03,1.08,-1.47,3.01,-2.89
0.11,0.04,1.03,-3.85,5.95,-2.72
0.07,0.05,0.99,-7.19,6.4,-1.94
0.05,0.04,0.95,-12.06,4.03,-0.34
0.05,0.02,1.02,-12.24,-5.51,-0.23
0.09,0.01,1.09,-8.14,-6.73,-0.27
0.11,0.01,1.08,-6.64,2.69,0.79
0.11,0.02,1.09,-7.89,1.98,-0.23
0.1,0.0,1.13,-4.99,-3.56,-2.56
0.09,0.0,1.14,-2.21,-1.83,-3.62
0.07,0.01,1.1,-0.49,2.96,-1.63
0.07,0.02,1.06,-2.06,6.26,0.15
0.08,0.02,1.05,-4.27,4.18,0.46
0.09,0.02,1.06,-3.89,-3.02,-1.04
0.09,0.02,1.08,-2.53,-2.43,-1.42
0.08,0.02,1.05,-1.47,1.16,-0.12
0.09,0.03,1.01,-3.95,2.81,0.69
0.07,0.03,1.0,-5.76,-2.27,0.38
0.08,0.03,1.04,-6.44,-7.47,0.41
0.1,0.03,1.04,-6.43,-5.95,0.78
0.1,0.03,1.05,-9.28,-2.03,1.19
0.09,0.02,1.08,-9.79,-3.92,0.92
0.1,0.01,1.09,-6.72,-5.54,0.24
0.12,0.01,1.08,-5.3,-1.37,-0.26
0.11,0.01,1.05,-5.76,3.42,-0.17
0.09,0.02,1.06,-5.71,0.89,-0.24
0.09,0.02,1.05,-7.3,1.62,0.55
0.1,0.01,1.07,-6.2,-0.46,0.92
0.1,0.01,1.09,-2.72,-0.47,0.98
0.1,0.02,1.08,-1.74,-1.85,1.13
0.14,0.03,1.05,-2.44,-2.05,0.82
0.13,0.03,1.03,-4.66,-0.85,0.96
0.13,0.03,1.02,-6.26,1.5,0.49
0.13,0.02,1.04,-4.9,1.19,-0.69
