acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.2,-0.01,1.03,-8.27,-0.85,2.03
0.21,-0.0,1.06,-8.66,-2.31,1.82
0.21,-0.01,1.08,-8.93,-2.4,1.33
0.21,-0.01,1.09,-7.62,-3.77,0.52
0.22,0.0,1.05,-5.6,-1.51,0.05
0.21,0.0,1.04,-2.75,2.89,-1.34
0.2,0.0,1.01,-2.2,1.18,-2.23
0.17,-0.01,0.98,-2.79,1.89,-2.43
0.17,-0.01,0.99,-5.05,2.12,-1.36
0.17,-0.01,1.01,-7.82,0.55,0.24
0.19,-0.01,1.06,-9.04,-3.83,1.3
0.22,-0.0,1.08,-7.68,-6.89,1.69
0.24,-0.01,1.1,-6.08,-5.54,0.99
0.25,-0.01,1.1,-4.32,-2.85,0.63
0.24,0.0,1.1,-2.85,0.76,-0.41
0.23,-0.01,1.05,-0.81,3.82,-2.35
0.2,0.0,1.01,-0.46,6.31,-3.3
0.19,-0.0,0.99,-2.37,5.73,-2.55
0.17,-0.0,0.97,-4.56,4.9,-1.6
0.16,-0.01,0.98,-7.5,2.43,-0.72
0.17,-0.01,1.05,-9.88,-0.96,0.49
0.21,0.0,1.08,-9.86,-4.49,1.31
0.24,0.0,1.11,-7.5,-5.33,1.39
0.26,0.0,1.12,-4.82,-7.45,-0.32
0.25,0.0,1.08,-2.05,-4.41,-2.93
0.22,0.01,1.04,-1.28,3.79,-4.02
0.18,0.01,1.02,-2.43,8.47,-3.69
0.16,-0.0,1.0,-3.59,9.73,-3.19
0.15,0.0,1.0,-5.1,6.43,-2.41
0.17,-0.0,1.01,-5.34,2.72,-1.19
0.17,-0.01,1.03,-6.29,0.29,-0.34
0.17,-0.0,1.04,-6.99,-1.74,0.37
0.18,0.0,1.04,-7.53,-2.66,1.45
0.21,0.0,1.06,-7.88,-4.73,1.82
0.23,-0.0,1.08,-7.33,-5.07,1.5
0.23,0.01,1.08,-5.62,-3.94,0.52
0.22,0.01,1.08,-4.67,2.17,-0.5
0.2,0.0,1.07,-3.85,4.09,-1.39
0.19,0.0,1.04,-3.39,2.93,-2.0
0.14,0.0,1.01,-3.19,3.45,-2.41
0.16,-0.0,1.0,-5.44,0.79,-0.5
0.16,-0.0,1.02,-6.61,-1.31,-0.06
0.17,-0.0,1.04,-7.44,-2.98,0.79
0.2,-0.01,1.07,-7.36,-3.76,1.53
0.2,-0.01,1.08,-6.06,-2.78,1.25
