acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.21,-0.06,1.05,-7.71,-1.16,-3.19
0.18,-0.07,1.06,-5.8,-1.73,-2.18
0.17,-0.07,1.06,-6.23,-0.72,0.2
0.19,-0.07,1.07,-6.78,0.81,1.31
0.2,-0.08,1.11,-4.87,0.49,1.4
0.2,-0.09,1.12,-1.51,1.47,1.22
0.21,-0.08,1.11,0.47,2.41,0.5
0.2,-0.07,1.08,1.69,1.68,0.38
0.19,-0.06,1.03,0.67,0.85,1.57
0.19,-0.05,1.0,-1.04,-1.44,2.35
0.19,-0.06,0.99,-1.56,-3.95,3.02
0.23,-0.06,1.01,-2.34,-2.73,2.53
0.26,-0.06,1.03,-3.37,1.19,2.21
0.26,-0.06,1.05,-3.39,2.63,1.65
0.26,-0.07,1.07,-2.11,2.92,0.35
0.24,-0.06,1.06,-0.87,5.6,-0.5
0.2,-0.06,1.03,-0.76,4.79,0.18
0.17,-0.06,1.0,-0.99,0.7,2.26
0.19,-0.06,1.0,-1.15,-6.46,3.31
0.25,-0.05,1.01,-3.53,-11.02,3.8
0.27,-0.04,1.03,-5.53,-6.81,3.42
0.27,-0.05,1.04,-6.44,-3.95,2.5
0.27,-0.06,1.06,-5.92,2.09,1.28
0.26,-0.06,1.07,-5.63,5.34,0.78
0.26,-0.06,1.08,-4.2,5.33,0.11
0.26,-0.06,1.1,-2.23,3.94,-1.33
0.26,-0.06,1.06,-1.3,3.76,-2.56
0.22,-0.06,1.02,-1.37,2.46,-2.67
0.19,-0.06,0.98,-2.43,-1.66,-1.47
0.2,-0.06,0.98,-4.82,-4.18,0.44
0.21,-0.05,0.98,-7.1,-4.73,1.51
0.23,-0.05,1.0,-8.6,-3.31,2.6
0.26,-0.06,1.02,-10.24,-0.72,2.78
0.29,-0.07,1.08,-7.59,0.46,0.4
0.29,-0.06,1.09,-4.63,2.15,-2.09
0.27,-0.06,1.06,-2.82,4.82,-4.99
0.23,-0.06,1.04,-2.41,2.35,-5.54
0.21,-0.05,1.0,-3.27,2.32,-4.87
0.19,-0.06,0.99,-4.38,0.47,-3.92
0.19,-0.07,0.98,-5.42,-3.28,-2.44
0.2,-0.07,0.98,-6.75,-3.65,-1.05
0.21,-0.06,0.98,-8.82,-2.23,0.38
0.23,-0.07,1.02,-8.12,-2.38,0.53
0.27,-0.06,1.04,-7.69,-1.21,-0.55
0.26,-0.05,1.05,-7.02,-0.69,-2.0
0.26,-0.05,1.06,-6.17,-1.51,-2.43
0.27,-0.03,1.07,-5.39,-1.31,-3.34
0.27,-0.03,1.07,-3.82,0.82,-4.52
0.28,-0.03,1.09,-1.25,3.82,-5.89
0.26,-0.02,1.03,-6.34,3.85,-5.73
0.21,-0.03,1.03,-7.21,-0.4,-4.41
0.21,-0.04,1.03,-8.27,-0.69,-4.0
0.21,-0.05,1.04,-7.11,-5.3,-3.54
0.2,-0.05,1.05,-6.24,-7.4,-2.56
0.22,-0.05,1.05,-5.59,-4.7,-2.14
0.23,-0.06,1.07,-4.11,-3.73,-2.78
0.24,-0.06,1.09,-2.08,-2.73,-3.36
0.23,-0.05,1.05,-1.86,1.68,-3.01
0.23,-0.06,1.05,-3.42,2.67,-2.79
0.23,-0.06,1.03,-3.59,2.09,-3.33
0.21,-0.05,1.02,-4.53,2.21,-2.93
0.19,-0.05,1.0,-5.8,1.76,-1.28
0.19,-0.04,0.99,-6.92,-0.14,0.03
0.21,-0.05,1.03,-6.47,-1.92,0.17
0.23,-0.04,1.05,-4.98,-1.79,-0.02
0.23,-0.05,1.06,-4.93,3.77,-0.92
0.22,-0.06,1.06,-4.61,4.32,-1.39
0.2,-0.06,1.08,-1.79,3.97,-1.56
0.19,-0.06,1.05,-1.19,4.63,-0.81
0.19,-0.06,1.02,-1.13,4.15,-0.38
0.19,-0.05,0.99,-2.61,1.92,0.93
0.21,-0.06,0.96,-4.75,2.14,1.44
0.22,-0.05,0.97,-6.92,1.08,1.15
0.24,-0.06,1.01,-6.63,0.09,-0.12
0.24,-0.05,1.03,-6.27,2.67,-1.31
0.21,-0.06,1.04,-6.7,6.15,-1.11
0.2,-0.07,1.05,-6.76,8.17,-0.14
0.18,-0.06,1.07,-6.12,7.54,0.43
0.17,-0.06,1.06,-5.83,6.43,1.98
0.17,-0.05,1.05,-4.95,5.19,2.96
0.17,-0.04,1.05,-4.23,1.68,4.73
0.19,-0.04,1.04,-5.15,-3.95,6.06
0.26,-0.03,1.06,-3.11,-10.12,5.8
0.31,-0.02,1.08,-3.33,-6.78,4.15
0.33,-0.03,1.1,-2.75,-2.37,2.08
0.34,-0.03,1.1,-1.77,1.24,0.12
0.33,-0.04,1.08,-1.65,4.55,-2.72
0.3,-0.05,1.05,-2.05,5.69,-3.63
0.26,-0.05,1.03,-3.39,4.85,-4.69
0.22,-0.07,1.01,-4.02,1.37,-4.76
