acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.24,-0.03,1.07,-4.38,-6.11,-0.82
0.23,-0.02,1.05,-4.38,-2.15,-1.86
0.23,-0.02,1.04,-4.89,1.74,-2.44
0.2,-0.01,1.02,-5.82,1.59,-2.2
0.18,-0.02,1.01,-6.12,-1.85,-1.65
0.2,-0.03,1.03,-6.64,-4.43,-1.97
0.19,-0.04,1.06,-6.17,-5.89,-2.7
0.22,-0.04,1.06,-5.5,-2.24,-4.09
0.21,-0.04,1.04,-6.17,0.93,-4.73
0.19,-0.03,1.01,-7.15,3.01,-4.82
0.17,-0.02,1.01,-8.2,4.56,-4.06
0.17,-0.01,1.01,-8.44,5.91,-3.56
0.16,-0.01,1.02,-7.86,4.92,-3.24
0.17,-0.02,1.01,-8.06,3.1,-2.84
0.22,-0.03,1.02,-7.63,-0.31,-3.91
0.22,-0.04,1.02,-6.61,-3.08,-6.56
0.21,-0.03,0.98,-7.62,-0.93,-7.39
0.2,-0.04,0.98,-9.19,0.47,-7.21
0.17,-0.04,0.96,-10.55,-3.07,-6.6
0.16,-0.05,0.98,-12.41,-6.29,-5.02
0.14,-0.05,1.01,-14.23,-13.57,-3.51
0.17,-0.06,1.04,-14.27,-17.71,-1.91
0.2,-0.06,1.04,-14.87,-18.93,-1.25
0.21,-0.06,1.07,-14.34,-20.49,-1.51
0.25,-0.07,1.1,-12.64,-18.49,-2.53
0.26,-0.07,1.12,-10.43,-12.89,-3.6
0.27,-0.07,1.08,-8.99,-8.79,-4.03
0.27,-0.06,1.02,-7.92,-1.6,-5.86
0.25,-0.06,1.01,-8.58,4.69,-6.78
0.21,-0.05,1.0,-10.14,1.08,-6.67
0.18,-0.04,1.0,-11.56,-1.27,-5.42
0.17,-0.05,1.01,-13.08,-3.04,-4.08
0.17,-0.05,1.03,-14.85,-4.34,-3.66
0.16,-0.05,1.07,-14.43,-7.74,-2.55
0.17,-0.06,1.09,-12.6,-11.39,0.2
0.21,-0.06,1.13,-11.24,-5.48,0.29
0.23,-0.07,1.16,-7.16,-3.82,-0.87
0.24,-0.06,1.18,-3.07,-1.94,-2.72
0.21,-0.04,1.14,-1.66,1.79,-1.91
0.21,-0.04,1.12,-1.69,6.52,-0.11
0.19,-0.04,1.09,-1.59,6.02,0.29
0.17,-0.04,1.05,-1.1,2.64,1.08
0.17,-0.05,1.02,-2.41,-2.18,2.56
0.17,-0.05,1.03,-2.49,-9.37,2.7
0.17,-0.07,1.07,0.14,-19.25,1.89
0.17,-0.08,1.08,1.8,-29.88,2.79
0.18,-0.06,1.06,2.81,-33.45,3.86
0.22,-0.05,1.03,3.16,-34.21,5.39
0.27,-0.05,1.02,2.52,-28.75,5.01
0.29,-0.05,1.01,2.03,-24.41,3.79
0.3,-0.06,0.99,0.34,-16.99,3.4
0.31,-0.05,0.99,-1.31,-7.74,2.0
0.31,-0.05,0.98,-2.41,-0.08,0.99
0.3,-0.04,0.98,-4.31,7.89,0.17
0.28,-0.05,1.0,-4.58,8.6,-1.85
0.27,-0.04,1.03,-4.4,4.55,-2.92
0.25,-0.04,1.06,-4.14,4.43,-3.25
0.24,-0.05,1.06,-3.37,1.1,-2.61
0.23,-0.05,1.05,-4.31,-2.73,-1.76
0.24,-0.04,1.04,-4.34,-2.03,-1.08
0.24,-0.04,1.02,-5.28,-1.24,0.34
0.27,-0.04,1.0,-5.86,0.17,0.31
0.27,-0.05,0.99,-6.06,1.28,-0.4
0.27,-0.04,0.99,-7.04,0.6,-0.37
0.29,-0.04,0.99,-8.79,0.89,-0.2
0.29,-0.04,1.01,-9.37,-0.92,-1.28
0.29,-0.05,1.06,-9.08,-3.4,-3.04
0.27,-0.04,1.06,-8.06,-3.92,-4.44
0.28,-0.05,1.06,-6.29,0.06,-4.69
0.29,-0.05,1.06,-6.34,4.55,-5.34
0.26,-0.04,1.06,-4.87,6.14,-4.85
0.26,-0.04,1.02,-6.49,8.05,-3.4
0.26,-0.05,1.0,-8.53,7.19,-3.25
0.24,-0.05,1.04,-6.35,1.5,-4.24
0.24,-0.05,1.04,-5.89,-2.03,-3.88
0.23,-0.05,1.03,-5.54,-3.01,-3.97
0.22,-0.04,1.03,-5.36,-6.53,-2.63
0.24,-0.03,1.01,-6.87,-5.27,-1.1
0.26,-0.04,1.03,-7.02,-4.9,-1.04
0.27,-0.04,1.07,-5.18,-4.93,-1.92
0.29,-0.05,1.07,-4.02,-1.69,-3.15
0.27,-0.05,1.05,-3.34,-0.09,-3.92
0.26,-0.04,1.03,-2.9,0.75,-3.86
0.25,-0.04,1.01,-3.68,2.61,-3.11
0.23,-0.03,0.99,-4.09,2.15,-1.8
0.23,-0.03,0.98,-5.44,-1.18,-0.89
0.25,-0.03,0.98,-6.79,-2.61,-0.73
0.27,-0.04,0.99,-8.09,-2.21,-0.47
0.25,-0.05,1.07,-7.33,1.4,-0.02
0.25,-0.05,1.07,-6.08,1.18,1.15
0.25,-0.05,1.07,-4.14,0.46,2.46
0.26,-0.05,1.06,-2.92,-0.53,2.67
0.28,-0.04,1.03,-2.92,0.23,1.36
0.27,-0.04,1.02,-2.98,2.41,0.6
0.26,-0.04,1.0,-3.74,3.62,-0.31
0.26,-0.03,1.0,-7.01,0.29,-0.44
0.24,-0.04,0.98,-6.2,1.1,-1.85
0.21,-0.03,0.97,-6.09,-0.52,-2.05
0.2,-0.04,0.98,-6.79,-0.87,-0.9
0.21,-0.04,1.0,-7.88,-0.63,0.64
0.25,-0.04,1.05,-7.31,-1.1,0.75
0.28,-0.05,1.08,-5.11,-0.58,-0.61
0.28,-0.05,1.08,-4.02,1.57,-1.88
