acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
0.01,-0.13,1.02,-8.95,-8.93,3.28
0.03,-0.13,1.05,-7.85,-9.85,2.52
0.04,-0.14,1.06,-6.79,-5.48,1.07
0.02,-0.15,1.06,-7.24,-1.07,0.41
-0.02,-0.15,1.07,-8.2,3.19,1.22
-0.03,-0.15,1.03,-10.2,5.74,3.07
-0.05,-0.15,1.06,-12.49,-0.02,3.92
-0.04,-0.15,1.08,-12.32,-0.49,4.69
0.0,-0.14,1.08,-11.83,-6.81,4.18
-0.02,-0.15,1.05,-9.13,-5.19,3.4
-0.03,-0.15,1.05,-7.94,-7.63,3.13
-0.02,-0.15,1.09,-6.53,-9.56,2.66
-0.02,-0.17,1.14,-1.34,-9.94,1.54
-0.01,-0.16,1.12,1.53,-6.56,1.65
-0.05,-0.16,1.08,3.37,-6.82,2.49
-0.06,-0.15,1.02,3.44,-8.08,2.82
-0.02,-0.13,0.98,-2.14,-8.37,3.71
-0.01,-0.12,1.0,-4.2,-3.59,5.54
0.0,-0.11,0.97,-6.49,-7.88,4.26
0.06,-0.1,0.99,-10.38,-7.48,1.31
0.04,-0.12,1.02,-13.31,-3.83,-1.11
0.03,-0.12,1.03,-14.66,3.13,-2.05
-0.01,-0.15,1.13,-8.64,-2.17,-2.89
0.03,-0.16,1.17,1.02,-1.34,-4.0
-0.01,-0.16,1.12,5.88,1.22,-3.27
-0.01,-0.15,1.07,6.29,0.9,-2.18
-0.03,-0.13,1.02,4.09,-2.95,-1.63
-0.04,-0.13,1.0,1.97,-12.99,-2.02
-0.01,-0.12,0.98,-1.15,-17.25,-2.75
-0.03,-0.12,0.91,-6.47,-14.63,-1.16
0.02,-0.14,1.05,-11.21,-5.62,1.05
0.03,-0.15,1.1,-5.74,-4.09,0.08
0.05,-0.15,1.12,-2.92,0.43,-0.81
0.03,-0.15,1.11,0.29,1.76,-0.89
0.02,-0.14,1.07,0.18,1.57,-0.85
0.02,-0.12,1.03,-1.16,1.11,-1.31
0.02,-0.12,1.0,-4.44,0.67,-1.28
-0.02,-0.12,0.98,-8.6,0.4,0.41
-0.03,-0.12,1.0,-10.64,-2.37,2.79
0.03,-0.12,1.03,-12.26,-5.76,3.69
0.05,-0.12,1.07,-11.86,-5.66,3.42
0.07,-0.13,1.09,-10.23,-2.56,2.44
0.07,-0.14,1.11,-6.47,-4.18,0.99
0.09,-0.15,1.13,-1.89,-6.67,-1.1
0.1,-0.15,1.1,2.11,-5.82,-3.19
0.07,-0.14,1.02,1.82,-2.95,-4.32
0.05,-0.13,0.99,-1.21,-0.18,-4.03
0.03,-0.13,0.95,-5.73,1.98,-2.99
0.0,-0.13,0.96,-10.52,0.47,-1.8
0.03,-0.14,1.02,-13.48,1.33,-0.87
0.03,-0.15,1.07,-13.39,3.48,-0.56
0.03,-0.16,1.09,-11.56,5.53,-0.53
0.01,-0.17,1.14,-5.42,2.82,-0.63
0.04,-0.17,1.15,3.16,0.21,-1.89
0.03,-0.16,1.1,6.41,0.47,-2.17
0.03,-0.14,1.03,3.13,0.81,-1.44
0.05,-0.12,1.0,-2.85,1.76,-1.5
0.04,-0.12,0.98,-8.08,2.55,-1.42
0.03,-0.12,0.95,-14.4,3.71,-1.25
-0.0,-0.13,0.98,-17.22,3.5,-0.58
0.01,-0.13,1.03,-17.15,2.15,-0.12
0.03,-0.14,1.09,-14.09,1.28,-0.56
0.05,-0.15,1.15,-10.58,-0.76,-1.33
0.07,-0.16,1.15,-7.53,1.45,-1.97
0.06,-0.15,1.13,-6.02,3.71,-2.38
0.04,-0.15,1.09,-3.36,4.2,-3.37
0.01,-0.14,1.02,-5.8,9.25,-1.51
0.0,-0.13,0.98,-9.57,12.29,-0.76
0.03,-0.12,0.98,-18.44,6.52,-1.3
0.09,-0.14,1.03,-17.66,-3.31,-7.83
0.08,-0.15,1.08,-13.39,-9.5,-13.94
0.03,-0.16,1.05,-9.59,-4.92,-15.3
-0.06,-0.18,1.07,-6.84,-1.94,-11.16
-0.07,-0.2,1.14,-0.64,1.8,-3.95
-0.05,-0.19,1.13,0.37,2.96,3.08
0.05,-0.16,1.13,1.18,6.72,5.31
0.11,-0.14,1.1,3.11,9.83,2.89
0.09,-0.12,1.04,1.68,9.94,0.18
0.08,-0.12,1.03,-0.15,7.97,-1.98
0.06,-0.12,1.01,-1.24,6.08,-3.36
0.0,-0.13,0.99,-2.79,0.37,-3.71
0.0,-0.13,0.98,-5.86,-4.92,-3.66
-0.02,-0.14,1.02,-5.92,-3.28,-2.06
-0.02,-0.15,1.03,-7.1,-3.47,0.05
-0.0,-0.17,1.05,-7.82,-1.94,1.31
0.0,-0.16,1.09,-6.75,0.66,2.27
0.03,-0.16,1.1,-5.1,3.16,2.0
0.05,-0.16,1.14,-0.84,7.62,0.82
0.05,-0.15,1.12,1.18,8.24,-0.89
0.04,-0.15,1.08,1.48,8.85,-2.5
0.02,-0.14,1.02,0.84,8.82,-3.02
-0.03,-0.14,0.99,-4.93,3.21,-1.24
-0.04,-0.15,1.0,-7.62,3.34,-0.5
-0.04,-0.16,1.04,-7.08,2.89,0.55
-0.04,-0.16,1.09,-4.06,0.21,1.56
-0.01,-0.16,1.13,-0.85,-0.93,1.68
0.01,-0.15,1.14,1.79,0.6,1.45
0.02,-0.14,1.1,3.69,-0.64,0.92
0.02,-0.13,1.06,3.59,0.4,0.2
0.01,-0.13,1.01,2.58,1.3,0.18
-0.0,-0.12,0.97,-0.41,1.28,0.52
